© 2000-2025 QIAGEN. All rights reserved.

Upstream Regulators	Doxo14 vs Cycling0	Doxo21 vs Cycling0	Doxo14 vs Doxo3	Doxo21 vs Doxo3	Palbo14 vs Cycling0	Palbo28 vs Cycling0	Palbo14 vs Palbo3	Palbo28 vs Palbo3
N-acetylglucosamine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DEFA1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ALDH1A3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GATA2-AS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-361	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
linsidomine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2-(4-acetoxyphenyl)-2-chloro-N-methylethylamine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MUC19	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mefunidone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SH2B3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ethylene glycol tetraacetic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
belnacasan	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CDK5R1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SIRT1 inhibitor III	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2-deoxyglucose	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TNFRSF12A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HNF4G	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Fibrin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CD274	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MOG	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-660-3p (miRNAs w/seed CCUCCUG)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CH-223191	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IGF2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
schisandrin A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CCDC88A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PIK3R	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HSPB2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ethionine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
camostat	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SERPINE1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ascorbic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KLF2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLAT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MIF	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL17RD	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AP20187	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MARCHF2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ABCA4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
focal adhesion kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2-bromopalmitic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HSPA1A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
WTAP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hemoglobin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
olaparib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
dextran sulfate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NFAM1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HSF2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RGS10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
triadimefon	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CpG ODN 2216	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GAS5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
deoxycorticosterone acetate/potassium chloride/sodium chloride	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NDP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HNRNPU	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
thermozymocidin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
prinaberel	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ouabain	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KIF1B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cepharanthine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TACR1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TGFBR3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICOSLG	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2-furoyl-Leu-Ile-Gly-Arg-Leu-Orn-NH2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IRGM	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
3M-002	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KDM6A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MED12	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NR4A2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
nickel	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MYCN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SHARPIN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
beta-hydroxyisovaleric acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ginsenoside Rb1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N-omega-propyl-L-arginine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRAF3IP3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
betaine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HAPLN1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Ccr5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CaMKII	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
citral	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SP100	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SMPD3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OSCAR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
pinaverium	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MMP14	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GNAI3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
D-mannose	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
allicin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CAY10585	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BIRC2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RAC2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
alpha-ketoglutaramate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
peroxynitrite	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IH636 grape seed proanthocyanidin extract	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
tacrine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Pbld1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLAAT4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ADCY	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RYK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
roflumilast N-oxide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
dimethylnitrosamine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
bisindolylmaleimide iv	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GRM4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BPI	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
calcimycin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KIF5B-ALK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PHACTR1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HPGDS	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PEAR1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RBP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
rotenone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
prostaglandin A2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
angelicin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RBM5-AS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
desipramine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
J11-Cl	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MYOD1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
10-(6'-plastoquinonyl)decyltriphenylphosphonium	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NCOR2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HLX	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CREB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mitoxantrone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FOXH1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
USP17L2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
beta-carotene	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-28 (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PAX2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
3-(p-methoxy)phenyl-1,4-benzoxazine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLA2G2E	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FEM1A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N-3-butanoyl-DL-homoserine lactone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
L-proline	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RNASEL	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
VX 702	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
gentamicin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
sodium alum	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
WAS	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Gm20703	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
blinatumomab	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NLRP6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RUNX3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PFKFB3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
lacidipine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CRT-0066101	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZNF384	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
4-oxo-2-nonenal	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FOXO4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MLI-2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ascaridole	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TIRAP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL7R	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
USP18	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SLIGRL-NH2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
dimethyl itaconate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TNFRSF17	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DLX3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Hbb-b1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LPAR2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CAT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ATF6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ANXA2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MED13L	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PADI2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CXCL13	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Hbb	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
myristoylated PKC-zeta pseudosubstrate peptide inhibitor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZNF24	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
G-1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NCR3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mitapivat	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TLR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EPHB4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ficusin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
dehydroxymethylepoxyquinomicin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-379 (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
schizandrin B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CARD11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
diphenylthiohydantoin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
setanaxib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
beractant	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-214 (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PDCD4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RAG2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
aristolochic acid I	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MUC13	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CX3CR1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
10-nitrooleate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLAGL2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ENG	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ST6GAL1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N-ethyl-N-nitrosourea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CARD18	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DUSP2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZBTB18	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
triamterene	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SPIN1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ethylenediaminetetraacetic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRIM45	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IKZF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
indole	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Iberiotoxin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
C1QTNF12	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
THBS4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
YTHDF2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
3-bromo-2-(4-hydroxyphenyl)indazol-5-ol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HSD11B1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CLEC4G	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL3R	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CRH	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
L-threo-safingol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LRP6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KLK10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LILRA5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SPATA2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IRAK4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
E. coli serotype 0127B8 lipopolysaccharide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
tenofovir disoproxil	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ITGA1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
phytoestrogen	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NR4A1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
resolvin D2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OTUD1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FANCC	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ITGA4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
phytohemagglutinin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
delphinidin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hydroxyflutamide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRC2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ACKR3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RTN4R	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CRTC1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RXRB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
chitin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STMP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LAMTOR5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
theaflavin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ALKBH1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ricinoleic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
COL2A1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CCL20	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MIA-313	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ARHGEF2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LITAF	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
diphosphoryl lipid A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ADP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZBTB16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
WNT7A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2-mercaptoacetate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BCL2A1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRPV4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cerulenin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRIM3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
carrageenan	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HOXA1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RASSF5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL27RA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GPX4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
apicidin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNOT6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GIPR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LGALS9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PELP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
leukotriene D4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-296-5p (miRNAs w/seed GGGCCCC)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
sesamol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SPINT2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CDK19	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Tpsb2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GZMA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
APTX	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IC87114	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
U73122	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LBP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
triamcinolone hexacetonide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
benzyl isothiocyanate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
poly dA-dT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ASC/CASP1/NALP3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
valproic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AGI-1067	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DCN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRLH	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MKK3/6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FOXK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GBP5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BATF3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TIA1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
capsaicin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CUX1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hemozoin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Clec4n	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FDPS	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
filgotinib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TYR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CpG oligonucleotide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GBP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CD8B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5Z-7-oxo-zeaenol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SENP5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
moringa oleifera aqueous seed extract	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1-palmitoyl-2-oleoylglycero-3-phosphoglycerol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DCB 3503	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TOMM20	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N-chlorotaurine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRPC1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-223-3p (miRNAs w/seed GUCAGUU)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MST1R	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RAP1B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GPR4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TMEM120A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BID	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NOX4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KIRA6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BCL2L11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
aspergillus beta-glucan	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IGF1R	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
borrelia burgdorferi strain B31 peptidoglycan	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cobimetinib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
manidipine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AcPhe(ornithine-Pro-cyclohexylamine-Trp-Arg)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TMEM79	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SLC7A2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UBE3A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DRD2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNOT6L	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
xanthohumol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RAC	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PALMD	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
senexin B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
XMD 8-92	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
pristane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
basic calcium phosphate crystal	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRPM2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNTFR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RNF138	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NCR2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CARD8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
gemcitabine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NCF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
p38 MAP kinase inhibitor V	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
S100B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
levonorgestrel	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STS	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
naringin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
celecoxib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ghrelin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RMST	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
pycnogenols	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CDK (family)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
