© 2000-2025 QIAGEN. All rights reserved.

Upstream Regulators	Doxo14 vs Cycling0	Doxo21 vs Cycling0	Doxo14 vs Doxo3	Doxo21 vs Doxo3	Palbo14 vs Cycling0	Palbo28 vs Cycling0	Palbo14 vs Palbo3	Palbo28 vs Palbo3
SKF-83959	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-22-5p (and other miRNAs w/seed GUUCUUC)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IKBKB-DT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PDHA1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCGR1A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
betel quid extract	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MARCKS	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
idelalisib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TMEM9B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DDR2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HS6ST2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
JUN/ATF2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TYRO3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HSF4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
[D-Ala7]-angiotensin I/II (1-7)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GCN2iB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
heparan sulfate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BC-11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BCL2L12	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BAY 87-2243	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FH	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ASIP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
anhydrovitamin A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ITGB2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLA2G4D	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SPOP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ADRA1D	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
pimagedine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SPINT1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
lapachol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RGS7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ARF6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
vatalanib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AIF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
acrolein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CDX1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
methylselenic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PAX3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-151-3p (and other miRNAs w/seed UAGACUG)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IRF5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
arjunolic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
proteasome inhibitor PSI	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HSPB8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
procysteine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MHC I (family)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL1R1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BGP 15	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UBE2K	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ethylene dimethanesulfonate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NBEAL2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL1RAP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
9-ethyl-3-nitro-9H-carbazole	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
trichloroethylene	0.0	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CD5L	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
estradiol valerate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SNAI2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TGIF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PCDH1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
opioid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PURB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SNHG4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-1297	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TET1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ELK4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EFNB3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
gallic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CpG ODN M362	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KAT2B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
kanamycin A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
aquamin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CASR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
VEGFD	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
dubermatinib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FRMD6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BAG3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CYP46A1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SUZ12	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
teniposide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TCMCB07	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
POLDIP2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
intralipid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cibacron blue F 3GA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CSK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
S100A10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PDE10A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BW 245C	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL26	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RASGRP4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
leflunomide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ADRA1B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ACOD1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SARM1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
treprostinil	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DUSP22	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Loxl2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
phenytoin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZC3H10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Cd163	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
pyridoxal phosphate-6-azophenyl-2',4'-disulfonic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PDK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RANBP2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-186	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SMAD2/3/4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
K-252	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RHOA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
sesame oil	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP3K3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICMT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UNC9995	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SIRT2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-30 (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TCF7L1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KNG1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TLR1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UCP3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SHF	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ETV7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
chrysin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PI-103	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
G protein i	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-181 (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MVP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
lorglumide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
alpha-mangostin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CDK6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
fevipiprant	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
beta-elemene	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FGF3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PHB2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
S-equol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ETV1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KLF10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZBTB20	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KLK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5-hydroxymethylfurfural	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
rosmarinic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FR 180204	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
20S-hydroxyvitamin-d3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
WWTR1:SMAD2,3:SMAD4:SERPINE1 gene	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
COP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cercosporin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B3GNT2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-302 (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
deoxycorticosterone acetate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ABR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
teasaponin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
harpagoside	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
meds433	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
palbociclib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MZF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ANKS6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GFPT1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IKBIP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B4GALT1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UNC5B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
(Z,E)-5-(4-ethylbenzylidine)-2-thioxothiazolidin-4-one	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNR1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GBP2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
scavenger receptor class A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
momelotinib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TNKS	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
catecholamine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
leucine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
tranilast	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
P4HA2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CCN1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-144	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HMGB2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SIGIRR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KLRG1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRAF4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CASP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
branched chain amino acids	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GFAP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
anti-miR-29a inhibitor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cyanidin 3-O-glucoside	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CSF1R	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HTRA1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
P2RY11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PAX9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KLF7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
dimethyl fumarate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
betamethasone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SLC5A1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHD1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
fucoidin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SGPL1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
pyridoxamine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
phenyl-N-tert-butylnitrone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
9-hydroxy-(S)-10,12-octadecadienoic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
inosine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
febuxostat	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
bezafibrate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
[D-Ala2,N-Me-Phe4,Gly5-ol]-Enkephalin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-326	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BBS12	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CEACAM5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ADORA1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-766	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1-palmitoyl-2-oleoylphosphatidyl-D-serine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MEN1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LAMC1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SELENOK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AKT2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
12(S)-hydroxyeicosatetraenoic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
(R)-amygdalin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR4835	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NPY1R	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ALKBH5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PCK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ABT-737	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZNF451	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL2RG	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
COLGALT2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IFNGR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PSMB8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DEPDC1B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CD180	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
dacinostat	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SLC2A3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP2K4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MARCHF5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
allopregnanolone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KIT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GNLY	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NR2F2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SMPD1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TOLLIP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CGA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IGF2BP2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RNF112	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
WZ-4002	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
azilsartan	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
USP8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SMAD3:SMAD3:SMAD4:YBX1:COL1A2 gene	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
apyrase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KIN001-043	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SHP099	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
norcantharidin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PROS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
S-nitrosoglutathione	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EMD-638683	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
3K3A-APC protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
pictilisib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Mir122a/b	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PPP2R5B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RAB7B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MKX	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Ferritin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FZD9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RUNX1-IT1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
adenosine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BMP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-19 (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FBF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STUB1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
WAY-262611	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PAK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
trapidil	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TOPBP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AZ-1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GRM5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Hbb-b2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ADP-beta-S	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
propofol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UTP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cilostazol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MIR320	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HSPB1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PPP4C	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TAF7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IFN alpha/beta	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NSOP00313	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ND-13	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZBTB10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
patulin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
molibresib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ESRRG	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SOX1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TARS2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAPK1	N/A	N/A	N/A	N/A	0.0	0.0	N/A	N/A
regorafenib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RBM39	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NIK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PI4K2A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
histone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NONO	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-374b-5p (and other miRNAs w/seed UAUAAUA)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NGEF	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PTPRR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
XMU-MP-1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AGR2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAPK12	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
thymeleatoxin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SMAD3:SMAD3:SMAD4:SP1:EP300:COL1A2 gene	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GLIS2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TP-10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
elcatonin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
zVAD-FMK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TCF	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ferrostatin-1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL22RA1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Lycium barbarum polysaccharides	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PDGFR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
oleanolic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
navitoclax	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NUP155	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NR1D2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ritonavir	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BAG2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
corticosteroid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
aurothioglucose	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRIM54	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
URMC-099	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
YWHAQ	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PDLIM2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CASC2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Havcr1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
arecoline	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
carnobyl iron	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TKT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
acetylcholine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Cyp2c23	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
sodium iodate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CCN3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CD 437	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
lobeglitazone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
POU4F2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RCOR1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
zeranol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Silc1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CEP250	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
VTX-2337	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ursolic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Pirb (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
VE-821	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5,6-epoxyeicosatrienoic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRIM41	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ARL11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
sodium dodecyl sulfate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL18R1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MLKL	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NRP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ASAH1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HIVEP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
palmitoleic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mrs2179	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CXCR3	N/A	N/A	N/A	N/A	0.0	0.0	0.0	N/A
edaravone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL17A dimer	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
