© 2000-2025 QIAGEN. All rights reserved.

Upstream Regulators	Doxo14 vs Cycling0	Doxo21 vs Cycling0	Doxo14 vs Doxo3	Doxo21 vs Doxo3	Palbo14 vs Cycling0	Palbo28 vs Cycling0	Palbo14 vs Palbo3	Palbo28 vs Palbo3
RGMB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
zimelidine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AGXT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
monophosphoryl lipid A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CTSA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cinnamaldehyde	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
tetracycline	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PTPN9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RAF	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLA2G4E	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SLC6A1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CCAT1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
desmopressin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HSPB6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
sesamin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CYB5R3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
gemcitabine/paclitaxel	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TMPO	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
aminopropionitrile	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LRRK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NUCB2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NFIX	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IRS2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Retnla	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
C1QTNF4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DGKA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CpG ODN 1668	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ENHO	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
microcystin-LR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
magnolol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZFP36L1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LECT2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
bombesin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GCA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL1RL2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ARID5A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
methylnitronitrosoguanidine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ABLIM1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
C-176	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
lipid peroxide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PARP10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
alprazolam	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SATB2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SEMA3E	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RNF187	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ITGA3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
obeticholic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
JAK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
bis(4-hydroxyphenyl)sulfone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CDKN1B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRIM21	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RGS6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
astragaloside IV	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
pyridoxine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NET1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LPAR3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
COL9A1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DKC1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
POU2AF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EIF4G2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hgd40	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NCR1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OLFM4-RET	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RGS5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STK40	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
huaier extract granule	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AOPEP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GREM2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MCB-613	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRIM24	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
monorden	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FNDC5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
P2pal-18S	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
sulpiride	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HOXA9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OSR2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CTSK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ATXN3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GPSM1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
piceatannol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Ac-YVAD-CMK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UCP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
zinc	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CADM1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
curdlan	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
3-(3-pyridinyl)-1-(4-pyridinyl)-2-propen-1-one	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
phenethyl isothiocyanate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NEUROG3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
pregnenolone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RALBP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
rifampin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-122 (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MYO1B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NEFL	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
astaxanthin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SMAD2/3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TUG1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
chelidonic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TPSD1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CORT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
zinc protoporphyrin IX	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
teichoic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NPY	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2-(3-chlorophenylamino)phenylacetic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
immethridine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NHERF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EIF2AK3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FOXF2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TNFAIP8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UBE3D	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZNF768	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
arachidic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SMARCD3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PPM1L	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CD14	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
JNK-IN-8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ISGF3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HIF1A-AS3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
gallocyanine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PDE4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HOXA5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
3-deazaneplanocin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
S1PR1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ibandronic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cholic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CC2D1A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ampelopsin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N-CoR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IFNAR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-154 (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NSRP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ALOX15	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AS601245	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ITGAM	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
USP25	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
dinitrophenyl R group	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
givinostat	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SHetA2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
COL6A2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
huperzine A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
COX4I1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SCN1B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CRIP2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
3-methylcholanthrene	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CDC73	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SDC1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL18BP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-146a-5p (and other miRNAs w/seed GAGAACU)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DUSP11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mezerein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNBP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MEP1A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
L-homocysteine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MTA3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
fluoxetine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZBP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TFEB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5'-methylthioadenosine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ENPP2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
levofloxacin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-346 (and other miRNAs w/seed GUCUGCC)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
octanal	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LNCAROD	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TP53 Tetramer:NDRG1 Gene	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CRYAB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FGF12	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TAS-103	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
XK469	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
roxadustat	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Ki-20227	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL1R2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SHCBP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GSDME	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
testosterone propionate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hexane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRKCB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PROP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL1RAPL1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2-methylthio-ATP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MRE11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNDP2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DBN1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CSNK2A1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
palmitoyl-Cys((RS)-2,3-di(palmitoyloxy)-propyl)-Ala-Gly-OH	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
galactose	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
QPCT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CTSC	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FPR2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
T 0070907	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
eugenol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GDF9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PDGFC	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
vitamin D	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DNMT3B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GW 5074	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AMBP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PDE3B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
synthetic peptide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SOX3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TNF receptor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
anti-benzo(a)pyrene-diol-epoxide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
INSIG1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DSPP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
opaganib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
dimethyl succinate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HSD17B14	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MSI1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OSMR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-2682-5p (and other miRNAs w/seed AGGCAGU)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SUPT20H	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
promegestone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CREM	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CpdX	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
puromycin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
temsirolimus	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BAZ1A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
dexamethasone phosphate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CDKN2B-AS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
paroxetine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GPR68	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
methylphenidate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-335	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TLR8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
tert-butyl hydroperoxide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
(9Z)-12,13-dihydroxyoctadec-9-enoic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
anthraquinone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FITC	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CpG ODN 1826	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HOXC8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CRTAP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
microcin J25	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AQP3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
brucine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PTGER4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
kawain	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DIO2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SOD	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PDE4B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
selinexor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
caspase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TMEM106A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SCIMP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
sanglifehrin A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DSP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PDCD1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PI3K p110	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TUT4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cetuximab	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
steroid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ABLIM3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GSK484	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Gstm1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CLIC1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MMP3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RLIM	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
gefitinib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
nitazoxanide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ERBIN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
diosmin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP3K2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BAP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CPSF3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RB1CC1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
26S proteasome	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NoxA1ds	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
(S,R)-3-(4-hydroxyphenyl)-4,5-dihydro-5-isoxazole acetic acid, methyl ester	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LTB4R	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cyclooxygenase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
S100A16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
nitroglycerin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NCKAP1L	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
REL	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
geranylgeranyl pyrophosphate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
myricetin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ATF3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
APOD	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GPR15LG	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CCND1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SENP6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RC3H1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
P2RX7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
gum arabic	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
eprosartan	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
iron dextran	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EMD472523	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Alox15	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
dalbergioidin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
C4a/C4b	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GALNT11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PKM	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
fangchinoline	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cordycepin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MSLN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NELFE	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-508-3p inhibitor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SPHKAP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
pevonedistat	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ibuprofen	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
diethylnitrosamine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP2K4/7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
malvidin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RAB10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SOCS2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-5586-5p (miRNAs w/seed AUCCAGC)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL4I1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
beta-cyclodextrin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
bumetanide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
lysophosphatidylcholine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PCA3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PMX 205	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
glycitein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Ro31-8425	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BASP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IGHG	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ulipristal acetate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
JUN:FOS:IGFBP7 Gene	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ibudilast	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
A-769662	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HLA/DQ	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CXCL16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
glabridin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Il36a	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
oxalic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TBK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
wedelolactone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
bempedoic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
rocaglamide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SRSF6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHCHD3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AZD4573	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
vardenafil	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CES1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-132-3p (and other miRNAs w/seed AACAGUC)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NADPH oxidase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DNAJB6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GPRC5A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KIF22	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
helenalin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHGA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STK24	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BV6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CDKN2C	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
methamphetamine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LOXL4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
alpelisib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-149-5p (miRNAs w/seed CUGGCUC)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
alpha hydroxy ganglioside GM3 (d18:1/24:0)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
astressin 2B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
doramapimod	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
