© 2000-2025 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Orexin Signaling Pathway	4.57E-01	2.48E-02	NaN	CAMK2B,PLCG2,PLCL1,PPARG,PRKCB,TRPC5	
Primary Immunodeficiency Signaling	4.57E-01	3.23E-02	NaN	RAG1,ZAP70	
MSP-RON Signaling Pathway	4.57E-01	3.23E-02	NaN	IL12A,KLKB1	
Thyroid Hormone Metabolism II (via Conjugation and/or Degradation)	4.57E-01	3.23E-02	NaN	DIO2,SULT1B1	
NAD Signaling Pathway	4.53E-01	2.65E-02	NaN	H2BC15,H2BC26,RYR1,TGFA	
Pancreatic Secretion Signaling Pathway	4.53E-01	2.47E-02	NaN	CHRM3,LIPF,PLCG2,PLCL1,PRKCB,RYR1	
ILK Signaling	4.52E-01	2.54E-02	NaN	CREB5,DSP,MYH13,MYH14,MYL2	
NCAM signaling for neurite out-growth	4.48E-01	3.17E-02	NaN	COL6A6,COL9A1	
Triacylglycerol Degradation	4.48E-01	3.17E-02	NaN	FAAH,LIPF	
Insertion of tail-anchored proteins into the endoplasmic reticulum membrane	4.48E-01	4.55E-02	NaN	OTOF	
WNK Renal Signaling Pathway	4.47E-01	2.8E-02	NaN	BIRC3,PRKCB,WNK3	
UFMylation Signaling Pathway	4.39E-01	3.12E-02	NaN	ABCA1,H4C9	
Thrombopoietin Signaling	4.39E-01	3.12E-02	NaN	PLCG2,PRKCB	
Human Embryonic Stem Cell Pluripotency	4.38E-01	2.5E-02	NaN	BMP7,FZD3,NR5A2,NTRK3,PRKCB	
RAF-independent MAPK1/3 activation	4.32E-01	4.35E-02	NaN	DUSP5	
Azathioprine ADME	4.32E-01	4.35E-02	NaN	VAV3	
TCA Cycle II (Eukaryotic)	4.32E-01	4.35E-02	NaN	LIPF	
Corticotropin Releasing Hormone Signaling	4.32E-01	2.58E-02	NaN	CREB5,IVL,PLCG2,PRKCB	
Role of JAK2 in Hormone-like Cytokine Signaling	4.31E-01	3.08E-02	NaN	BIRC3,CYP3A5	
SPINK1 Pancreatic Cancer Pathway	4.31E-01	3.08E-02	NaN	KLKB1,MMP12	
Ephrin Receptor Signaling	4.28E-01	2.48E-02	NaN	CREB5,EPHA7,GRIN2A,GRIN2B,KALRN	
Sphingolipid metabolism	4.28E-01	2.73E-02	NaN	ABCG2,GBA3,ST6GALNAC5	
RHO GTPases Activate NADPH Oxidases	4.18E-01	4.17E-02	NaN	PRKCB	
RAS processing	4.18E-01	4.17E-02	NaN	PRKG2	
Tryptophan Degradation III (Eukaryotic)	4.18E-01	4.17E-02	NaN	KMO	
Putrescine Degradation III	4.18E-01	4.17E-02	NaN	MAOA	
Vitamin-C Transport	4.18E-01	4.17E-02	NaN	AKR1C4	
Inflammasome pathway	4.18E-01	4.17E-02	NaN	NOD2	
p75 NTR receptor-mediated signalling	4.16E-01	2.53E-02	NaN	KALRN,STK31,STK33,VAV3	
Ribavirin ADME	4.15E-01	2.99E-02	NaN	STK31,STK33	
PXR/RXR Activation	4.15E-01	2.99E-02	NaN	CYP3A5,HNF4A	
ERBB4 Signaling	4.15E-01	2.99E-02	NaN	PLCG2,PRKCB	
Fc epsilon receptor (FCERI) signaling	4.1E-01	2.43E-02	NaN	LAT,NFATC2,PLCG2,RASGRP1,VAV3	
Phospholipases	4.07E-01	2.94E-02	NaN	PLCG2,PLCL1	
Insulin processing	4.04E-01	4E-02	NaN	KIF5A	
Metabolism of cofactors	4.04E-01	4E-02	NaN	PRKG2	
Glycogen metabolism	4.04E-01	4E-02	NaN	PHKA1	
Signaling by NTRK2 (TRKB)	4.04E-01	4E-02	NaN	GRIN2B	
Fertilization	3.91E-01	3.85E-02	NaN	IZUMO3	
Metabolism of porphyrins	3.91E-01	3.85E-02	NaN	ABCG2	
Miscellaneous transport and binding events	3.91E-01	3.85E-02	NaN	AZGP1	
Interleukin-20 family signaling	3.91E-01	3.85E-02	NaN	STAT4	
Signaling by Erythropoietin	3.91E-01	3.85E-02	NaN	PLCG2	
The Visual Cycle	3.91E-01	3.85E-02	NaN	DHRS9	
D-myo-inositol (1,4,5)-Trisphosphate Biosynthesis	3.91E-01	3.85E-02	NaN	PLCG2	
Ethanol Degradation IV	3.91E-01	3.85E-02	NaN	TYRP1	
Basal Cell Carcinoma Signaling	3.84E-01	2.82E-02	NaN	BMP7,FZD3	
Chondroitin Sulfate Biosynthesis	3.84E-01	2.82E-02	NaN	SULT1B1,XYLT1	
Effects of PIP2 hydrolysis	3.79E-01	3.7E-02	NaN	RASGRP1	
Integrin signaling	3.79E-01	3.7E-02	NaN	RASGRP1	
Dopamine Receptor Signaling	3.77E-01	2.78E-02	NaN	DDC,MAOA	
Regulation of lipid metabolism by PPARalpha	3.75E-01	2.52E-02	NaN	ABCA1,CYP1A1,PPARG	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	3.75E-01	2.52E-02	NaN	PLCG2,PLCL1,PRKCB	
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	3.73E-01	2.33E-02	NaN	CD96,FCGR1A,SH2D1A,SLAMF7,TREM1	
Growth Hormone Signaling	3.7E-01	2.74E-02	NaN	PLCG2,PRKCB	
Ephrin B Signaling	3.7E-01	2.74E-02	NaN	KALRN,VAV3	
Dermatan Sulfate Biosynthesis	3.7E-01	2.74E-02	NaN	SULT1B1,XYLT1	
MSP-RON Signaling in Macrophages Pathway	3.7E-01	2.5E-02	NaN	CREB5,IL12A,KLKB1	
RHO GTPases activate PKNs	3.67E-01	3.57E-02	NaN	MYH14	
ISG15 antiviral mechanism	3.63E-01	2.7E-02	NaN	KPNA7,USP18	
Autophagy	3.57E-01	2.28E-02	NaN	ATG9B,CREB5,NOD2,RAG1,TGFA	
Nicotine Degradation III	3.56E-01	2.67E-02	NaN	CYP1A1,CYP3A5	
SUMOylation of intracellular receptors	3.56E-01	3.45E-02	NaN	PPARG	
Myogenesis	3.56E-01	3.45E-02	NaN	CDH4	
EGR2 and SOX10-mediated initiation of Schwann cell myelination	3.56E-01	3.45E-02	NaN	MPZ	
Paracetamol ADME	3.56E-01	3.45E-02	NaN	ABCG2	
Aldosterone Signaling in Epithelial Cells	3.55E-01	2.34E-02	NaN	ABCC9,PLCG2,PLCL1,PRKCB	
ERK/MAPK Signaling	3.53E-01	2.27E-02	NaN	CREB5,PLCG2,PPARG,PPP1R3A,PRKCB	
Plasma lipoprotein assembly, remodeling, and clearance	3.5E-01	2.63E-02	NaN	ABCA1,LPA	
Macropinocytosis Signaling	3.5E-01	2.63E-02	NaN	PLCG2,PRKCB	
WNT/β-catenin Signaling	3.47E-01	2.31E-02	NaN	CDH12,FRZB,FZD3,NR5A2	
Colorectal Cancer Metastasis Signaling	3.46E-01	2.21E-02	NaN	DCC,FZD3,MMP1,MMP12,MMP3,TLR8	
Activation of kainate receptors upon glutamate binding	3.45E-01	3.33E-02	NaN	NCALD	
Signaling by NTRK3 (TRKC)	3.45E-01	3.33E-02	NaN	NTRK3	
FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	3.45E-01	3.33E-02	NaN	PLXNA4	
Signaling by CSF3 (G-CSF)	3.45E-01	3.33E-02	NaN	HCK	
Gluconeogenesis I	3.45E-01	3.33E-02	NaN	LIPF	
Pancreatic Adenocarcinoma Signaling	3.44E-01	2.4E-02	NaN	HBEGF,HDAC9,TGFA	
Th1 Pathway	3.44E-01	2.4E-02	NaN	IL12A,NFATC2,STAT4	
Leptin Signaling in Obesity	3.43E-01	2.6E-02	NaN	PLCG2,PLCL1	
TCR signaling	3.39E-01	2.38E-02	NaN	LAT,PLCG2,ZAP70	
Maturity Onset Diabetes of Young (MODY) Signaling	3.37E-01	2.56E-02	NaN	ABCC9,HNF4A	
Sonic Hedgehog Signaling	3.34E-01	3.23E-02	NaN	CCNB3	
G alpha (12/13) signalling events	3.25E-01	2.5E-02	NaN	KALRN,VAV3	
RIPK1-mediated regulated necrosis	3.24E-01	3.12E-02	NaN	BIRC3	
RHO GTPases activate IQGAPs	3.24E-01	3.12E-02	NaN	IQGAP2	
G Beta Gamma Signaling	3.2E-01	2.31E-02	NaN	HBEGF,PLCG2,PRKCB	
Tumor Microenvironment Pathway	3.18E-01	2.22E-02	NaN	MMP1,MMP12,MMP3,TSLP	
Toll Like Receptor 3 (TLR3) Cascade	3.15E-01	3.03E-02	NaN	BIRC3	
TNFR2 Signaling	3.15E-01	3.03E-02	NaN	BIRC3	
Chronic Myeloid Leukemia Signaling	3.14E-01	2.14E-02	NaN	FZD3,HCK,HDAC9,NFATC2,PLCG2,PLCL1	
FLT3 Signaling in Hematopoietic Progenitor Cells	3.13E-01	2.44E-02	NaN	CREB5,STAT4	
14-3-3-mediated Signaling	3.11E-01	2.27E-02	NaN	PLCG2,PLCL1,PRKCB	
FAK Signaling	3.08E-01	2.03E-02	NaN	ADCYAP1R1,ADGRD1,ADGRF5,ADGRG4,ADGRL4,CCR7,CHRM2,CHRM3,CHRM5,FLT1,FZD3,GPR179,GRM4,GRM7,HTR2C,IL1RL1,MAPK4,P2RY14,PLCG2,SPARCL1,TACR1	
Cargo concentration in the ER	3.06E-01	2.94E-02	NaN	TGFA	
4-1BB Signaling in T Lymphocytes	3.06E-01	2.94E-02	NaN	TNFRSF9	
Coagulation System	2.97E-01	2.86E-02	NaN	KLKB1	
Integrin cell surface interactions	2.97E-01	2.35E-02	NaN	COL6A6,COL9A1	
Nicotine Degradation II	2.97E-01	2.35E-02	NaN	CYP1A1,CYP3A5	
Complement cascade	2.94E-01	2.21E-02	NaN	C6,C7,MASP1	
Cyclins and Cell Cycle Regulation	2.91E-01	2.33E-02	NaN	CCNB3,HDAC9	
RAC Signaling	2.9E-01	2.19E-02	NaN	ANK1,CYFIP2,IQGAP2	
Ferroptosis Signaling Pathway	2.9E-01	2.19E-02	NaN	ABCA1,H2BC15,H2BC26	
Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	2.89E-01	2.78E-02	NaN	TGFA	
Ethanol Degradation II	2.89E-01	2.78E-02	NaN	DHRS9	
PDGF Signaling	2.86E-01	2.3E-02	NaN	PLCG2,PRKCB	
Role of PKR in Interferon Induction and Antiviral Response	2.86E-01	2.17E-02	NaN	FCGR1A,MARCO,SCARA5	
Fatty acyl-CoA biosynthesis	2.81E-01	2.7E-02	NaN	OLAH	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	2.75E-01	2.08E-02	NaN	LPA,PLCG2,PPP1R3A,PRKCB	
MyD88-independent TLR4 cascade	2.73E-01	2.63E-02	NaN	BIRC3	
TWEAK Signaling	2.73E-01	2.63E-02	NaN	BIRC3	
BMP signaling pathway	2.71E-01	2.22E-02	NaN	BMP7,GREM1	
Endothelin-1 Signaling	2.68E-01	2.06E-02	NaN	MAPK4,PLCG2,PLCL1,PRKCB	
Regulation of the Epithelial Mesenchymal Transition by Growth Factors Pathway	2.68E-01	2.06E-02	NaN	CDH12,MMP1,TNFSF15,TNFSF8	
Formation of Fibrin Clot (Clotting Cascade)	2.65E-01	2.56E-02	NaN	KLKB1	
MAP kinase activation	2.65E-01	2.56E-02	NaN	NOD2	
FLT3 Signaling	2.65E-01	2.56E-02	NaN	HCK	
Histone Modification Signaling Pathway	2.6E-01	2E-02	NaN	CDYL2,CECR2,H2BC15,H2BC26,H4C9,PRKCB	
Cyclophilin Signaling Pathway	2.58E-01	2.01E-02	NaN	ABCA1,CREB5,GRIN2B,NFATC2,OLR1	
RANK Signaling in Osteoclasts	2.57E-01	2.15E-02	NaN	BIRC3,NFATC2	
Mechanisms of Viral Exit from Host Cells	2.51E-01	2.44E-02	NaN	PRKCB	
Class B/2 (Secretin family receptors)	2.48E-01	2.11E-02	NaN	ADCYAP1R1,FZD3	
April Mediated Signaling	2.45E-01	2.38E-02	NaN	NFATC2	
Non-Small Cell Lung Cancer Signaling	2.44E-01	2.08E-02	NaN	HDAC9,TGFA	
Death Receptor Signaling	2.39E-01	2.06E-02	NaN	BIRC3,TNFSF15	
TGF-β Signaling	2.39E-01	2.06E-02	NaN	BMP7,HNF4A	
B Cell Activating Factor Signaling	2.38E-01	2.33E-02	NaN	NFATC2	
Intrinsic Prothrombin Activation Pathway	2.38E-01	2.33E-02	NaN	KLKB1	
p53 Signaling	2.35E-01	2.04E-02	NaN	HDAC9,SERPINB5	
UVA-Induced MAPK Signaling	2.35E-01	2.04E-02	NaN	PLCG2,PLCL1	
Elastic fibre formation	2.32E-01	2.27E-02	NaN	BMP7	
Protein folding	2.31E-01	2.02E-02	NaN	CCT6B,RGS6	
Bile acid and bile salt metabolism	2.26E-01	2.22E-02	NaN	AKR1C4	
Signaling by Retinoic Acid	2.2E-01	2.17E-02	NaN	DHRS9	
Role of OCT4 in Mammalian Embryonic Stem Cell Pluripotency	2.2E-01	2.17E-02	NaN	NR5A2	
Role of IL-17F in Allergic Inflammatory Airway Diseases	2.2E-01	2.17E-02	NaN	CREB5	
DNA damage-induced 14-3-3σ Signaling	2.2E-01	2.17E-02	NaN	CCNB3	
IL-23 Signaling Pathway	2.2E-01	2.17E-02	NaN	STAT4	
Interleukin-2 family signaling	2.14E-01	2.13E-02	NaN	STAT4	
G alpha (z) signalling events	2.09E-01	2.08E-02	NaN	PRKCB	
Inositol phosphate metabolism	2.09E-01	2.08E-02	NaN	PLCG2	
PFKFB4 Signaling Pathway	2.03E-01	2.04E-02	NaN	CREB5	
Signaling by ERBB2	1.98E-01	2E-02	NaN	HBEGF	
nNOS Signaling in Skeletal Muscle Cells	1.98E-01	2E-02	NaN	RYR1	
Oxytocin in Brain Signaling Pathway	-0E00	9.95E-03	NaN	CREB5,PRKCB	
Pyroptosis Signaling Pathway	-0E00	9.8E-03	NaN	TLR8	
ID1 Signaling Pathway	-0E00	9.9E-03	NaN	CHRM5,HCK	
MicroRNA Biogenesis Signaling Pathway	-0E00	5.35E-03	NaN	TGFA	
Ribonucleotide Reductase Signaling Pathway	-0E00	5.75E-03	NaN	CREB5	
Glucocorticoid Receptor Signaling	-0E00	1.5E-02	NaN	CCL3,FCGR1A,IL1RL1,KRT23,KRT34,MMP1,MMP3,NFATC2,PPARG	
Huntington's Disease Signaling	-0E00	1.39E-02	NaN	CREB5,GRIN2B,HDAC9,PRKCB	
Chaperone Mediated Autophagy Signaling Pathway	-0E00	6.28E-03	NaN	MMP1,MMP12,MMP3,NFATC2	
ABRA Signaling Pathway	-0E00	1.14E-02	NaN	NPPB	
DHCR24 Signaling Pathway	-0E00	1.4E-02	NaN	HPX,PRKCB	
ISGylation Signaling Pathway	-0E00	1.83E-02	NaN	TLR8,USP18	
NFKBIE Signaling Pathway	-0E00	4.45E-03	NaN	TNFSF15,TNFSF8	
NRF2-mediated Oxidative Stress Response	-0E00	1.11E-02	NaN	CYP1A1,CYP3A5,PRKCB	
Aryl Hydrocarbon Receptor Signaling	-0E00	1.09E-02	NaN	CYP1A1,CYP3A5	
Phase II - Conjugation of compounds	-0E00	1.83E-02	NaN	ACSM5,SULT1B1	
Glycosaminoglycan metabolism	-0E00	7.81E-03	NaN	XYLT1	
Macroautophagy	-0E00	1.49E-02	NaN	ATG9B	
Integration of energy metabolism	-0E00	9.26E-03	NaN	CHRM3	
Signaling by NTRK1 (TRKA)	-0E00	1.23E-02	NaN	ADCYAP1R1	
Metabolism of water-soluble vitamins and cofactors	-0E00	1.22E-02	NaN	LRP2	
Signaling by NOTCH1	-0E00	1.3E-02	NaN	HDAC9	
Generic Transcription Pathway	-0E00	1.17E-02	NaN	HDAC9,HNF4A,NR5A2,PPARG,ZNF716	
RNA Polymerase II Transcription	-0E00	6.67E-03	NaN	LUZP4	
COPII-mediated vesicle transport	-0E00	1.37E-02	NaN	TGFA	
Asparagine N-linked glycosylation	-0E00	8E-03	NaN	MGAT4C	
MHC class II antigen presentation	-0E00	1.56E-02	NaN	CTSS,KIF5A	
Cellular response to heat stress	-0E00	1.98E-02	NaN	CAMK2A,CAMK2B	
Signaling by ROBO receptors	-0E00	4.07E-03	NaN	DCC	
Transcriptional regulation of white adipocyte differentiation	-0E00	1.19E-02	NaN	PPARG	
Costimulation by the CD28 family	-0E00	1.53E-02	NaN	STK31,STK33	
Interleukin-3, Interleukin-5 and GM-CSF signaling	-0E00	1.79E-02	NaN	HCK	
Cilium Assembly	-0E00	9.8E-03	NaN	CCT6B,CNGB1	
Hedgehog 'on' state	-0E00	1.39E-02	NaN	STK31,STK33	
TNFR2 non-canonical NF-kB pathway	-0E00	1.47E-02	NaN	BIRC3	
PTEN Regulation	-0E00	6.67E-03	NaN	PPARG	
COPI-mediated anterograde transport	-0E00	9.8E-03	NaN	ANK1	
Intra-Golgi and retrograde Golgi-to-ER traffic	-0E00	4.9E-03	NaN	KIF5A	
Cell Cycle Checkpoints	-0E00	1.84E-02	NaN	H2BC12L,H2BC15,H2BC21,H2BC26,H2BC5	
Processing of Capped Intron-Containing Pre-mRNA	-0E00	3.47E-03	NaN	LUZP4	
TNF signaling	-0E00	1.75E-02	NaN	BIRC3	
Response to elevated platelet cytosolic Ca2+	-0E00	1.52E-02	NaN	PRKCB,SCG3	
Signaling by PTK6	-0E00	1.82E-02	NaN	HBEGF	
RAB geranylgeranylation	-0E00	1.54E-02	NaN	RAB44	
Neddylation	-0E00	8.13E-03	NaN	ASB15,ASB2	
Signaling by NOTCH4	-0E00	1.42E-02	NaN	STK31,STK33	
NR1H2 and NR1H3-mediated signaling	-0E00	1.96E-02	NaN	ABCA1	
Peroxisomal protein import	-0E00	1.56E-02	NaN	EPHX2	
GPER1 signaling	-0E00	1.94E-02	NaN	STK31,STK33	
Expression and translocation of olfactory receptors	-0E00	9.85E-03	NaN	OR2C3,OR51B5,OR6C6,OR8D1	
KEAP1-NFE2L2 pathway	-0E00	1.32E-02	NaN	STK31,STK33	
Class I MHC mediated antigen processing and presentation	-0E00	1.05E-02	NaN	ASB15,ASB2,CTSS,FCGR1A	
Kinesins	-0E00	1.61E-02	NaN	KIF5A	
Mitochondrial Dysfunction	-0E00	1.45E-02	NaN	CAMK2A,CAMK2B,CREB5,MAOA,PPARG	
Protein Sorting Signaling Pathway	-0E00	1.1E-02	NaN	GBA3,HCK	
Folate Signaling Pathway	-0E00	1.75E-02	NaN	FOLR3	
Mitochondrial Division Signaling Pathway	-0E00	1.81E-02	NaN	CAMK2A,CAMK2B,CCNB3	
Transcriptional and post-translational regulation of MITF-M expression and activity	-0E00	1.96E-02	NaN	TFEC	
MITF-M-dependent gene expression	-0E00	1.05E-02	NaN	TYRP1	
Hepatitis B Chronic Liver Pathogenesis Signaling Pathway	-0E00	1.06E-02	NaN	CREB5,PRKCB	
TRIM21 Intracellular Antibody Signaling Pathway	-0E00	3.53E-03	NaN	ATG9B,IL12A	
ID3 Signaling Pathway	-0E00	2.07E-03	NaN	BMP7,IL1RL1	
TR/RXR Activation	-0E00	1.53E-02	NaN	DIO2,PPARG	
Regulation of Actin-based Motility by Rho	-0E00	9.01E-03	NaN	MYL2	
α-Adrenergic Signaling	-0E00	1.8E-02	NaN	PLCG2,PRKCB	
Clathrin-mediated Endocytosis Signaling	-0E00	4.78E-03	NaN	LPA	
IL-8 Signaling	-0E00	1.92E-02	NaN	FLT1,HBEGF,MYL2,PRKCB	
Role of NFAT in Regulation of the Immune Response	-0E00	5.73E-03	NaN	FCGR1A,KPNA7,LAT,NFATC2,PLCG2,ZAP70	
FcγRIIB Signaling in B Lymphocytes	-0E00	1.88E-03	NaN	PLCG2	
LPS-stimulated MAPK Signaling	-0E00	1.18E-02	NaN	PRKCB	
NF-κB Activation by Viruses	-0E00	1.28E-02	NaN	PRKCB	
CCR5 Signaling in Macrophages	-0E00	5.99E-03	NaN	CCL3,PLCG2,PRKCB	
Calcium-induced T Lymphocyte Apoptosis	-0E00	6.45E-03	NaN	NFATC2,PRKCB,ZAP70	
IL-3 Signaling	-0E00	1.23E-02	NaN	PRKCB	
fMLP Signaling in Neutrophils	-0E00	1.5E-02	NaN	NFATC2,PRKCB	
CXCR4 Signaling	-0E00	1.19E-02	NaN	MYL2,PRKCB	
CTLA4 Signaling in Cytotoxic T Lymphocytes	-0E00	9.84E-03	NaN	HCK,LAT,NFATC2,PLCG2,VAV3,ZAP70	
Induction of Apoptosis by HIV1	-0E00	1.52E-02	NaN	BIRC3	
T Helper Cell Differentiation	-0E00	4.22E-03	NaN	IL12A,STAT4	
CCR3 Signaling in Eosinophils	-0E00	1.47E-02	NaN	CCL26,PRKCB	
CD28 Signaling in T Helper Cells	-0E00	5.75E-03	NaN	LAT,NFATC2,ZAP70	
Virus Entry via Endocytic Pathways	-0E00	1.67E-02	NaN	PLCG2,PRKCB	
Dendritic Cell Maturation	-0E00	1.65E-02	NaN	CCR7,CREB5,FCGR1A,IL12A,IL36B,IL36G,IL36RN,PLCG2,PLCL1,STAT4	
Renin-Angiotensin Signaling	-0E00	1.64E-02	NaN	PLCG2,PRKCB	
Semaphorin Signaling in Neurons	-0E00	1.69E-02	NaN	DPYSL5	
Cardiac Hypertrophy Signaling	-0E00	1.15E-02	NaN	MYL2,PLCG2,PLCL1	
CDK5 Signaling	-0E00	1.89E-02	NaN	LAMB3,MAPK4	
ICOS-ICOSL Signaling in T Helper Cells	-0E00	9.77E-03	NaN	CAMK2A,CAMK2B,LAT,NFATC2,ZAP70	
Mitotic Roles of Polo-Like Kinase	-0E00	1.49E-02	NaN	CCNB3	
HGF Signaling	-0E00	1.53E-02	NaN	PLCG2,PRKCB	
Polyamine Regulation in Colon Cancer	-0E00	1.69E-02	NaN	PPARG	
DNA Methylation and Transcriptional Repression Signaling	-0E00	1.02E-02	NaN	HNF4A	
Androgen Signaling	-0E00	5.71E-03	NaN	PRKCB	
Germ Cell-Sertoli Cell Junction Signaling	-0E00	1.17E-02	NaN	LAMC3,MYO7A	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	-0E00	1.63E-02	NaN	BMP7,FZD3	
Prostate Cancer Signaling	-0E00	1.72E-02	NaN	CREB5,HDAC9	
Renal Cell Carcinoma Signaling	-0E00	1.28E-02	NaN	TGFA	
Type I Diabetes Mellitus Signaling	-0E00	1.95E-03	NaN	IL12A	
Small Cell Lung Cancer Signaling	-0E00	1.02E-02	NaN	HDAC9	
Thyroid Cancer Signaling	-0E00	1.28E-02	NaN	NTRK3	
Graft-versus-Host Disease Signaling	-0E00	6.68E-03	NaN	IL36B,IL36G,IL36RN	
Type II Diabetes Mellitus Signaling	-0E00	1.32E-02	NaN	PPARG,PRKCB	
p70S6K Signaling	-0E00	5.16E-03	NaN	PLCG2,PLCL1,PRKCB	
ERK5 Signaling	-0E00	1.35E-02	NaN	CREB5	
mTOR Signaling	-0E00	4.67E-03	NaN	PRKCB	
G Protein Signaling Mediated by Tubby	-0E00	6.4E-03	NaN	LAT,PLCG2,VAV3	
Communication between Innate and Adaptive Immune Cells	-0E00	7.44E-03	NaN	CCL3,CCR7,IL12A,IL36B,IL36G,IL36RN,TLR8	
Sphingosine-1-phosphate Signaling	-0E00	1.68E-02	NaN	PLCG2,PLCL1	
Systemic Lupus Erythematosus Signaling	-0E00	8.43E-03	NaN	C6,C7,FCGR1A,IL36B,IL36G,IL36RN,LAT,NFATC2,PLCG2	
CDC42 Signaling	-0E00	3.46E-03	NaN	IQGAP2,MYL2	
AMPK Signaling	-0E00	1.23E-02	NaN	CHRM5,CREB5,HNF4A	
PAK Signaling	-0E00	8.47E-03	NaN	MYL2	
Hereditary Breast Cancer Signaling	-0E00	7.25E-03	NaN	TGFA	
RHOA Signaling	-0E00	1.63E-02	NaN	ARHGAP9,MYL2	
Phospholipase C Signaling	-0E00	7.12E-03	NaN	CREB5,HDAC9,LAT,MYL2,NFATC2,PLCG2,PRKCB,ZAP70	
Ovarian Cancer Signaling	-0E00	1.26E-02	NaN	FZD3,HDAC9	
HER-2 Signaling in Breast Cancer	-0E00	1.76E-02	NaN	HBEGF,HCK,PRKCB,TGFA	
Altered T Cell and B Cell Signaling in Rheumatoid Arthritis	-0E00	5.3E-03	NaN	IL12A,IL36B,IL36G,IL36RN,TLR8	
Estrogen-Dependent Breast Cancer Signaling	-0E00	1.2E-02	NaN	CREB5	
B Cell Development	-0E00	2.04E-03	NaN	RAG1	
Glioblastoma Multiforme Signaling	-0E00	1.75E-02	NaN	FZD3,PLCG2,PLCL1	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	-0E00	1.07E-02	NaN	LAT,NFATC2,PLCG2,VAV3,ZAP70	
Role of WNT/GSK-3β Signaling in the Pathogenesis of Influenza	-0E00	1.28E-02	NaN	FZD3	
NUR77 Signaling in T Lymphocytes	-0E00	3.85E-03	NaN	HDAC9,PRKCB	
PKCθ Signaling in T Lymphocytes	-0E00	1.25E-02	NaN	CAMK2A,CAMK2B,LAT,NFATC2,PLCG2,VAV3,ZAP70	
TNFR1 Signaling	-0E00	1.92E-02	NaN	BIRC3	
PI3K Signaling in B Lymphocytes	-0E00	1.52E-02	NaN	CAMK2A,CAMK2B,DAPP1,NFATC2,PIK3AP1,PLCG2,PLCL1,PRKCB,VAV3	
Role of IL-17A in Arthritis	-0E00	1.72E-02	NaN	MMP1	
Role of JAK family kinases in IL-6-type Cytokine Signaling	-0E00	1.23E-02	NaN	MMP1	
Role of JAK1 and JAK3 in γc Cytokine Signaling	-0E00	1.45E-02	NaN	TSLP	
NGF Signaling	-0E00	1.65E-02	NaN	CREB5,PLCG2	
Signaling by Rho Family GTPases	-0E00	1.5E-02	NaN	CDH10,CDH12,CDH4,MYL2	
Telomerase Signaling	-0E00	9.26E-03	NaN	HDAC9	
Mouse Embryonic Stem Cell Pluripotency	-0E00	9.71E-03	NaN	FZD3	
Hematopoiesis from Pluripotent Stem Cells	-0E00	2.23E-03	NaN	IL12A	
Transcriptional Regulatory Network in Embryonic Stem Cells	-0E00	1.83E-02	NaN	CALB1,FZD3,HNF4A	
GDNF Family Ligand-Receptor Interactions	-0E00	1.32E-02	NaN	PLCG2	
Heparan Sulfate Biosynthesis	-0E00	1.98E-02	NaN	SULT1B1,XYLT1	
Heparan Sulfate Biosynthesis (Late Stages)	-0E00	1.06E-02	NaN	SULT1B1	
Dermatan Sulfate Biosynthesis (Late Stages)	-0E00	1.67E-02	NaN	SULT1B1	
Chondroitin Sulfate Biosynthesis (Late Stages)	-0E00	1.59E-02	NaN	SULT1B1	
Antioxidant Action of Vitamin C	-0E00	1.71E-02	NaN	PLCG2,PLCL1	
PEDF Signaling	-0E00	1.19E-02	NaN	PPARG	
Regulation of Cellular Mechanics by Calpain Protease	-0E00	1.12E-02	NaN	CNGB1	
Regulation of the Epithelial-Mesenchymal Transition Pathway	-0E00	1.03E-02	NaN	CDH12,FZD3	
TEC Kinase Signaling	-0E00	8.65E-03	NaN	HCK,PLCG2,PRKCB,STAT4,VAV3	
UVB-Induced MAPK Signaling	-0E00	1.85E-02	NaN	PRKCB	
UVC-Induced MAPK Signaling	-0E00	1.96E-02	NaN	PRKCB	
HIPPO signaling	-0E00	1.3E-02	NaN	CRB1	
PCP (Planar Cell Polarity) Pathway	-0E00	1.67E-02	NaN	FZD3	
Unfolded protein response	-0E00	1.09E-02	NaN	PPARG	
Estrogen Receptor Signaling	-0E00	1.95E-02	NaN	CREB5,MMP1,MMP12,MMP3,MYL2,PLCG2,PLCL1,PRKCB	
Cell Cycle: G1/S Checkpoint Regulation	-0E00	1.45E-02	NaN	HDAC9	
PI3K/AKT Signaling	-0E00	5E-03	NaN	IL1RL1	
PTEN Signaling	-0E00	1.32E-02	NaN	FLT1,NTRK3	
Protein Ubiquitination Pathway	-0E00	7.17E-03	NaN	BIRC3,USP18	
FGF Signaling	-0E00	1.16E-02	NaN	CREB5	
JAK/STAT Signaling	-0E00	1.2E-02	NaN	STAT4	
