© 2000-2025 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Pentose phosphate pathway	5.26E-01	6.67E-02	NaN	G6PD	
Urate Biosynthesis/Inosine 5'-phosphate Degradation	5.26E-01	6.67E-02	NaN	NT5M	
Endothelin-1 Signaling	5.26E-01	3.09E-02	NaN	ADCY3,EDN1,FOS,GUCY1B1,PIK3CD,PTGER2	
Relaxin Signaling	5.25E-01	3.21E-02	NaN	ADCY3,FOS,GDPD3,GUCY1B1,PIK3CD	
Interleukin-2 family signaling	5.24E-01	4.26E-02	NaN	INPP5J,PIK3CD	
Estrogen-Dependent Breast Cancer Signaling	5.16E-01	3.61E-02	NaN	FOS,PIK3CD,TERT	
Fc Epsilon RI Signaling	5.15E-01	3.33E-02	NaN	GRAP2,INPP5J,PIK3CD,RAC3	
Virus Entry via Endocytic Pathways	5.15E-01	3.33E-02	NaN	ITGB4,PIK3CD,RAC3,ZBTB12	
PEDF Signaling	5.07E-01	3.57E-02	NaN	BCL2,GDNF,PIK3CD	
SUMOylation of DNA methylation proteins	5.03E-01	6.25E-02	NaN	CBX2	
Processing of SMDT1	5.03E-01	6.25E-02	NaN	MCUB	
FOXO-mediated transcription of cell death genes	5.03E-01	6.25E-02	NaN	BCL2L11	
Mevalonate Pathway I	5.03E-01	6.25E-02	NaN	ACAT2	
Acetylcholine Receptor Signaling Pathway	5.03E-01	3.03E-02	NaN	ADCY3,BCL2,CHRFAM7A,CHRNA5,GUCY1B1,PIK3CD	
Protein Kinase A Signaling	4.98E-01	2.78E-02	NaN	ADCY3,CDC25A,CDC25B,CDC25C,CDKN3,GDPD3,GUCY1B1,LEF1,MYLK2,RYR3,UBASH3B	
Osteoarthritis Pathway	4.97E-01	2.94E-02	NaN	FZD8,GLI2,HES1,HMGB1,ITGB4,LEF1,PTHLH	
RHOA Signaling	4.93E-01	3.25E-02	NaN	ANLN,CIT,MYLK2,SEPTIN4	
3-phosphoinositide Degradation	4.91E-01	3E-02	NaN	CDC25A,CDC25B,CDC25C,INPP5J,NUDT11,SOCS3	
Melanoma Signaling	4.88E-01	4E-02	NaN	E2F1,PIK3CD	
MYC Mediated Apoptosis Signaling	4.88E-01	4E-02	NaN	BCL2,BCL2L11	
L1CAM interactions	4.86E-01	3.23E-02	NaN	KIF4A,RPS6KA5,SPTBN4,TUBA3C	
Prolactin receptor signaling	4.82E-01	5.88E-02	NaN	SKP2	
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	4.82E-01	5.88E-02	NaN	IRS1	
Germ layer formation at gastrulation	4.82E-01	5.88E-02	NaN	LEF1	
Specification of the neural plate border	4.82E-01	5.88E-02	NaN	MYB	
Glutaryl-CoA Degradation	4.82E-01	5.88E-02	NaN	ACAT2	
1D-myo-inositol Hexakisphosphate Biosynthesis II (Mammalian)	4.82E-01	5.88E-02	NaN	INPP5J	
D-myo-inositol (1,3,4)-trisphosphate Biosynthesis	4.82E-01	5.88E-02	NaN	INPP5J	
Adenosine Nucleotides Degradation II	4.82E-01	5.88E-02	NaN	NT5M	
Superpathway of Inositol Phosphate Compounds	4.82E-01	2.9E-02	NaN	CDC25A,CDC25B,CDC25C,INPP5J,NUDT11,PIK3CD,SOCS3	
cAMP-mediated signaling	4.82E-01	2.9E-02	NaN	ADCY3,CAMK4,GDPD3,GUCY1B1,HTR1D,PTGER2,RGS7	
PDGF Signaling	4.81E-01	3.45E-02	NaN	FOS,INPP5J,PIK3CD	
Adrenomedullin signaling pathway	4.8E-01	2.97E-02	NaN	ADCY3,BCL2,FOS,GUCY1B1,MYLK2,PIK3CD	
Gap junction trafficking and regulation	4.77E-01	3.92E-02	NaN	GJC1,TUBA3C	
NR1H2 and NR1H3-mediated signaling	4.77E-01	3.92E-02	NaN	MYLIP,SCD	
Transcriptional and post-translational regulation of MITF-M expression and activity	4.77E-01	3.92E-02	NaN	EDN1,LEF1	
Actin Cytoskeleton Signaling	4.77E-01	2.89E-02	NaN	DIAPH3,IQGAP3,ITGB4,MYLK2,PAK3,PIK3CD,RAC3	
TNFR1 Signaling	4.66E-01	3.85E-02	NaN	FOS,PAK3	
Gαs Signaling	4.65E-01	3.15E-02	NaN	ADCY3,GUCY1B1,PTGER2,RYR3	
Tuberculosis Active Signaling Pathway	4.62E-01	2.86E-02	NaN	BCL2,CGAS,CORO1A,EZH2,FOS,mir-25 (includes others),PIK3CD	
Isoleucine Degradation I	4.62E-01	5.56E-02	NaN	ACAT2	
Glycosaminoglycan metabolism	4.59E-01	3.12E-02	NaN	B3GNT7,CSPG5,HMMR,SDC1	
Opioid Signalling	4.57E-01	3.33E-02	NaN	ADCY3,CAMK4,KPNA2	
Insulin Receptor Signaling	4.52E-01	3.1E-02	NaN	INPP5J,IRS1,PIK3CD,SOCS3	
Cachexia Signaling Pathway	4.51E-01	2.72E-02	NaN	ADCY3,BCL2,GUCY1B1,HMGB1,IL17B,IRS1,PHGDH,PIK3CD,PTHLH,SOCS3	
Ceramide Signaling	4.49E-01	3.3E-02	NaN	BCL2,FOS,PIK3CD	
Actin Nucleation by ARP-WASP Complex	4.49E-01	3.3E-02	NaN	DIRAS3,ITGB4,RAC3	
Gαq Signaling	4.46E-01	2.96E-02	NaN	DIRAS3,PIK3CD,RAC3,RGS16,RGS7	
Wound Healing Signaling Pathway	4.44E-01	2.81E-02	NaN	COL4A1,COL4A2,COL6A3,COL7A1,FOS,IL17B,ITGB4	
Signaling by Activin	4.43E-01	5.26E-02	NaN	FST	
Glyoxylate metabolism and glycine degradation	4.43E-01	5.26E-02	NaN	PXMP2	
γ-linolenate Biosynthesis II (Animals)	4.43E-01	5.26E-02	NaN	FADS2	
Cell junction organization	4.41E-01	3.26E-02	NaN	CLDN5,ITGB4,NECTIN1	
MAPK6/MAPK4 signaling	4.41E-01	3.26E-02	NaN	CDK1,ETV4,PAK3	
Acute Myeloid Leukemia Signaling	4.41E-01	3.26E-02	NaN	CSF1R,LEF1,PIK3CD	
Unfolded protein response	4.41E-01	3.26E-02	NaN	BCL2,DNAJC9,INSIG1	
Integrin Signaling	4.39E-01	2.86E-02	NaN	DIRAS3,ITGB4,MYLK2,PAK3,PIK3CD,RAC3	
Germ Cell-Sertoli Cell Junction Signaling	4.35E-01	2.92E-02	NaN	DIRAS3,PAK3,PIK3CD,RAC3,TUBA3C	
Somitogenesis	4.35E-01	3.64E-02	NaN	LEF1,LFNG	
Docosahexaenoic Acid (DHA) Signaling	4.35E-01	2.79E-02	NaN	ADCY3,BCL2,FABP5,GUCY1B1,PIK3CD,SPTBN4,STXBP6	
Factors involved in megakaryocyte development and platelet production	4.34E-01	3.23E-02	NaN	CDK2,DOCK2,MYB	
RANK Signaling in Osteoclasts	4.34E-01	3.23E-02	NaN	FOS,PIK3CD,TNFRSF11A	
14-3-3-mediated Signaling	4.33E-01	3.03E-02	NaN	FOS,PIK3CD,TP73,TUBA3C	
Apelin Adipocyte Signaling Pathway	4.27E-01	3.19E-02	NaN	ADCY3,GUCY1B1,RAC3	
Interleukin-3, Interleukin-5 and GM-CSF signaling	4.25E-01	3.57E-02	NaN	INPP5J,PIK3CD	
CNTF Signaling	4.25E-01	3.57E-02	NaN	PIK3CD,RPS6KA5	
EGF Signaling	4.25E-01	3.57E-02	NaN	FOS,PIK3CD	
Signaling by Hippo	4.25E-01	5E-02	NaN	WWC1	
Interleukin-12 family signaling	4.25E-01	5E-02	NaN	IL27RA	
Class I peroxisomal membrane protein import	4.25E-01	5E-02	NaN	PXMP2	
Purine Nucleotides Degradation II (Aerobic)	4.25E-01	5E-02	NaN	NT5M	
Superpathway of Geranylgeranyldiphosphate Biosynthesis I (via Mevalonate)	4.25E-01	5E-02	NaN	ACAT2	
IL-27 Signaling Pathway	4.21E-01	2.99E-02	NaN	IL27RA,PIK3CD,SOCS3,ZBTB12	
P2Y Purinergic Receptor Signaling Pathway	4.21E-01	2.99E-02	NaN	ADCY3,FOS,GUCY1B1,PIK3CD	
Immunogenic Cell Death Signaling Pathway	4.19E-01	3.16E-02	NaN	BCL2,CGAS,HMGB1	
3-phosphoinositide Biosynthesis	4.15E-01	2.79E-02	NaN	CDC25A,CDC25B,CDC25C,NUDT11,PIK3CD,SOCS3	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	4.15E-01	2.67E-02	NaN	CXCL12,FOS,FZD8,LEF1,PIK3CD,SOCS3,WNT3,WNT5B,WNT7B	
RHO GTPases activate PAKs	4.09E-01	4.76E-02	NaN	PAK3	
Triacylglycerol Biosynthesis	4.06E-01	3.45E-02	NaN	GPAT3,MBOAT1	
G alpha (i) signalling events	4.04E-01	2.71E-02	NaN	ADCY3,CXCL12,GPSM2,HTR1D,RGS16,RGS20,RGS7	
Class I MHC mediated antigen processing and presentation	4.04E-01	2.62E-02	NaN	CCNF,CDC20,CTSV,HMGB1,LRR1,MYLIP,SKP2,SOCS3,UBE2C,UBE2S	
Calcium Signaling	4.01E-01	2.75E-02	NaN	CAMK4,CHRFAM7A,CHRNA5,RYR3,SLC8A1,TPM1	
Pathogen Induced Cytokine Storm Signaling Pathway	4.01E-01	2.62E-02	NaN	CGAS,COL4A1,COL4A2,COL6A3,COL7A1,CXCL12,FOS,IL17B,RYR3,SOCS3	
Hematoma Resolution Signaling Pathway	4E-01	2.7E-02	NaN	AXL,FOS,HMGB1,IL17B,NDUFA4L2,SOCS3,TUBA3C	
Interferon gamma signaling	3.98E-01	3.06E-02	NaN	OAS3,SOCS3,TRIM6	
IL-1 Signaling	3.98E-01	3.06E-02	NaN	ADCY3,FOS,GUCY1B1	
UVA-Induced MAPK Signaling	3.98E-01	3.06E-02	NaN	FOS,PIK3CD,RPS6KA5	
Role of PKR in Interferon Induction and Antiviral Response	3.97E-01	2.9E-02	NaN	E2F1,FOS,HMGB1,SCARA3	
Autophagy	3.97E-01	2.74E-02	NaN	BCL2,E2F1,FOS,IRS1,PIK3CD,SLC7A5	
Regulation of TLR by endogenous ligand	3.93E-01	4.55E-02	NaN	HMGB1	
Formation of paraxial mesoderm	3.93E-01	4.55E-02	NaN	LEF1	
Protein folding	3.91E-01	3.03E-02	NaN	CCNE2,RGS7,TUBA3C	
Endometrial Cancer Signaling	3.89E-01	3.33E-02	NaN	LEF1,PIK3CD	
RAF-independent MAPK1/3 activation	3.79E-01	4.35E-02	NaN	CDK1	
Nucleotide salvage	3.79E-01	4.35E-02	NaN	TK1	
Azathioprine ADME	3.79E-01	4.35E-02	NaN	SLC29A1	
NAD Salvage Pathway II	3.79E-01	4.35E-02	NaN	NT5M	
Apelin Cardiac Fibroblast Signaling Pathway	3.79E-01	4.35E-02	NaN	CCN2	
Neuropathic Pain Signaling in Dorsal Horn Neurons	3.78E-01	2.97E-02	NaN	CAMK4,FOS,PIK3CD	
Mouse Embryonic Stem Cell Pluripotency	3.66E-01	2.91E-02	NaN	FZD8,LEF1,PIK3CD	
Interleukin-6 family signaling	3.65E-01	4.17E-02	NaN	SOCS3	
IL-22 Signaling	3.65E-01	4.17E-02	NaN	SOCS3	
Tryptophan Degradation III (Eukaryotic)	3.65E-01	4.17E-02	NaN	ACAT2	
IL-2 Signaling	3.64E-01	3.17E-02	NaN	FOS,PIK3CD	
Cytosolic sensors of pathogen-associated DNA	3.56E-01	3.12E-02	NaN	CGAS,DTX4	
Thrombopoietin Signaling	3.56E-01	3.12E-02	NaN	FOS,PIK3CD	
Metabolism of cofactors	3.52E-01	4E-02	NaN	DHFR	
Gαi Signaling	3.49E-01	2.72E-02	NaN	ADCY3,GUCY1B1,HTR1D,RGS7	
Paxillin Signaling	3.48E-01	2.83E-02	NaN	ITGB4,PAK3,PIK3CD	
Apoptosis Signaling	3.48E-01	2.83E-02	NaN	BCL2,BCL2L11,CDK1	
D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis	3.47E-01	2.65E-02	NaN	CDC25A,CDC25B,CDC25C,NUDT11,SOCS3	
D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis	3.47E-01	2.65E-02	NaN	CDC25A,CDC25B,CDC25C,NUDT11,SOCS3	
Induction of Apoptosis by HIV1	3.41E-01	3.03E-02	NaN	BCL2,SLC25A10	
WNT/Ca+ pathway	3.41E-01	3.03E-02	NaN	FZD8,WNT5B	
Interleukin-20 family signaling	3.39E-01	3.85E-02	NaN	SOCS3	
Signaling by Erythropoietin	3.39E-01	3.85E-02	NaN	PIK3CD	
IL-17A Signaling in Gastric Cells	3.39E-01	3.85E-02	NaN	FOS	
PTEN Regulation	3.35E-01	2.67E-02	NaN	CBX2,EGR1,EZH2,mir-25 (includes others)	
CD40 Signaling	3.33E-01	2.99E-02	NaN	FOS,PIK3CD	
ERBB4 Signaling	3.33E-01	2.99E-02	NaN	NRG1,PIK3CD	
CREB Signaling in Neurons	3.32E-01	2.44E-02	NaN	ADCY3,ADGRA2,CAMK4,CELSR2,FZD8,GPR19,GPR3,GPR85,GUCY1B1,HTR1D,OXTR,PIK3CD,POLR2J2/POLR2J3,PTGER2,TNFRSF11A	
GNRH Signaling	3.3E-01	2.59E-02	NaN	ADCY3,EGR1,FOS,GUCY1B1,PAK3	
Pyroptosis	3.27E-01	3.7E-02	NaN	HMGB1	
Cardiogenesis	3.27E-01	3.7E-02	NaN	LEF1	
TNFR2 non-canonical NF-kB pathway	3.26E-01	2.94E-02	NaN	TNFRSF11A,TNFRSF13C	
IL-33 Signaling Pathway	3.22E-01	2.56E-02	NaN	FOS,H2AX,H2AZ1,H2AZ2,PIK3CD	
Sulfur amino acid metabolism	3.16E-01	3.57E-02	NaN	SLC25A10	
GM-CSF Signaling	3.13E-01	2.86E-02	NaN	CISH,PIK3CD	
IL-10 Signaling	3.12E-01	2.58E-02	NaN	BCL2,CDKN2D,FOS,SOCS3	
Paracetamol ADME	3.05E-01	3.45E-02	NaN	SULT1E1	
PI3K/AKT Signaling	3.02E-01	2.5E-02	NaN	BCL2,IL27RA,INPP5J,ITGB4,PIK3CD	
Regulation of RUNX2 expression and activity	2.99E-01	2.78E-02	NaN	DLX6,SKP2	
Dopamine Receptor Signaling	2.99E-01	2.78E-02	NaN	ADCY3,GUCY1B1	
AMPK Signaling	2.98E-01	2.46E-02	NaN	CCNA2,CHRFAM7A,CHRNA5,DPF1,IRS1,PIK3CD	
Signaling by NTRK3 (TRKC)	2.95E-01	3.33E-02	NaN	IRS1	
Signaling by CSF3 (G-CSF)	2.95E-01	3.33E-02	NaN	SOCS3	
Ephrin Receptor Signaling	2.95E-01	2.48E-02	NaN	CXCL12,EPHB6,ITGB4,PAK3,RAC3	
Microautophagy Signaling Pathway	2.94E-01	2.52E-02	NaN	COL4A1,COL4A2,COL6A3,COL7A1	
Irritable Bowel Syndrome Signaling Pathway	2.92E-01	2.42E-02	NaN	DIRAS3,IL17B,PIK3CD,RAC3,WNT3,WNT5B,WNT7B	
Signaling by ROBO receptors	2.92E-01	2.44E-02	NaN	CXCL12,LHX9,PAK3,RPL39L,SLIT1,SLIT2	
Amyotrophic Lateral Sclerosis Signaling	2.89E-01	2.56E-02	NaN	BCL2,GDNF,PIK3CD	
Cholecystokinin/Gastrin-mediated Signaling	2.89E-01	2.56E-02	NaN	DIRAS3,FOS,RAC3	
Sertoli Cell-Sertoli Cell Junction Signaling	2.88E-01	2.43E-02	NaN	CLDN5,EPB41,NECTIN1,PAK3,PIK3CD,TUBA3C	
D-myo-inositol-5-phosphate Metabolism	2.87E-01	2.45E-02	NaN	CDC25A,CDC25B,CDC25C,NUDT11,SOCS3	
HEY1 Signaling Pathway	2.86E-01	2.48E-02	NaN	E2F1,E2F2,E2F8,PIK3CD	
Nicotinate metabolism	2.85E-01	3.23E-02	NaN	NAPRT	
PAK Signaling	2.84E-01	2.54E-02	NaN	ITGB4,PAK3,PIK3CD	
Extra-nuclear estrogen signaling	2.81E-01	2.67E-02	NaN	BCL2,FOS	
Surfactant metabolism	2.76E-01	3.12E-02	NaN	LMCD1	
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	2.75E-01	2.63E-02	NaN	ADCY3,GUCY1B1	
MSP-RON Signaling in Macrophages Pathway	2.75E-01	2.5E-02	NaN	FOS,PIK3CD,SOCS3	
IL-8 Signaling	2.73E-01	2.4E-02	NaN	BCL2,DIRAS3,FOS,PIK3CD,RAC3	
Antiproliferative Role of Somatostatin Receptor 2	2.69E-01	2.6E-02	NaN	GUCY1B1,PIK3CD	
HIPPO signaling	2.69E-01	2.6E-02	NaN	SKP2,WWC1	
Sirtuin Signaling Pathway	2.68E-01	2.36E-02	NaN	BCL2L11,E2F1,G6PD,NDUFA4L2,SUV39H1,TP73,TUBA3C	
Activation of Matrix Metalloproteinases	2.67E-01	3.03E-02	NaN	CTSV	
TNFR2 Signaling	2.67E-01	3.03E-02	NaN	FOS	
Mitochondrial Division Signaling Pathway	2.66E-01	2.41E-02	NaN	AURKA,CCNB1,CCNB2,CDK1	
Neurotrophin/TRK Signaling	2.64E-01	2.56E-02	NaN	FOS,PIK3CD	
Cargo concentration in the ER	2.59E-01	2.94E-02	NaN	COL7A1	
Caveolar-mediated Endocytosis Signaling	2.58E-01	2.53E-02	NaN	ITGB4,ZBTB12	
mTOR Signaling	2.53E-01	2.34E-02	NaN	DIRAS3,IRS1,PIK3CD,RAC3,RPS6KA5	
Th1 Pathway	2.53E-01	2.4E-02	NaN	IL27RA,PIK3CD,SOCS3	
Cardiac β-adrenergic Signaling	2.51E-01	2.35E-02	NaN	ADCY3,GDPD3,GUCY1B1,SLC8A1	
Nucleotide catabolism	2.51E-01	2.86E-02	NaN	NT5M	
Transcriptional Regulation by NPAS4	2.51E-01	2.86E-02	NaN	FOS	
Signaling by NTRK1 (TRKA)	2.48E-01	2.47E-02	NaN	IRS1,RPS6KA5	
IL-3 Signaling	2.48E-01	2.47E-02	NaN	FOS,PIK3CD	
Phagosome Maturation	2.48E-01	2.34E-02	NaN	CTSV,RAC3,TUBA3C,ZBTB12	
Striated Muscle Contraction	2.43E-01	2.78E-02	NaN	TPM1	
FLT3 Signaling in Hematopoietic Progenitor Cells	2.43E-01	2.44E-02	NaN	PIK3CD,RPS6KA5	
BEX2 Signaling Pathway	2.43E-01	2.44E-02	NaN	BCL2,LEF1	
Fatty acyl-CoA biosynthesis	2.35E-01	2.7E-02	NaN	SCD	
Mitochondrial Fatty Acid Beta-Oxidation	2.35E-01	2.7E-02	NaN	ACBD7	
Gene and protein expression by JAK-STAT signaling after IL-12 stimulation	2.35E-01	2.7E-02	NaN	LMNB1	
Nucleotide Excision Repair Pathway	2.35E-01	2.7E-02	NaN	POLR2J2/POLR2J3	
Interferon Signaling	2.35E-01	2.7E-02	NaN	BCL2	
Metabolism of steroid hormones	2.28E-01	2.63E-02	NaN	TSPOAP1	
Triglyceride metabolism	2.28E-01	2.63E-02	NaN	FABP5	
Inhibition of Matrix Metalloproteases	2.28E-01	2.63E-02	NaN	SDC1	
LPS-stimulated MAPK Signaling	2.28E-01	2.35E-02	NaN	FOS,PIK3CD	
RNA Polymerase III Transcription	2.08E-01	2.44E-02	NaN	SNAPC1	
MyD88:MAL(TIRAP) cascade initiated on plasma membrane	2.02E-01	2.38E-02	NaN	HMGB1	
Regulation of beta-cell development	2.02E-01	2.38E-02	NaN	HES1	
Activation of gene expression by SREBF (SREBP)	2.02E-01	2.38E-02	NaN	SCD	
April Mediated Signaling	2.02E-01	2.38E-02	NaN	FOS	
CSDE1 Signaling Pathway	-0E00	1.79E-02	NaN	FOS	
Neurovascular Coupling Signaling Pathway	-0E00	1.29E-02	NaN	GUCY1B1,RYR3,SLC1A3	
Oxytocin in Brain Signaling Pathway	-0E00	9.95E-03	NaN	OXTR,PIK3CD	
Oxytocin Signaling Pathway	-0E00	1.4E-02	NaN	FOS,GUCY1B1,OXTR,PIK3CD	
Pyroptosis Signaling Pathway	-0E00	9.8E-03	NaN	HMGB1	
CLEAR Signaling Pathway	-0E00	3.51E-03	NaN	TNFRSF11A	
IL-13 Signaling Pathway	-0E00	1.63E-02	NaN	PIK3CD,SOCS3	
SNARE Signaling Pathway	-0E00	2.17E-02	NaN	ADCY3,GUCY1B1,STXBP6	
Macrophage Classical Activation Signaling Pathway	-0E00	1.6E-02	NaN	EZH2,IL17B,SOCS3	
MicroRNA Biogenesis Signaling Pathway	-0E00	2.14E-02	NaN	BRCA1,HOPX,PIK3CD,POLR2J2/POLR2J3	
Multiple Sclerosis Signaling Pathway	-0E00	1.37E-02	NaN	EZH2,IL17B,SLC8A1	
Role of Chondrocytes in Rheumatoid Arthritis Signaling Pathway	-0E00	2.08E-02	NaN	CXCL12,EGR1,FOS	
Glucocorticoid Receptor Signaling	-0E00	2E-02	NaN	BCL2,BCL2L11,BRCA1,DPF1,FOS,HMGB1,IL27RA,NDUFA4L2,PIK3CD,POLR2J2/POLR2J3,RPS6KA5,ZBTB12	
Natural Killer Cell Signaling	-0E00	1.48E-02	NaN	PAK3,PIK3CD,RAC3	
Neutrophil Extracellular Trap Signaling Pathway	-0E00	1.96E-02	NaN	COL4A1,COL4A2,COL6A3,COL7A1,HMGB1,NDUFA4L2,PIK3CD,RAC3	
Neuregulin Signaling	-0E00	1.69E-02	NaN	ITGB4,NRG1	
Circadian Rhythm Signaling	-0E00	2.22E-02	NaN	ADCY3,GUCY1B1,PER1,PER3,RPS6KA5,RYR3	
Leukocyte Extravasation Signaling	-0E00	1.55E-02	NaN	CLDN5,CXCL12,PIK3CD	
Synaptic Long Term Potentiation	-0E00	8.06E-03	NaN	CAMK4	
Synaptic Long Term Depression	-0E00	1.01E-02	NaN	GUCY1B1,RYR3	
Huntington's Disease Signaling	-0E00	1.05E-02	NaN	PIK3CD,POLR2J2/POLR2J3,UBE2S	
Chaperone Mediated Autophagy Signaling Pathway	-0E00	4.71E-03	NaN	CIP2A,HMGB1,PIK3CD	
NOD1/2 Signaling Pathway	-0E00	1.04E-02	NaN	FOS,IL17B	
DHCR24 Signaling Pathway	-0E00	6.99E-03	NaN	PIK3CD	
Adrenergic Receptor Signaling Pathway (Enhanced)	-0E00	1.52E-02	NaN	ADCY3,GUCY1B1,IL17B	
GABAergic Receptor Signaling Pathway (Enhanced)	-0E00	1.43E-02	NaN	ADCY3,GUCY1B1	
Glutaminergic Receptor Signaling Pathway (Enhanced)	-0E00	1.53E-02	NaN	ADCY3,CAMK4,GUCY1B1,PIK3CD,SLC1A3	
ISGylation Signaling Pathway	-0E00	1.83E-02	NaN	BIRC5,PCNA	
NFKBIE Signaling Pathway	-0E00	2.23E-03	NaN	TNFRSF13C	
Orexin Signaling Pathway	-0E00	1.65E-02	NaN	ADCY3,GUCY1B1,PIK3CD,SLC8A1	
NRF2-mediated Oxidative Stress Response	-0E00	1.48E-02	NaN	DNAJC9,FOS,FOSL1,PIK3CD	
PPARα/RXRα Activation	-0E00	1.52E-02	NaN	ADCY3,GUCY1B1,IRS1	
LPS/IL-1 Mediated Inhibition of RXR Function	-0E00	6.71E-03	NaN	FABP5,SULT1E1	
PI3K Cascade	-0E00	2.27E-02	NaN	IRS1	
Signaling by Insulin receptor	-0E00	2.22E-02	NaN	IRS1	
ISG15 antiviral mechanism	-0E00	1.35E-02	NaN	KPNA2	
Signaling by ERBB2	-0E00	2E-02	NaN	NRG1	
PIP3 activates AKT signaling	-0E00	2.07E-02	NaN	IRS1,NRG1,PIK3CD	
Potassium Channels	-0E00	9.71E-03	NaN	KCNH1	
Circadian Clock	-0E00	1.72E-02	NaN	PER1	
Signaling by SCF-KIT	-0E00	2.33E-02	NaN	GRAP2	
Translocation of SLC2A4 (GLUT4) to the plasma membrane	-0E00	1.39E-02	NaN	TUBA3C	
Glycerophospholipid biosynthesis	-0E00	1.56E-02	NaN	GPAT3,MBOAT1	
Eukaryotic Translation Elongation	-0E00	8.2E-03	NaN	RPL39L	
Mitochondrial biogenesis	-0E00	1.56E-02	NaN	CAMK4	
Integration of energy metabolism	-0E00	9.26E-03	NaN	ADCY3	
Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation	-0E00	1.64E-02	NaN	DPH6	
NLR signaling pathways	-0E00	1.79E-02	NaN	BCL2	
DDX58/IFIH1-mediated induction of interferon-alpha/beta	-0E00	1.23E-02	NaN	HMGB1	
Signaling by TGF-beta Receptor Complex	-0E00	1.85E-02	NaN	LTBP4	
Plasma lipoprotein assembly, remodeling, and clearance	-0E00	1.32E-02	NaN	MYLIP	
Signaling by EGFR	-0E00	1.89E-02	NaN	FAM83D	
SRP-dependent cotranslational protein targeting to membrane	-0E00	7.04E-03	NaN	RPL39L	
Signaling by VEGF	-0E00	1.87E-02	NaN	AXL,PAK3	
Degradation of beta-catenin by the destruction complex	-0E00	2.2E-02	NaN	LEF1,SKP2	
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	-0E00	4.65E-03	NaN	RAET1E	
TCR signaling	-0E00	1.59E-02	NaN	GRAP2,PAK3	
Cell surface interactions at the vascular wall	-0E00	9.35E-03	NaN	SDC1,SLC7A5	
Generic Transcription Pathway	-0E00	6.99E-03	NaN	ZNF311,ZNF354C,ZNF724	
RNA Polymerase II Transcription	-0E00	1.33E-02	NaN	ALYREF,DDX39A	
COPII-mediated vesicle transport	-0E00	1.37E-02	NaN	COL7A1	
Phase I - Functionalization of compounds	-0E00	8.85E-03	NaN	CYP24A1	
DAP12 interactions	-0E00	2.33E-02	NaN	GRAP2	
Binding and Uptake of Ligands by Scavenger Receptors	-0E00	1.75E-02	NaN	COL4A1,COL4A2	
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	-0E00	1.96E-02	NaN	RBL1	
Selenoamino acid metabolism	-0E00	6.85E-03	NaN	RPL39L	
Fc epsilon receptor (FCERI) signaling	-0E00	9.71E-03	NaN	FOS,GRAP2	
EPH-Ephrin signaling	-0E00	2.15E-02	NaN	EPHB6,PAK3	
HSP90 chaperone cycle for steroid hormone receptors in the presence of ligand	-0E00	1.75E-02	NaN	TUBA3C	
Metabolism of polyamines	-0E00	1.69E-02	NaN	ODC1	
Class A/1 (Rhodopsin-like receptors)	-0E00	1.51E-02	NaN	CXCL12,EDN1,HTR1D,OXTR,PTGER2	
Semaphorin interactions	-0E00	1.56E-02	NaN	PAK3	
XBP1(S) activates chaperone genes	-0E00	2.08E-02	NaN	DDX11	
Olfactory Signaling Pathway	-0E00	1.35E-02	NaN	ADCY3	
SUMOylation of transcription cofactors	-0E00	2.27E-02	NaN	CBX2	
G alpha (q) signalling events	-0E00	1.72E-02	NaN	EDN1,OXTR,RGS16	
Platelet homeostasis	-0E00	2.33E-02	NaN	GUCY1B1,SLC8A1	
G alpha (s) signalling events	-0E00	2.07E-02	NaN	ADCY3,PTGER2,PTHLH	
TAK1-dependent IKK and NF-kappa-B activation	-0E00	2.27E-02	NaN	HMGB1	
Interleukin-1 family signaling	-0E00	7.75E-03	NaN	SKP2	
SUMOylation of chromatin organization proteins	-0E00	1.41E-02	NaN	CBX2	
SUMOylation of RNA binding proteins	-0E00	2.13E-02	NaN	CBX2	
Signaling by Retinoic Acid	-0E00	2.17E-02	NaN	FABP5	
Cardiac conduction	-0E00	2.31E-02	NaN	KCNK12,RYR3,SLC8A1	
C-type lectin receptors (CLRs)	-0E00	1.38E-02	NaN	PAK3,RPS6KA5	
TP53 Regulates Metabolic Genes	-0E00	1.18E-02	NaN	G6PD	
RAF/MAP kinase cascade	-0E00	1.91E-02	NaN	ARTN,GDNF,IRS1,NRG1,SPTBN4	
Major pathway of rRNA processing in the nucleolus and cytosol	-0E00	1.08E-02	NaN	FBL,RPL39L	
Neurexins and neuroligins	-0E00	1.75E-02	NaN	EPB41	
