© 2000-2025 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Airway Pathology in Chronic Obstructive Pulmonary Disease	1.12E00	3.51E-02	NaN	FGF14,TGFB2,TGFB3,TNFSF10	
PD-1, PD-L1 cancer immunotherapy pathway	1.12E00	3.51E-02	NaN	STAT5A,TGFB2,TGFB3,TNFRSF11B	
Role of MAPK Signaling in Promoting the Pathogenesis of Influenza	1.12E00	3.51E-02	NaN	ATP6V1B1,MAPK11,PLA2R1,PTGS2	
Gustation Pathway	1.12E00	2.84E-02	NaN	ASIC1,CACNA2D1,CATSPER2,GABRE,GPR37,SCN9A	
G-Protein Coupled Receptor Signaling	1.12E00	2.1E-02	NaN	ADGRE1,BDKRB2,CYSLTR2,F2RL1,GPR37,MAPK11,NPY4R,OPN1SW,OPRL1,PDE1C,PDE5A,PDE7B,RGS2,SMO,SUCNR1	
Activation of Matrix Metalloproteinases	1.11E00	6.06E-02	NaN	COL18A1,MMP11	
Sialic acid metabolism	1.11E00	6.06E-02	NaN	SLC17A5,ST8SIA4	
Airway Inflammation in Asthma	1.11E00	6.06E-02	NaN	TGFB2,TGFB3	
Inhibition of Angiogenesis by TSP1	1.11E00	6.06E-02	NaN	MAPK11,THBS1	
Lipid particle organization	1.09E00	1.67E-01	NaN	HILPDA	
Chondroitin and Dermatan Biosynthesis	1.09E00	1.67E-01	NaN	CHSY3	
Tryptophan Degradation to 2-amino-3-carboxymuconate Semialdehyde	1.09E00	1.67E-01	NaN	AFMID	
Signaling by NOTCH2	1.09E00	5.88E-02	NaN	CNTN1,DLL1	
Sphingosine-1-phosphate Signaling	1.07E00	3.36E-02	NaN	OPN1SW,PDGFD,PDGFRB,RHOJ	
BBSome Signaling Pathway	1.06E00	2.23E-02	NaN	ADGRE1,BDKRB2,CYSLTR2,F2RL1,GPR37,MAPK11,NPY4R,OPN1SW,OPRL1,SMO,SUCNR1	
Nitric Oxide Signaling in the Cardiovascular System	1.06E00	3.33E-02	NaN	BDKRB2,CACNA2D1,PDE1C,PDE5A	
Striated Muscle Contraction	1.05E00	5.56E-02	NaN	ACTC1,TPM2	
Cellular response to hypoxia	1.05E00	3.95E-02	NaN	CA9,EGLN3,WTIP	
Cardiac β-adrenergic Signaling	1.04E00	2.94E-02	NaN	CACNA2D1,OPN1SW,PDE1C,PDE5A,PDE7B	
Germ Cell-Sertoli Cell Junction Signaling	1.04E00	2.92E-02	NaN	ACTC1,ACTG2,RHOJ,TGFB2,TGFB3	
Aryl hydrocarbon receptor signalling	1.03E00	1.43E-01	NaN	ARNT2	
Epithelial-Mesenchymal Transition (EMT) during gastrulation	1.03E00	1.43E-01	NaN	SNAI1	
IL-13 Signaling Pathway	1.03E00	3.25E-02	NaN	CHI3L1,MAPK11,TGFB2,TGFB3	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	1.03E00	3.25E-02	NaN	SMO,TCF7L1,WNT10B,WNT2B	
NAFLD Signaling Pathway	1.02E00	2.68E-02	NaN	GPAM,PTGS2,TGFB2,TGFB3,TNFRSF11B,TNFSF10	
L1CAM interactions	1.02E00	3.23E-02	NaN	CNTN1,ITGA10,NRP2,SCN9A	
p38 MAPK Signaling	1.02E00	3.23E-02	NaN	HSPB3,MAPK11,TGFB2,TGFB3	
Notch Signaling	1.01E00	5.26E-02	NaN	CNTN1,DLL1	
Role of MAPK Signaling in Inhibiting the Pathogenesis of Influenza	1.01E00	3.8E-02	NaN	MAPK11,PLA2R1,PTGS2	
Opioid Signaling Pathway	1E00	2.49E-02	NaN	CACNA2D1,CATSPER2,OPN1SW,OPRL1,PDE1C,PDK1,TCF7L1	
Role of NFAT in Cardiac Hypertrophy	9.9E-01	2.62E-02	NaN	CACNA2D1,CATSPER2,MAPK11,OPN1SW,TGFB2,TGFB3	
Formation of Fibrin Clot (Clotting Cascade)	9.89E-01	5.13E-02	NaN	PROS1,SERPINE2	
CLEAR Signaling Pathway	9.77E-01	2.46E-02	NaN	ATP6V1B1,DDIT4,MAPK11,PDGFRB,PRKN,TGFB2,TNFRSF11B	
TRAIL signaling	9.74E-01	1.25E-01	NaN	TNFSF10	
STAT5 Activation	9.74E-01	1.25E-01	NaN	STAT5A	
Superoxide Radicals Degradation	9.74E-01	1.25E-01	NaN	SOD3	
Neurotransmitter release cycle	9.7E-01	5E-02	NaN	PPFIA4,SNAP25	
LXR/RXR Activation	9.63E-01	3.08E-02	NaN	C4A,C4B,PTGS2,TNFRSF11B	
Neuroprotective Role of THOP1 in Alzheimer's Disease	9.63E-01	3.08E-02	NaN	C1R,FAP,HTRA1,TMPRSS15	
IL-4 Signaling	9.61E-01	2.09E-02	NaN	COL18A1,COL1A1,COL1A2,COL3A1,COL5A1,COL5A2,COL6A1,COL6A2,MAPK11,OPN1SW,TGFB2,TGFB3	
HGF Signaling	9.54E-01	3.05E-02	NaN	ITGA10,ITGA11,ITGB8,PTGS2	
Irritable Bowel Syndrome Signaling Pathway	9.54E-01	2.42E-02	NaN	MMP11,RHOJ,TGFB2,TGFB3,TNFSF10,WNT10B,WNT2B	
Mechanisms of Viral Exit from Host Cells	9.52E-01	4.88E-02	NaN	ACTC1,ACTG2	
Role of MAPK Signaling in the Pathogenesis of Influenza	9.47E-01	3.57E-02	NaN	MAPK11,PLA2R1,PTGS2	
Ion channel transport	9.44E-01	2.73E-02	NaN	ANO7,ASIC1,ATP6V1B1,ATP8A1,TSC22D3	
Platelet homeostasis	9.25E-01	3.49E-02	NaN	KCNMB4,PDE5A,PECAM1	
Oncostatin M Signaling	9.18E-01	4.65E-02	NaN	CHI3L1,STAT5A	
Serotonin Receptor Signaling	9.07E-01	2.13E-02	NaN	CACNA2D1,GPR37,MAPK11,PDK1,PLA2R1,PTGS2,RHOJ,SNAI1,TGFB2,TGFB3	
IL-12 Signaling and Production in Macrophages	9.07E-01	2.48E-02	NaN	COL1A1,COL1A2,MAPK11,TGFB2,TGFB3,THBS1	
Amyloid fiber formation	9.03E-01	3.41E-02	NaN	PRKN,TGFBI,TSPAN15	
Role of PKR in Interferon Induction and Antiviral Response	8.94E-01	2.9E-02	NaN	HSPA2,MAPK11,PDGFD,PDGFRB	
Regulation of mRNA stability by proteins that bind AU-rich elements	8.92E-01	3.37E-02	NaN	ENPP2,MAPK11,ZFP36	
Regulation of Cellular Mechanics by Calpain Protease	8.92E-01	3.37E-02	NaN	ITGA10,ITGA11,ITGB8	
White Adipose Tissue Browning Pathway	8.86E-01	2.88E-02	NaN	CACNA2D1,CATSPER2,LDHA,MAPK11	
Interleukin-9 signaling	8.83E-01	1E-01	NaN	STAT5A	
Prednisone ADME	8.83E-01	1E-01	NaN	AKR1C1	
Macrophage Alternative Activation Signaling Pathway	8.8E-01	2.6E-02	NaN	MAPK11,TGFB2,TGFB3,THBS1,TSC22D3	
NOD1/2 Signaling Pathway	8.74E-01	2.59E-02	NaN	HSPA2,MAPK11,TGFB2,TGFB3,TNFSF10	
Signaling by Retinoic Acid	8.7E-01	4.35E-02	NaN	AKR1C3,PDK1	
Cyclophilin Signaling Pathway	8.65E-01	2.41E-02	NaN	MAPK11,SNAI1,STAT5A,TCF7L1,WNT10B,WNT2B	
Cell junction organization	8.62E-01	3.26E-02	NaN	CDH11,LIMS2,SDK1	
FXR/RXR Activation	8.6E-01	2.56E-02	NaN	GSTA4,PTGS2,TGFB2,TGFB3,TNFSF10	
Estrogen Biosynthesis	8.55E-01	4.26E-02	NaN	AKR1C3,HSD17B6	
Hedgehog 'on' state	8.46E-01	2.78E-02	NaN	CDON,GAS1,PTCH2,SMO	
Metallothioneins bind metals	8.44E-01	9.09E-02	NaN	MT1E	
NAD biosynthesis II (from tryptophan)	8.44E-01	9.09E-02	NaN	AFMID	
Prostanoid Biosynthesis	8.44E-01	9.09E-02	NaN	PTGS2	
Apelin Adipocyte Signaling Pathway	8.42E-01	3.19E-02	NaN	APLN,MAPK11,OPN1SW	
Pyruvate metabolism	8.26E-01	4.08E-02	NaN	LDHA,PDK1	
Apelin Muscle Signaling Pathway	8.26E-01	4.08E-02	NaN	APLN,OPN1SW	
PFKFB4 Signaling Pathway	8.26E-01	4.08E-02	NaN	TGFB2,TGFB3	
Oxytocin in Brain Signaling Pathway	8.22E-01	2.49E-02	NaN	CACNA2D1,CATSPER2,PLA2R1,PTGS2,RGS2	
Signaling by NOTCH3	8.12E-01	4E-02	NaN	DLL1,PLXND1	
nNOS Signaling in Skeletal Muscle Cells	8.12E-01	4E-02	NaN	CACNA2D1,CATSPER2	
Synaptogenesis Signaling Pathway	8.11E-01	2.22E-02	NaN	CACNA2D1,CDH11,EFNA3,SNAP25,SYT7,THBS1,THBS2	
Presynaptic depolarization and calcium channel opening	8.09E-01	8.33E-02	NaN	CACNA2D1	
Signaling by Leptin	8.09E-01	8.33E-02	NaN	STAT5A	
Specification of primordial germ cells	8.09E-01	8.33E-02	NaN	PDPN	
Granulocyte Adhesion and Diapedesis	8.03E-01	2.45E-02	NaN	MMP11,OPN1SW,PECAM1,SELL,TNFRSF11B	
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	7.99E-01	3.92E-02	NaN	COL1A2,SERPINE1	
Cardiac Hypertrophy Signaling	7.98E-01	2.3E-02	NaN	CACNA2D1,MAPK11,OPN1SW,RHOJ,TGFB2,TGFB3	
NAD Signaling Pathway	7.94E-01	2.65E-02	NaN	GJA1,LDHA,SLC12A8,TGFB2	
Type II Diabetes Mellitus Signaling	7.87E-01	2.63E-02	NaN	CACNA2D1,CATSPER2,SLC27A3,TNFRSF11B	
Apelin Cardiomyocyte Signaling Pathway	7.85E-01	3E-02	NaN	APLN,MAPK11,OPN1SW	
Nephron development	7.78E-01	7.69E-02	NaN	DLL1	
Clathrin-mediated Endocytosis Signaling	7.73E-01	2.39E-02	NaN	ACTC1,ACTG2,FGF14,ITGB8,PDGFD	
Pyroptosis Signaling Pathway	7.68E-01	2.94E-02	NaN	GBP2,MAPK11,TNFRSF11B	
IL-10 Signaling	7.66E-01	2.58E-02	NaN	CCN4,DDIT4,MAPK11,STAT5A	
Relaxin Signaling	7.59E-01	2.56E-02	NaN	OPN1SW,PDE1C,PDE5A,PDE7B	
Tryptophan catabolism	7.48E-01	7.14E-02	NaN	AFMID	
RHO GTPase cycle	7.46E-01	2E-02	NaN	ACTC1,ARHGEF25,FMNL1,GJA1,GOLGA8K (includes others),PDE5A,PLXND1,RHOJ,SPATA13	
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	7.39E-01	2.33E-02	NaN	CLEC2D,COL1A1,COL1A2,COL3A1,SELL	
Sleep REM Signaling Pathway	7.34E-01	2.83E-02	NaN	TGFB2,TGFB3,TNFSF10	
HEY1 Signaling Pathway	7.26E-01	2.48E-02	NaN	DLL1,MMP11,TGFB2,TGFB3	
Preeclampsia Signaling Pathway	7.26E-01	2.48E-02	NaN	KCNMB4,PTGS2,SMO,TGFB3	
Interleukin-15 signaling	7.21E-01	6.67E-02	NaN	STAT5A	
Fatty Acid Activation	7.21E-01	6.67E-02	NaN	SLC27A3	
Phenylalanine Degradation IV (Mammalian, via Side Chain)	7.21E-01	6.67E-02	NaN	SLC27A3	
Inhibition of ARE-Mediated mRNA Degradation Pathway	7.19E-01	2.47E-02	NaN	MAPK11,TNFRSF11B,TNFSF10,ZFP36	
Multiple Sclerosis Signaling Pathway	7.16E-01	2.28E-02	NaN	ASIC1,MAPK11,TGFB2,TGFB3,TNFSF10	
Role of IL-17A in Arthritis	7.13E-01	3.45E-02	NaN	MAPK11,PTGS2	
Triacylglycerol Biosynthesis	7.13E-01	3.45E-02	NaN	GPAM,LPCAT2	
Cancer Drug Resistance by Drug Efflux	7.13E-01	3.45E-02	NaN	PDK1,PTGS2	
ERK/MAPK Signaling	7.11E-01	2.27E-02	NaN	DUSP2,HSPB3,ITGA10,ITGA11,ITGB8	
Protein Ubiquitination Pathway	7.08E-01	2.15E-02	NaN	DNAJC22,HSPA2,HSPB3,HSPB6,PRKN,SMO	
Signaling by ERBB4	7.01E-01	3.39E-02	NaN	SPARC,STAT5A	
Semaphorin Signaling in Neurons	7.01E-01	3.39E-02	NaN	DPYSL3,RHOJ	
Caspase activation via Death Receptors in the presence of ligand	6.96E-01	6.25E-02	NaN	TNFSF10	
Extrinsic Prothrombin Activation Pathway	6.96E-01	6.25E-02	NaN	PROS1	
Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation	6.8E-01	3.28E-02	NaN	GAS6,PROS1	
Visual phototransduction	6.8E-01	3.28E-02	NaN	HSD17B6,OPN1SW	
Phase I - Functionalization of compounds	6.79E-01	2.65E-02	NaN	ARNT2,CYP39A1,PAOX	
Gαq Signaling	6.76E-01	2.37E-02	NaN	ARHGEF25,OPN1SW,RGS2,RHOJ	
Prolactin receptor signaling	6.73E-01	5.88E-02	NaN	STAT5A	
Specification of the neural plate border	6.73E-01	5.88E-02	NaN	TCF7L1	
Chondroitin Sulfate Degradation (Metazoa)	6.73E-01	5.88E-02	NaN	CEMIP	
MSP-RON Signaling Pathway	6.69E-01	3.23E-02	NaN	ACTC1,ACTG2	
Glucocorticoid Receptor Signaling	6.6E-01	1.83E-02	NaN	GJA1,HSPA2,KRT18,KRT86,MAPK11,PTGS2,SERPINE1,STAT5A,TGFB2,TGFB3,TSC22D3	
Chondroitin Sulfate Biosynthesis (Late Stages)	6.59E-01	3.17E-02	NaN	CHST15,CHSY3	
Formation of the nephric duct	6.51E-01	5.56E-02	NaN	HOXA6	
Dermatan Sulfate Degradation (Metazoa)	6.51E-01	5.56E-02	NaN	CEMIP	
Cerebral Malformation Signaling Pathway	6.5E-01	2.56E-02	NaN	PTGS2,SNAI1,THBS1	
Antioxidant Action of Vitamin C	6.5E-01	2.56E-02	NaN	MAPK11,PLA2R1,STAT5A	
Neutrophil degranulation	6.49E-01	1.89E-02	NaN	ATP8A1,CHI3L1,ENPP4,PECAM1,SELL,SLC44A2,SNAP25,SYNGR1,TNFAIP6	
Semaphorin interactions	6.49E-01	3.12E-02	NaN	DPYSL3,PLXND1	
Breast Cancer Regulation by Stathmin1	6.42E-01	1.82E-02	NaN	ADGRE1,BDKRB2,CYSLTR2,F2RL1,GPR37,NPY4R,OPN1SW,OPRL1,SMO,SUCNR1,TGFB2	
Androgen Signaling	6.41E-01	2.29E-02	NaN	CACNA2D1,CATSPER2,OPN1SW,TGFB1I1	
Netrin Signaling	6.41E-01	2.29E-02	NaN	CACNA2D1,CATSPER2,DPYSL3,SNAP25	
RAB geranylgeranylation	6.39E-01	3.08E-02	NaN	RAB17,RAB20	
SPINK1 Pancreatic Cancer Pathway	6.39E-01	3.08E-02	NaN	F2RL1,TMPRSS15	
Bladder Cancer Signaling	6.36E-01	2.52E-02	NaN	FGF14,MMP11,THBS1	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	6.36E-01	2.52E-02	NaN	CACNA2D1,CATSPER2,OPN1SW	
GABA synthesis, release, reuptake and degradation	6.3E-01	5.26E-02	NaN	SNAP25	
γ-linolenate Biosynthesis II (Animals)	6.3E-01	5.26E-02	NaN	SLC27A3	
Mitochondrial L-carnitine Shuttle Pathway	6.3E-01	5.26E-02	NaN	SLC27A3	
Virus Entry via Endocytic Pathways	6.29E-01	2.5E-02	NaN	ACTC1,ACTG2,ITGB8	
CD40 Signaling	6.2E-01	2.99E-02	NaN	MAPK11,PTGS2	
Agrin Interactions at Neuromuscular Junction	6.11E-01	2.94E-02	NaN	ACTC1,ACTG2	
RHOA Signaling	6.09E-01	2.44E-02	NaN	ACTC1,ACTG2,NRP2	
Erythropoietin Signaling Pathway	6.08E-01	2.21E-02	NaN	STAT5A,TGFB2,TGFB3,TNFSF10	
cAMP-mediated signaling	6.07E-01	2.07E-02	NaN	OPRL1,PDE1C,PDE5A,PDE7B,RGS2	
Cell Cycle: G1/S Checkpoint Regulation	6.02E-01	2.9E-02	NaN	TGFB2,TGFB3	
Pancreatic Secretion Signaling Pathway	5.98E-01	2.06E-02	NaN	CA12,CA14,CA9,RGS2,SNAP25	
Aryl Hydrocarbon Receptor Signaling	5.98E-01	2.19E-02	NaN	GSTA4,HSPB3,TGFB2,TGFB3	
Pancreatic Adenocarcinoma Signaling	5.96E-01	2.4E-02	NaN	PTGS2,TGFB2,TGFB3	
Tuberculosis Active Signaling Pathway	5.89E-01	2.04E-02	NaN	ATP6V1B1,MAPK11,PTGS2,TNFRSF11B,TNFSF10	
Chondroitin Sulfate Biosynthesis	5.84E-01	2.82E-02	NaN	CHST15,CHSY3	
Remodeling of Epithelial Adherens Junctions	5.84E-01	2.82E-02	NaN	ACTC1,ACTG2	
Formation of paraxial mesoderm	5.75E-01	4.55E-02	NaN	DLL1	
Fatty Acid α-oxidation	5.75E-01	4.55E-02	NaN	PTGS2	
Macrophage Classical Activation Signaling Pathway	5.72E-01	2.13E-02	NaN	GBP2,TGFB2,TGFB3,TNFSF10	
Regulation of eIF4 and p70S6K Signaling	5.72E-01	2.13E-02	NaN	ITGA10,ITGA11,ITGB8,MAPK11	
Dermatan Sulfate Biosynthesis	5.67E-01	2.74E-02	NaN	CHST15,CHSY3	
G Beta Gamma Signaling	5.65E-01	2.31E-02	NaN	CACNA2D1,CATSPER2,OPN1SW	
Docosahexaenoic Acid (DHA) Signaling	5.63E-01	1.99E-02	NaN	PLA2R1,PTGS2,SYT7,TGFB2,TNFRSF11B	
RAF-independent MAPK1/3 activation	5.59E-01	4.35E-02	NaN	DUSP2	
NFE2L2 regulating anti-oxidant/detoxification enzymes	5.59E-01	4.35E-02	NaN	SOD3	
TR/RXR Activation	5.59E-01	2.29E-02	NaN	AKR1C1,AKR1C2,AKR1C3	
GNRH Signaling	5.48E-01	2.07E-02	NaN	CACNA2D1,CATSPER2,MAPK11,OPN1SW	
Interleukin-7 signaling	5.43E-01	4.17E-02	NaN	STAT5A	
Other interleukin signaling	5.43E-01	4.17E-02	NaN	SNAP25	
RHO GTPases Activate NADPH Oxidases	5.43E-01	4.17E-02	NaN	MAPK11	
Tryptophan Degradation III (Eukaryotic)	5.43E-01	4.17E-02	NaN	AFMID	
Cysteine Biosynthesis III (mammalia)	5.43E-01	4.17E-02	NaN	CBS	
Endothelin-1 Signaling	5.43E-01	2.06E-02	NaN	MAPK11,OPN1SW,PLA2R1,PTGS2	
Interferon alpha/beta signaling	5.43E-01	2.63E-02	NaN	GBP2,IFITM2	
Macropinocytosis Signaling	5.43E-01	2.63E-02	NaN	ITGB8,PDGFD	
IL-27 Signaling Pathway	5.41E-01	2.24E-02	NaN	MAPK11,PTGS2,TNFRSF11B	
Sperm Motility	5.38E-01	1.95E-02	NaN	CATSPER2,OPN1SW,PDE1C,PDGFRB,PLA2R1	
Signaling by NOTCH1	5.35E-01	2.6E-02	NaN	CNTN1,DLL1	
Angiopoietin Signaling	5.35E-01	2.6E-02	NaN	ANGPT1,STAT5A	
Insulin processing	5.28E-01	4E-02	NaN	SLC30A8	
Growth hormone receptor signaling	5.28E-01	4E-02	NaN	STAT5A	
Thyroid Cancer Signaling	5.28E-01	2.56E-02	NaN	PDK1,TCF7L1	
RAC Signaling	5.24E-01	2.19E-02	NaN	ITGA10,ITGA11,ITGB8	
IL-7 Signaling Pathway	5.2E-01	2.53E-02	NaN	MAPK11,STAT5A	
SNARE Signaling Pathway	5.19E-01	2.17E-02	NaN	CACNA2D1,SNAP25,SYT7	
Reelin Signaling in Neurons	5.19E-01	2.17E-02	NaN	ARHGEF25,MAPK8IP2,PDK1	
Adipogenesis pathway	5.19E-01	2.17E-02	NaN	CEBPD,SMO,WNT10B	
PI3K/AKT Signaling	5.15E-01	2E-02	NaN	ITGA10,ITGA11,ITGB8,PTGS2	
Fertilization	5.14E-01	3.85E-02	NaN	CATSPER2	
Interleukin-20 family signaling	5.14E-01	3.85E-02	NaN	STAT5A	
Signaling by Erythropoietin	5.14E-01	3.85E-02	NaN	STAT5A	
IL-17A Signaling in Gastric Cells	5.14E-01	3.85E-02	NaN	MAPK11	
The Visual Cycle	5.14E-01	3.85E-02	NaN	AKR1C3	
STAT3 Pathway	5.14E-01	2.16E-02	NaN	MAPK11,PDGFRB,TGFB2	
GABAergic Receptor Signaling Pathway (Enhanced)	5.08E-01	2.14E-02	NaN	CACNA2D1,CATSPER2,GABRE	
Chemokine Signaling	5.06E-01	2.47E-02	NaN	MAPK11,OPN1SW	
Th2 Pathway	5.03E-01	2.13E-02	NaN	BHLHE41,DLL1,STAT5A	
Integrin signaling	5.01E-01	3.7E-02	NaN	FN1	
FLT3 Signaling in Hematopoietic Progenitor Cells	4.98E-01	2.44E-02	NaN	MAPK11,STAT5A	
BEX2 Signaling Pathway	4.98E-01	2.44E-02	NaN	MAP2,TCF7L1	
DHCR24 Signaling Pathway	4.92E-01	2.1E-02	NaN	C4A,C4B,PDGFD	
Estrogen-Dependent Breast Cancer Signaling	4.92E-01	2.41E-02	NaN	HSD17B6,STAT5A	
Sulfur amino acid metabolism	4.88E-01	3.57E-02	NaN	CBS	
Transcriptional regulation of white adipocyte differentiation	4.85E-01	2.38E-02	NaN	CEBPD,WNT10B	
PEDF Signaling	4.85E-01	2.38E-02	NaN	MAPK11,TCF7L1	
Iron homeostasis signaling pathway	4.82E-01	2.07E-02	NaN	ATP6V1B1,PDGFRB,STAT5A	
Apelin Endothelial Signaling Pathway	4.82E-01	2.07E-02	NaN	ANGPT1,APLN,OPN1SW	
IL-8 Signaling	4.81E-01	1.92E-02	NaN	ANGPT1,OPN1SW,PTGS2,RHOJ	
Selenoamino acid metabolism	4.77E-01	2.05E-02	NaN	CBS,INMT,NNMT	
TNFs bind their physiological receptors	4.75E-01	3.45E-02	NaN	TNFRSF11B	
Cyclins and Cell Cycle Regulation	4.71E-01	2.33E-02	NaN	TGFB2,TGFB3	
FGF Signaling	4.71E-01	2.33E-02	NaN	FGF14,MAPK11	
BAG2 Signaling Pathway	4.71E-01	2.33E-02	NaN	HSPA2,PRKN	
PDGF Signaling	4.65E-01	2.3E-02	NaN	PDGFD,PDGFRB	
Activation of kainate receptors upon glutamate binding	4.63E-01	3.33E-02	NaN	GRIK2	
Signaling by CSF3 (G-CSF)	4.63E-01	3.33E-02	NaN	STAT5A	
Insulin Secretion Signaling Pathway	4.56E-01	1.79E-02	NaN	ASIC1,CACNA2D1,MAPK11,SNAP25,STAT5A	
Calcium Signaling	4.41E-01	1.83E-02	NaN	ACTC1,CACNA2D1,CATSPER2,TPM2	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	4.39E-01	1.95E-02	NaN	TGFB2,TGFB3,TNFSF10	
Oxytocin Signaling Pathway	4.36E-01	1.75E-02	NaN	CACNA2D1,GJA1,HSPB3,MAPK11,PTGS2	
Acute Myeloid Leukemia Signaling	4.34E-01	2.17E-02	NaN	STAT5A,TCF7L1	
Unfolded protein response	4.34E-01	2.17E-02	NaN	CEBPD,HSPA2	
MAPK targets/ Nuclear events mediated by MAP kinases	4.31E-01	3.03E-02	NaN	MAPK11	
Post-translational modification: synthesis of GPI-anchored proteins	4.28E-01	2.15E-02	NaN	NRN1,RECK	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	4.28E-01	2.15E-02	NaN	ACTC1,ACTG2	
Thrombin Signaling	4.23E-01	1.79E-02	NaN	ARHGEF25,MAPK11,OPN1SW,RHOJ	
Heparan Sulfate Biosynthesis (Late Stages)	4.22E-01	2.13E-02	NaN	CHST15,TNFAIP6	
4-1BB Signaling in T Lymphocytes	4.2E-01	2.94E-02	NaN	MAPK11	
Fatty Acid β-oxidation I	4.2E-01	2.94E-02	NaN	SLC27A3	
Immunogenic Cell Death Signaling Pathway	4.17E-01	2.11E-02	NaN	HSPA2,TNFRSF11B	
MITF-M-dependent gene expression	4.17E-01	2.11E-02	NaN	SYTL2,TCF7L1	
Hepatic Cholestasis	4.16E-01	1.78E-02	NaN	TGFB2,TGFB3,TNFRSF11B,TNFSF10	
Glycation Signaling Pathway	4.16E-01	1.78E-02	NaN	MAPK11,TGFB2,TGFB3,TNFSF10	
Prolactin Signaling	4.11E-01	2.08E-02	NaN	KCNMB4,STAT5A	
Nucleotide catabolism	4.11E-01	2.86E-02	NaN	UPB1	
Transcriptional Regulation by NPAS4	4.11E-01	2.86E-02	NaN	ARNT2	
IL-9 Signaling	4.11E-01	2.86E-02	NaN	STAT5A	
VEGF Signaling	4.06E-01	2.06E-02	NaN	ACTC1,ACTG2	
p53 Signaling	4E-01	2.04E-02	NaN	SERPINE2,THBS1	
IL-1 Signaling	4E-01	2.04E-02	NaN	MAPK11,OPN1SW	
LPS/IL-1 Mediated Inhibition of RXR Function	3.96E-01	1.68E-02	NaN	CHST15,GSTA4,SLC27A3,SOD3,TNFRSF11B	
Detoxification of Reactive Oxygen Species	3.92E-01	2.7E-02	NaN	SOD3	
Fatty acyl-CoA biosynthesis	3.92E-01	2.7E-02	NaN	SLC27A3	
Superpathway of Methionine Degradation	3.92E-01	2.7E-02	NaN	CBS	
Interferon Signaling	3.92E-01	2.7E-02	NaN	IFITM2	
Mitochondrial Division Signaling Pathway	3.88E-01	1.81E-02	NaN	CACNA2D1,CATSPER2,TNFRSF11B	
Senescence Pathway	3.87E-01	1.66E-02	NaN	CACNA2D1,PDK1,SERPINE1,TGFB2,TGFB3	
Cellular response to heat stress	3.85E-01	1.98E-02	NaN	HSPA2,SERPINH1	
Heparan Sulfate Biosynthesis	3.85E-01	1.98E-02	NaN	CHST15,TNFAIP6	
Triglyceride metabolism	3.83E-01	2.63E-02	NaN	GPAM	
MIF-mediated Glucocorticoid Regulation	3.83E-01	2.63E-02	NaN	PTGS2	
TEC Kinase Signaling	3.81E-01	1.56E-02	NaN	ACTC1,ACTG2,ITGA10,ITGA11,ITGB8,OPN1SW,RHOJ,STAT5A,TNFSF10	
MAP kinase activation	3.75E-01	2.56E-02	NaN	MAPK11	
NGF-stimulated transcription	3.75E-01	2.56E-02	NaN	ID2	
FLT3 Signaling	3.75E-01	2.56E-02	NaN	STAT5A	
Phagosome Maturation	3.69E-01	1.75E-02	NaN	ATP6V1B1,DYNC2H1,SNAP25	
Mitophagy	3.66E-01	2.5E-02	NaN	PRKN	
Orexin Signaling Pathway	3.59E-01	1.65E-02	NaN	ATP6V1B1,CACNA2D1,CATSPER2,MAPK11	
DAG and IP3 signaling	3.59E-01	2.44E-02	NaN	PDE1C	
RET signaling	3.59E-01	2.44E-02	NaN	DOK6	
Ribonucleotide Reductase Signaling Pathway	3.58E-01	1.72E-02	NaN	MAPK11,SNAI1,THBS1	
WNK Renal Signaling Pathway	3.55E-01	1.87E-02	NaN	ASIC1,PRKN	
Signaling by VEGF	3.55E-01	1.87E-02	NaN	MAPK11,NRP2	
Th1 and Th2 Activation Pathway	3.51E-01	1.7E-02	NaN	BHLHE41,DLL1,STAT5A	
Activation of gene expression by SREBF (SREBP)	3.51E-01	2.38E-02	NaN	GPAM	
April Mediated Signaling	3.51E-01	2.38E-02	NaN	MAPK11	
ISGylation Signaling Pathway	3.46E-01	1.83E-02	NaN	PRKN,S100A4	
Phase II - Conjugation of compounds	3.46E-01	1.83E-02	NaN	GSTA4,NNMT	
Signaling by SCF-KIT	3.43E-01	2.33E-02	NaN	STAT5A	
B Cell Activating Factor Signaling	3.43E-01	2.33E-02	NaN	MAPK11	
Netrin-1 signaling	3.36E-01	2.27E-02	NaN	SLIT3	
Aggrephagy	3.36E-01	2.27E-02	NaN	PRKN	
Signaling by Insulin receptor	3.29E-01	2.22E-02	NaN	ATP6V1B1	
Arachidonic acid metabolism	3.29E-01	2.22E-02	NaN	PTGS2	
Interleukin-10 signaling	3.29E-01	2.22E-02	NaN	PTGS2	
Hedgehog 'off' state	3.25E-01	1.75E-02	NaN	DYNC2H1,SMO	
