© 2000-2025 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Beta-catenin independent WNT signaling	-0E00	4.88E-03	NaN	FZD3	
Regulation of lipid metabolism by PPARalpha	-0E00	8.4E-03	NaN	CD36	
G alpha (q) signalling events	-0E00	1.15E-02	NaN	RGSL1,SAA1	
Platelet homeostasis	-0E00	1.16E-02	NaN	KCNMB3	
G alpha (s) signalling events	-0E00	6.9E-03	NaN	CALCRL	
Transport of inorganic cations/anions and amino acids/oligopeptides	-0E00	9.26E-03	NaN	SLC3A1	
C-type lectin receptors (CLRs)	-0E00	6.9E-03	NaN	IL1B	
RAF/MAP kinase cascade	-0E00	7.63E-03	NaN	CSF2,NEFL	
Cell Cycle Checkpoints	-0E00	7.35E-03	NaN	H2BC12,H2BC15	
Glucose metabolism	-0E00	1.16E-02	NaN	GCKR	
Eukaryotic Translation Initiation	-0E00	6.67E-03	NaN	CP	
Neddylation	-0E00	4.07E-03	NaN	KLHL3	
RHO GTPase cycle	-0E00	4.44E-03	NaN	FILIP1,VAV3	
Expression and translocation of olfactory receptors	-0E00	7.39E-03	NaN	OR1D2,OR2AT4,OR56A1	
Class I MHC mediated antigen processing and presentation	-0E00	1.05E-02	NaN	CD36,KLHL3,RNF144B,TLR4	
Signaling by the B Cell Receptor (BCR)	-0E00	5.88E-03	NaN	IGLV1-51	
Ion channel transport	-0E00	5.46E-03	NaN	ATP8B4	
Mitochondrial Dysfunction	-0E00	8.7E-03	NaN	CACNA1D,CAPN3,CP	
Pancreatic Secretion Signaling Pathway	-0E00	8.23E-03	NaN	LIPH,PLCZ1	
Protein Sorting Signaling Pathway	-0E00	5.52E-03	NaN	GBA3	
ROBO SLIT Signaling Pathway	-0E00	7.81E-03	NaN	FLT1	
Sleep NREM Signaling Pathway	-0E00	8.62E-03	NaN	GABRB3	
Nuclear Cytoskeleton Signaling Pathway	-0E00	9.05E-03	NaN	CDH26,CDH7	
Mitochondrial Division Signaling Pathway	-0E00	6.02E-03	NaN	CACNA1D	
Mitochondrial protein degradation	-0E00	1.02E-02	NaN	ALDH2	
MITF-M-dependent gene expression	-0E00	1.05E-02	NaN	CEACAM1	
Hepatitis B Chronic Liver Pathogenesis Signaling Pathway	-0E00	5.32E-03	NaN	IL1B	
TRIM21 Intracellular Antibody Signaling Pathway	-0E00	3.53E-03	NaN	IGLV1-51,IL1B	
ID3 Signaling Pathway	-0E00	5.17E-03	NaN	CXCL1,CXCL8,ESR1,IGLV1-51,NOX4	
Tuberculosis Latent Signaling Pathway	-0E00	1.11E-02	NaN	CD36	
Tight Junction Signaling	-0E00	5.52E-03	NaN	MYO5C	
TR/RXR Activation	-0E00	7.63E-03	NaN	SLC16A2	
14-3-3-mediated Signaling	-0E00	7.58E-03	NaN	PLCZ1	
Clathrin-mediated Endocytosis Signaling	-0E00	9.57E-03	NaN	SAA4,SERPINA1	
Role of NFAT in Regulation of the Immune Response	-0E00	3.82E-03	NaN	CD28,HLA-DPA1,HLA-DRB1,IGLV1-51	
FcγRIIB Signaling in B Lymphocytes	-0E00	3.75E-03	NaN	CACNA1D,IGLV1-51	
LPS-stimulated MAPK Signaling	-0E00	1.18E-02	NaN	TLR4	
CCR5 Signaling in Macrophages	-0E00	2E-03	NaN	CACNA1D	
Calcium-induced T Lymphocyte Apoptosis	-0E00	4.3E-03	NaN	HLA-DPA1,HLA-DRB1	
fMLP Signaling in Neutrophils	-0E00	7.52E-03	NaN	NOX4	
CTLA4 Signaling in Cytotoxic T Lymphocytes	-0E00	6.56E-03	NaN	CD28,HLA-DPA1,HLA-DRB1,VAV3	
T Helper Cell Differentiation	-0E00	8.44E-03	NaN	CD28,HLA-DPA1,HLA-DRB1,STAT4	
CCR3 Signaling in Eosinophils	-0E00	7.35E-03	NaN	PLA2G4C	
CD28 Signaling in T Helper Cells	-0E00	5.75E-03	NaN	CD28,HLA-DPA1,HLA-DRB1	
IL-15 Signaling	-0E00	5.69E-03	NaN	CSF2,CXCL8,IGLV1-51	
Endothelin-1 Signaling	-0E00	1.03E-02	NaN	PLA2G4C,PLCZ1	
Docosahexaenoic Acid (DHA) Signaling	-0E00	1.2E-02	NaN	IL1B,PLA2G4C,PLCZ1	
Thrombin Signaling	-0E00	8.97E-03	NaN	ARHGEF37,PLCZ1	
Cardiac Hypertrophy Signaling	-0E00	7.66E-03	NaN	CACNA1D,PLCZ1	
CDK5 Signaling	-0E00	9.43E-03	NaN	LAMC2	
ICOS-ICOSL Signaling in T Helper Cells	-0E00	5.86E-03	NaN	CD28,HLA-DPA1,HLA-DRB1	
Lipid Antigen Presentation by CD1	-0E00	2.42E-03	NaN	PSAP	
Corticotropin Releasing Hormone Signaling	-0E00	6.45E-03	NaN	CACNA1D	
GNRH Signaling	-0E00	5.18E-03	NaN	CACNA1D	
ATM Signaling	-0E00	1E-02	NaN	H4C9	
Androgen Signaling	-0E00	1.14E-02	NaN	CACNA1D,SHBG	
Germ Cell-Sertoli Cell Junction Signaling	-0E00	1.17E-02	NaN	CTNNA2,EPN3	
Type I Diabetes Mellitus Signaling	-0E00	7.81E-03	NaN	CD28,HLA-DPA1,HLA-DRB1,IL1B	
Allograft Rejection Signaling	-0E00	6.09E-03	NaN	CD28,HLA-DPA1,HLA-DRB1	
Autoimmune Thyroid Disease Signaling	-0E00	8.64E-03	NaN	CD28,HLA-DPA1,HLA-DRB1,TG	
Chronic Myeloid Leukemia Signaling	-0E00	7.12E-03	NaN	FZD3,PLCZ1	
p70S6K Signaling	-0E00	3.44E-03	NaN	IGLV1-51,PLCZ1	
mTOR Signaling	-0E00	4.67E-03	NaN	PRR5L	
G Protein Signaling Mediated by Tubby	-0E00	2.13E-03	NaN	VAV3	
Communication between Innate and Adaptive Immune Cells	-0E00	1.06E-02	NaN	CCR7,CD28,CSF2,CXCL8,HLA-DRB1,IGLV1-51,IL1A,IL1B,IL36B,TLR4	
Sphingosine-1-phosphate Signaling	-0E00	8.4E-03	NaN	PLCZ1	
Systemic Lupus Erythematosus Signaling	-0E00	5.62E-03	NaN	C7,CD28,IGLV1-51,IL1A,IL1B,IL36B	
CDC42 Signaling	-0E00	3.46E-03	NaN	HLA-DPA1,HLA-DRB1	
ILK Signaling	-0E00	1.02E-02	NaN	BMP2,MYO5C	
FAK Signaling	-0E00	1.16E-02	NaN	ADGRD1,C5AR1,CALCRL,CAPN3,CCR7,FLT1,FZD3,GPR35,GPR37L1,IL13RA2,PTGER3,RGR	
EIF2 Signaling	-0E00	4.2E-03	NaN	NOX4	
Hereditary Breast Cancer Signaling	-0E00	7.25E-03	NaN	ESR1	
RAC Signaling	-0E00	7.3E-03	NaN	NOX4	
Phospholipase C Signaling	-0E00	1.78E-03	NaN	IGLV1-51,PLA2G4C	
Ovarian Cancer Signaling	-0E00	6.29E-03	NaN	FZD3	
HER-2 Signaling in Breast Cancer	-0E00	4.41E-03	NaN	IL1A	
Altered T Cell and B Cell Signaling in Rheumatoid Arthritis	-0E00	9.54E-03	NaN	CD28,CSF2,HLA-DPA1,HLA-DRB1,IGLV1-51,IL1A,IL1B,IL36B,TLR4	
Protein Kinase A Signaling	-0E00	5.05E-03	NaN	PLCZ1,PTPRR	
B Cell Development	-0E00	6.11E-03	NaN	HLA-DPA1,HLA-DRB1,IGLV1-51	
Glioblastoma Multiforme Signaling	-0E00	1.17E-02	NaN	FZD3,PLCZ1	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	-0E00	4.28E-03	NaN	CD28,VAV3	
NUR77 Signaling in T Lymphocytes	-0E00	5.78E-03	NaN	CD28,HLA-DPA1,HLA-DRB1	
PKCθ Signaling in T Lymphocytes	-0E00	8.93E-03	NaN	CACNA1D,CD28,HLA-DPA1,HLA-DRB1,VAV3	
Role of MAPK Signaling in the Pathogenesis of Influenza	-0E00	1.19E-02	NaN	PLA2G4C	
Antiproliferative Role of TOB in T Cell Signaling	-0E00	2.35E-03	NaN	CD28	
OX40 Signaling Pathway	-0E00	4.15E-03	NaN	HLA-DPA1,HLA-DRB1	
PI3K Signaling in B Lymphocytes	-0E00	6.76E-03	NaN	IGLV1-51,PLCZ1,TLR4,VAV3	
P2Y Purinergic Receptor Signaling Pathway	-0E00	7.46E-03	NaN	PLCZ1	
Signaling by Rho Family GTPases	-0E00	1.12E-02	NaN	CDH26,CDH7,NOX4	
Hematopoiesis from Pluripotent Stem Cells	-0E00	1.12E-02	NaN	CSF2,CSF3,CXCL8,IL1A,LIF	
Ephrin A Signaling	-0E00	7.14E-03	NaN	VAV3	
Netrin Signaling	-0E00	5.71E-03	NaN	CACNA1D	
Heparan Sulfate Biosynthesis	-0E00	9.9E-03	NaN	ALDH2	
Heparan Sulfate Biosynthesis (Late Stages)	-0E00	1.06E-02	NaN	ALDH2	
D-myo-inositol-5-phosphate Metabolism	-0E00	4.9E-03	NaN	PLCZ1	
Superpathway of Inositol Phosphate Compounds	-0E00	4.15E-03	NaN	PLCZ1	
Epithelial Adherens Junction Signaling	-0E00	6.33E-03	NaN	CTNNA2	
Gαi Signaling	-0E00	6.8E-03	NaN	PTGER3	
Regulation of Cellular Mechanics by Calpain Protease	-0E00	1.12E-02	NaN	CAPN3	
Regulation of the Epithelial-Mesenchymal Transition Pathway	-0E00	5.15E-03	NaN	FZD3	
TEC Kinase Signaling	-0E00	5.19E-03	NaN	STAT4,TLR4,VAV3	
Estrogen Receptor Signaling	-0E00	9.73E-03	NaN	CACNA1D,ESR1,MMP1,PLCZ1	
ERK/MAPK Signaling	-0E00	9.09E-03	NaN	ESR1,PLA2G4C	
PI3K/AKT Signaling	-0E00	5E-03	NaN	IL13RA2	
PTEN Signaling	-0E00	6.62E-03	NaN	FLT1	
Cardiac β-adrenergic Signaling	-0E00	5.88E-03	NaN	CACNA1D	
JAK/STAT Signaling	-0E00	1.2E-02	NaN	STAT4	
IL-4 Signaling	-0E00	6.96E-03	NaN	COL9A2,HLA-DPA1,HLA-DRB1,PRR5L	
B Cell Receptor Signaling	-0E00	3.13E-03	NaN	IGLV1-51,VAV3	
WNT/β-catenin Signaling	-0E00	5.78E-03	NaN	FZD3	
Integrin Signaling	-0E00	4.76E-03	NaN	CAPN3	
Death Receptor Signaling	-0E00	1.03E-02	NaN	PARP15	
IGF-1 Signaling	-0E00	9.52E-03	NaN	IGFBP2	
cAMP-mediated signaling	-0E00	4.15E-03	NaN	PTGER3	
TGF-β Signaling	-0E00	1.03E-02	NaN	BMP2	
Apoptosis Signaling	-0E00	9.43E-03	NaN	CAPN3	
VEGF Signaling	-0E00	1.03E-02	NaN	FLT1	
T Cell Receptor Signaling	-0E00	8.04E-03	NaN	CD28,CSF2,HLA-DPA1,HLA-DRB1,VAV3	
BMP signaling pathway	-0E00	1.11E-02	NaN	BMP2	
Phagosome Maturation	-0E00	1.17E-02	NaN	HLA-DRB1,NOX4	
Autophagy	-0E00	4.57E-03	NaN	TLR4	
Sirtuin Signaling Pathway	-0E00	6.73E-03	NaN	CXCL8,H4C9	
Opioid Signaling Pathway	-0E00	1.07E-02	NaN	CACNA1D,GRIN2A,KCNJ6	
Th17 Activation Pathway	-0E00	8.16E-03	NaN	CSF2,IL1B,IRAK2,STAT4	
Apelin Cardiomyocyte Signaling Pathway	-0E00	1E-02	NaN	PLCZ1	
Apelin Endothelial Signaling Pathway	-0E00	6.9E-03	NaN	VCAM1	
T Cell Exhaustion Signaling Pathway	-0E00	7.05E-03	NaN	CD28,HLA-DPA1,HLA-DRB1,STAT4	
Systemic Lupus Erythematosus in T Cell Signaling Pathway	-0E00	6.2E-03	NaN	CD28,ESR1,HLA-DPA1,HLA-DRB1	
Systemic Lupus Erythematosus in B Cell Signaling Pathway	-0E00	9.62E-03	NaN	CSF2,CXCL8,IGLV1-51,IL1A,IL1B,IL36B,LIF	
White Adipose Tissue Browning Pathway	-0E00	7.19E-03	NaN	CACNA1D	
Semaphorin Neuronal Repulsive Signaling Pathway	-0E00	6.8E-03	NaN	SEMA3E	
Regulation of the Epithelial Mesenchymal Transition by Growth Factors Pathway	-0E00	5.15E-03	NaN	MMP1	
Regulation of the Epithelial Mesenchymal Transition in Development Pathway	-0E00	1.16E-02	NaN	FZD3	
Kinetochore Metaphase Signaling Pathway	-0E00	9.71E-03	NaN	DNAH3	
MSP-RON Signaling in Cancer Cells Pathway	-0E00	6.99E-03	NaN	MST1R	
Ephrin Receptor Signaling	-0E00	4.95E-03	NaN	GRIN2A	
Role of MAPK Signaling in Promoting the Pathogenesis of Influenza	-0E00	8.77E-03	NaN	PLA2G4C	
