© 2000-2025 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Binding and Uptake of Ligands by Scavenger Receptors	8.23E-01	1.75E-02	NaN	COL4A1,COL4A2	
Hedgehog 'off' state	8.23E-01	1.75E-02	NaN	GLI2,SKP2	
Syndecan interactions	8.23E-01	3.7E-02	NaN	ITGB4	
Thrombin Signaling	8.2E-01	1.35E-02	NaN	CAMK4,DIRAS3,PIK3CD	
Amyotrophic Lateral Sclerosis Signaling	8.05E-01	1.71E-02	NaN	GDNF,PIK3CD	
Cerebral Malformation Signaling Pathway	8.05E-01	1.71E-02	NaN	KLF2,PIK3CD	
Cholecystokinin/Gastrin-mediated Signaling	8.05E-01	1.71E-02	NaN	DIRAS3,FOS	
Paracetamol ADME	7.94E-01	3.45E-02	NaN	SULT1E1	
Role of p14/p19ARF in Tumor Suppression	7.94E-01	3.45E-02	NaN	PIK3CD	
Sphingosine-1-phosphate Signaling	7.94E-01	1.68E-02	NaN	DIRAS3,PIK3CD	
Fc Epsilon RI Signaling	7.88E-01	1.67E-02	NaN	INPP5J,PIK3CD	
Signaling by CSF3 (G-CSF)	7.81E-01	3.33E-02	NaN	SOCS3	
IL-13 Signaling Pathway	7.71E-01	1.63E-02	NaN	PIK3CD,SOCS3	
Sertoli Cell-Germ Cell Junction Signaling Pathway (Enhanced)	7.69E-01	1.27E-02	NaN	FOS,FOSB,PIK3CD	
Signaling by CSF1 (M-CSF) in myeloid cells	7.68E-01	3.23E-02	NaN	PIK3CD	
Sonic Hedgehog Signaling	7.68E-01	3.23E-02	NaN	GLI2	
Osteoarthritis Pathway	7.62E-01	1.26E-02	NaN	GLI2,HES1,ITGB4	
Surfactant metabolism	7.55E-01	3.12E-02	NaN	LMCD1	
Gαs Signaling	7.5E-01	1.57E-02	NaN	PTGER2,RYR3	
Actin Cytoskeleton Signaling	7.47E-01	1.24E-02	NaN	ITGB4,PAK3,PIK3CD	
IL-12 Signaling and Production in Macrophages	7.47E-01	1.24E-02	NaN	FOS,PIK3CD,SOCS3	
Glioma Signaling	7.45E-01	1.56E-02	NaN	CAMK4,PIK3CD	
Pancreatic Secretion Signaling Pathway	7.43E-01	1.23E-02	NaN	PIK3CD,RYR3,STXBP6	
MAPK targets/ Nuclear events mediated by MAP kinases	7.43E-01	3.03E-02	NaN	FOS	
TNFR2 Signaling	7.43E-01	3.03E-02	NaN	FOS	
Neddylation	7.33E-01	1.22E-02	NaN	CISH,SKP2,SOCS3	
Signaling by NOTCH2	7.32E-01	2.94E-02	NaN	HES1	
Costimulation by the CD28 family	7.29E-01	1.53E-02	NaN	PAK3,PIK3CD	
14-3-3-mediated Signaling	7.24E-01	1.52E-02	NaN	FOS,PIK3CD	
Oxytocin in Spinal Neurons Signaling Pathway	7.2E-01	2.86E-02	NaN	OXTR	
Transcriptional Regulation by NPAS4	7.2E-01	2.86E-02	NaN	FOS	
P2Y Purinergic Receptor Signaling Pathway	7.15E-01	1.49E-02	NaN	FOS,PIK3CD	
Striated Muscle Contraction	7.09E-01	2.78E-02	NaN	TPM1	
CCR3 Signaling in Eosinophils	7.05E-01	1.47E-02	NaN	PAK3,PIK3CD	
Fatty acyl-CoA biosynthesis	6.99E-01	2.7E-02	NaN	SCD	
Nucleotide Excision Repair Pathway	6.99E-01	2.7E-02	NaN	POLR2J2/POLR2J3	
Reelin Signaling in Neurons	6.95E-01	1.45E-02	NaN	PAFAH1B3,PIK3CD	
Metabolism of steroid hormones	6.88E-01	2.63E-02	NaN	TSPOAP1	
Fanconi Anemia Pathway	6.88E-01	2.63E-02	NaN	SLX1B	
Signaling by NOTCH4	6.81E-01	1.42E-02	NaN	HES1,PIK3CD	
Th2 Pathway	6.81E-01	1.42E-02	NaN	PIK3CD,SOCS3	
FLT3 Signaling	6.78E-01	2.56E-02	NaN	BCL2L11	
Hedgehog 'on' state	6.68E-01	1.39E-02	NaN	GLI2,PIK3CD	
Bone Mineralization Signaling Pathway	6.68E-01	1.39E-02	NaN	WNT3,WNT5B	
DAG and IP3 signaling	6.59E-01	2.44E-02	NaN	CAMK4	
Circadian Rhythm Signaling	6.54E-01	1.11E-02	NaN	PER1,PER3,RYR3	
Regulation of beta-cell development	6.5E-01	2.38E-02	NaN	HES1	
Activation of gene expression by SREBF (SREBP)	6.5E-01	2.38E-02	NaN	SCD	
April Mediated Signaling	6.5E-01	2.38E-02	NaN	FOS	
PTEN Regulation	6.42E-01	1.33E-02	NaN	CBX2,EGR1	
Vasopressin regulates renal water homeostasis via Aquaporins	6.41E-01	2.33E-02	NaN	AQP4	
Smooth Muscle Contraction	6.41E-01	2.33E-02	NaN	TPM1	
B Cell Activating Factor Signaling	6.41E-01	2.33E-02	NaN	FOS	
Dilated Cardiomyopathy Signaling Pathway	6.38E-01	1.32E-02	NaN	CAMK4,TPM1	
Factors Promoting Cardiogenesis in Vertebrates	6.38E-01	1.32E-02	NaN	WNT3,WNT5B	
Transcriptional regulation by RUNX1	6.34E-01	1.32E-02	NaN	CBX2,SOCS3	
KEAP1-NFE2L2 pathway	6.34E-01	1.32E-02	NaN	PIK3CD,SKP2	
Type II Diabetes Mellitus Signaling	6.34E-01	1.32E-02	NaN	PIK3CD,SOCS3	
Netrin-1 signaling	6.32E-01	2.27E-02	NaN	SLIT2	
SUMOylation of transcription cofactors	6.32E-01	2.27E-02	NaN	CBX2	
BER (Base Excision Repair) Pathway	6.32E-01	2.27E-02	NaN	SLC19A1	
Estrogen Receptor Signaling	6.29E-01	9.73E-03	NaN	FOS,HES1,NDUFA4L2,PIK3CD	
Carboxyterminal post-translational modifications of tubulin	6.24E-01	2.22E-02	NaN	VASH2	
tRNA Splicing	6.24E-01	2.22E-02	NaN	GDPD3	
IL-10 Signaling	6.21E-01	1.29E-02	NaN	FOS,SOCS3	
Eicosanoid Signaling	6.18E-01	1.06E-02	NaN	EGR1,PIK3CD,PTGER2	
MIF Regulation of Innate Immunity	6.15E-01	2.17E-02	NaN	FOS	
Apelin Pancreas Signaling Pathway	6.15E-01	2.17E-02	NaN	PIK3CD	
Oxytocin Signaling Pathway	6.09E-01	1.05E-02	NaN	FOS,OXTR,PIK3CD	
SUMOylation of RNA binding proteins	6.07E-01	2.13E-02	NaN	CBX2	
G alpha (z) signalling events	5.99E-01	2.08E-02	NaN	RGS16	
eNOS Signaling	5.98E-01	1.24E-02	NaN	AQP4,PIK3CD	
iNOS Signaling	5.92E-01	2.04E-02	NaN	FOS	
Signaling by NOTCH3	5.84E-01	2E-02	NaN	HES1	
Melanoma Signaling	5.84E-01	2E-02	NaN	PIK3CD	
MYC Mediated Apoptosis Signaling	5.84E-01	2E-02	NaN	BCL2L11	
nNOS Signaling in Skeletal Muscle Cells	5.84E-01	2E-02	NaN	RYR3	
Transcriptional and post-translational regulation of MITF-M expression and activity	5.77E-01	1.96E-02	NaN	EDN1	
Assembly of RNA Polymerase II Complex	5.77E-01	1.96E-02	NaN	POLR2J2/POLR2J3	
UVC-Induced MAPK Signaling	5.77E-01	1.96E-02	NaN	FOS	
TEC Kinase Signaling	5.71E-01	8.65E-03	NaN	DIRAS3,FOS,ITGB4,PAK3,PIK3CD	
Signaling by TGF-beta Receptor Complex	5.56E-01	1.85E-02	NaN	LTBP4	
WNT/β-catenin Signaling	5.54E-01	1.16E-02	NaN	WNT3,WNT5B	
Signaling by PTK6	5.49E-01	1.82E-02	NaN	SOCS3	
Somitogenesis	5.49E-01	1.82E-02	NaN	LFNG	
Lymphotoxin β Receptor Signaling	5.49E-01	1.82E-02	NaN	PIK3CD	
Netrin Signaling	5.47E-01	1.14E-02	NaN	PIK3CD,RYR3	
CSDE1 Signaling Pathway	5.42E-01	1.79E-02	NaN	FOS	
CD27 Signaling in Lymphocytes	5.42E-01	1.79E-02	NaN	FOS	
CNTF Signaling	5.42E-01	1.79E-02	NaN	PIK3CD	
Folate Signaling Pathway	5.36E-01	1.75E-02	NaN	SLC19A1	
Cell Cycle Control of Chromosomal Replication	5.36E-01	1.75E-02	NaN	CDK15	
Circadian Clock	5.29E-01	1.72E-02	NaN	PER1	
Role of CHK Proteins in Cell Cycle Checkpoint Control	5.29E-01	1.72E-02	NaN	SLC19A1	
Role of IL-17A in Arthritis	5.29E-01	1.72E-02	NaN	PIK3CD	
Cancer Drug Resistance by Drug Efflux	5.29E-01	1.72E-02	NaN	PIK3CD	
Erythropoietin Signaling Pathway	5.27E-01	1.1E-02	NaN	FOS,PIK3CD	
Signaling by ERBB4	5.23E-01	1.69E-02	NaN	CXCL12	
Endometrial Cancer Signaling	5.17E-01	1.67E-02	NaN	PIK3CD	
Dermatan Sulfate Biosynthesis (Late Stages)	5.17E-01	1.67E-02	NaN	SULT1E1	
MicroRNA Biogenesis Signaling Pathway	5.08E-01	1.07E-02	NaN	PIK3CD,POLR2J2/POLR2J3	
Kinesins	5.05E-01	1.61E-02	NaN	KIF18A	
MSP-RON Signaling Pathway	5.05E-01	1.61E-02	NaN	PIK3CD	
Regulation of eIF4 and p70S6K Signaling	5.05E-01	1.06E-02	NaN	ITGB4,PIK3CD	
Glutaminergic Receptor Signaling Pathway (Enhanced)	5.05E-01	9.2E-03	NaN	CAMK4,PIK3CD,SLC1A3	
D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis	5.02E-01	1.06E-02	NaN	NUDT11,SOCS3	
D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis	5.02E-01	1.06E-02	NaN	NUDT11,SOCS3	
Transcriptional Regulation by MECP2	5E-01	1.59E-02	NaN	CAMK4	
Chondroitin Sulfate Biosynthesis (Late Stages)	5E-01	1.59E-02	NaN	SULT1E1	
Mitochondrial biogenesis	4.94E-01	1.56E-02	NaN	CAMK4	
Semaphorin interactions	4.94E-01	1.56E-02	NaN	PAK3	
ERB2-ERBB3 Signaling	4.94E-01	1.56E-02	NaN	PIK3CD	
Xenobiotic Metabolism Signaling	4.94E-01	9.06E-03	NaN	CAMK4,PIK3CD,SULT1E1	
Leukocyte Extravasation Signaling	4.87E-01	1.03E-02	NaN	CXCL12,PIK3CD	
IL-33 Signaling Pathway	4.84E-01	1.03E-02	NaN	FOS,PIK3CD	
Pyridoxal 5'-phosphate Salvage Pathway	4.83E-01	1.52E-02	NaN	PAK3	
WNT/Ca+ pathway	4.83E-01	1.52E-02	NaN	WNT5B	
Abacavir ADME	4.78E-01	1.49E-02	NaN	PIK3CD	
Ribavirin ADME	4.78E-01	1.49E-02	NaN	PIK3CD	
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	4.78E-01	1.49E-02	NaN	PIK3CD	
ERBB4 Signaling	4.78E-01	1.49E-02	NaN	PIK3CD	
SPINK1 General Cancer Pathway	4.78E-01	1.49E-02	NaN	PIK3CD	
TCF dependent signaling in response to WNT	4.76E-01	1.01E-02	NaN	TERT,WNT3	
Agrin Interactions at Neuromuscular Junction	4.73E-01	1.47E-02	NaN	PAK3	
IL-17A Signaling in Airway Cells	4.73E-01	1.47E-02	NaN	PIK3CD	
Glutamate Receptor Signaling	4.73E-01	1.47E-02	NaN	SLC1A3	
Mitotic G2-G2/M phases	4.7E-01	1E-02	NaN	BORA,MZT2A	
Cell Cycle: G1/S Checkpoint Regulation	4.67E-01	1.45E-02	NaN	SKP2	
Oxytocin in Brain Signaling Pathway	4.67E-01	9.95E-03	NaN	OXTR,PIK3CD	
Adrenomedullin signaling pathway	4.64E-01	9.9E-03	NaN	FOS,PIK3CD	
TP53 Regulates Transcription of DNA Repair Genes	4.62E-01	1.43E-02	NaN	FOS	
Natural Killer Cell Signaling	4.62E-01	9.85E-03	NaN	PAK3,PIK3CD	
Systemic Lupus Erythematosus in T Cell Signaling Pathway	4.59E-01	7.75E-03	NaN	CAMK4,DIRAS3,FOS,PIK3CD,ZBTB12	
Intra-Golgi and retrograde Golgi-to-ER traffic	4.59E-01	9.8E-03	NaN	KIF18A,PAFAH1B3	
D-myo-inositol-5-phosphate Metabolism	4.59E-01	9.8E-03	NaN	NUDT11,SOCS3	
SUMOylation of chromatin organization proteins	4.57E-01	1.41E-02	NaN	CBX2	
Chondroitin Sulfate Biosynthesis	4.57E-01	1.41E-02	NaN	SULT1E1	
Beta-catenin independent WNT signaling	4.56E-01	9.76E-03	NaN	PIK3CD,WNT5B	
Mitotic Prometaphase	4.56E-01	9.76E-03	NaN	KIF18A,MZT2A	
Ephrin B Signaling	4.48E-01	1.37E-02	NaN	CXCL12	
Dermatan Sulfate Biosynthesis	4.48E-01	1.37E-02	NaN	SULT1E1	
Clathrin-mediated Endocytosis Signaling	4.45E-01	9.57E-03	NaN	ITGB4,PIK3CD	
Senescence-Associated Secretory Phenotype (SASP)	4.43E-01	1.35E-02	NaN	FOS	
ERK5 Signaling	4.43E-01	1.35E-02	NaN	FOS	
Coronavirus Pathogenesis Pathway	4.4E-01	9.48E-03	NaN	BCL2L11,FOS	
Extra-nuclear estrogen signaling	4.38E-01	1.33E-02	NaN	FOS	
Plasma lipoprotein assembly, remodeling, and clearance	4.34E-01	1.32E-02	NaN	MYLIP	
mTOR Signaling	4.33E-01	9.35E-03	NaN	DIRAS3,PIK3CD	
Pre-NOTCH Expression and Processing	4.29E-01	1.3E-02	NaN	LFNG	
Signaling by NOTCH1	4.29E-01	1.3E-02	NaN	HES1	
SUMOylation of DNA damage response and repair proteins	4.29E-01	1.3E-02	NaN	CBX2	
Antiproliferative Role of Somatostatin Receptor 2	4.29E-01	1.3E-02	NaN	PIK3CD	
HIPPO signaling	4.29E-01	1.3E-02	NaN	SKP2	
Toll-like Receptor Signaling	4.29E-01	1.3E-02	NaN	FOS	
VDR/RXR Activation	4.25E-01	1.28E-02	NaN	HES1	
NF-κB Activation by Viruses	4.25E-01	1.28E-02	NaN	PIK3CD	
Hypoxia Signaling in the Cardiovascular System	4.25E-01	1.28E-02	NaN	EDN1	
IL-7 Signaling Pathway	4.21E-01	1.27E-02	NaN	PIK3CD	
Cachexia Signaling Pathway	4.19E-01	8.15E-03	NaN	PHGDH,PIK3CD,SOCS3	
G alpha (12/13) signalling events	4.16E-01	1.25E-02	NaN	NET1	
Role of BRCA1 in DNA Damage Response	4.16E-01	1.25E-02	NaN	SLC19A1	
FLT3 Signaling in Hematopoietic Progenitor Cells	4.08E-01	1.22E-02	NaN	PIK3CD	
Role of NFAT in Cardiac Hypertrophy	3.97E-01	8.73E-03	NaN	CAMK4,PIK3CD	
Activation of NMDA receptors and postsynaptic events	3.96E-01	1.18E-02	NaN	CAMK4	
TP53 Regulates Metabolic Genes	3.96E-01	1.18E-02	NaN	G6PD	
Class I MHC mediated antigen processing and presentation	3.95E-01	7.87E-03	NaN	MYLIP,SKP2,SOCS3	
Cyclins and Cell Cycle Regulation	3.92E-01	1.16E-02	NaN	SKP2	
FGF Signaling	3.92E-01	1.16E-02	NaN	PIK3CD	
Neurovascular Coupling Signaling Pathway	3.9E-01	8.62E-03	NaN	RYR3,SLC1A3	
Regulation of mitotic cell cycle	3.85E-01	1.14E-02	NaN	SKP2	
Telomere Maintenance	3.81E-01	1.12E-02	NaN	TERT	
NAP1L1 Transcription Regulation Signaling Pathway	3.81E-01	1.12E-02	NaN	PIK3CD	
Regulation of Cellular Mechanics by Calpain Protease	3.81E-01	1.12E-02	NaN	ITGB4	
Opioid Signalling	3.77E-01	1.11E-02	NaN	CAMK4	
RAB GEFs exchange GTP for GDP on RABs	3.77E-01	1.11E-02	NaN	DENND2A	
BMP signaling pathway	3.77E-01	1.11E-02	NaN	CAMK4	
Degradation of beta-catenin by the destruction complex	3.74E-01	1.1E-02	NaN	SKP2	
Cell junction organization	3.7E-01	1.09E-02	NaN	ITGB4	
MAPK6/MAPK4 signaling	3.7E-01	1.09E-02	NaN	PAK3	
Acute Myeloid Leukemia Signaling	3.7E-01	1.09E-02	NaN	PIK3CD	
Unfolded protein response	3.7E-01	1.09E-02	NaN	INSIG1	
Protein Kinase A Signaling	3.7E-01	7.58E-03	NaN	GDPD3,H1-10,RYR3	
EPH-Ephrin signaling	3.67E-01	1.08E-02	NaN	PAK3	
Heparan Sulfate Biosynthesis (Late Stages)	3.63E-01	1.06E-02	NaN	SULT1E1	
Tuberculosis Active Signaling Pathway	3.62E-01	8.16E-03	NaN	FOS,PIK3CD	
Class B/2 (Secretin family receptors)	3.6E-01	1.05E-02	NaN	WNT3	
MITF-M-dependent gene expression	3.6E-01	1.05E-02	NaN	TERT	
Sertoli Cell-Sertoli Cell Junction Signaling	3.58E-01	8.1E-03	NaN	PAK3,PIK3CD	
Non-Small Cell Lung Cancer Signaling	3.56E-01	1.04E-02	NaN	PIK3CD	
TGF-β Signaling	3.53E-01	1.03E-02	NaN	FOS	
VEGF Signaling	3.53E-01	1.03E-02	NaN	PIK3CD	
Docosahexaenoic Acid (DHA) Signaling	3.5E-01	7.97E-03	NaN	PIK3CD,STXBP6	
p53 Signaling	3.5E-01	1.02E-02	NaN	PIK3CD	
Interferon gamma signaling	3.5E-01	1.02E-02	NaN	SOCS3	
DNA Methylation and Transcriptional Repression Signaling	3.5E-01	1.02E-02	NaN	CDK15	
IL-1 Signaling	3.5E-01	1.02E-02	NaN	FOS	
Melanocyte Development and Pigmentation Signaling	3.47E-01	1.01E-02	NaN	PIK3CD	
S Phase	3.43E-01	1E-02	NaN	SKP2	
Salvage Pathways of Pyrimidine Ribonucleotides	3.43E-01	1E-02	NaN	PAK3	
Apelin Cardiomyocyte Signaling Pathway	3.43E-01	1E-02	NaN	PIK3CD	
IL-4 Signaling	3.41E-01	6.96E-03	NaN	COL4A1,COL4A2,COL6A3,PIK3CD	
Heparan Sulfate Biosynthesis	3.4E-01	9.9E-03	NaN	SULT1E1	
GPER1 signaling	3.34E-01	9.71E-03	NaN	PIK3CD	
Mouse Embryonic Stem Cell Pluripotency	3.34E-01	9.71E-03	NaN	PIK3CD	
Cardiac Hypertrophy Signaling	3.31E-01	7.66E-03	NaN	DIRAS3,PIK3CD	
Cohesin Chromatin Regulation Pathway	3.27E-01	7.6E-03	NaN	POLR2J2/POLR2J3,PTGER2	
Apoptosis Signaling	3.25E-01	9.43E-03	NaN	BCL2L11	
WNK Renal Signaling Pathway	3.22E-01	9.35E-03	NaN	PIK3CD	
PPAR Signaling	3.19E-01	9.26E-03	NaN	FOS	
Phase II - Conjugation of compounds	3.16E-01	9.17E-03	NaN	SULT1E1	
NRF2-mediated Oxidative Stress Response	3.15E-01	7.41E-03	NaN	FOS,PIK3CD	
α-Adrenergic Signaling	3.11E-01	9.01E-03	NaN	CAMK4	
HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	3.03E-01	8.77E-03	NaN	SLX1B	
Protein Ubiquitination Pathway	3E-01	7.17E-03	NaN	SKP2,ZBTB12	
Insulin Secretion Signaling Pathway	3E-01	7.17E-03	NaN	PIK3CD,RYR3	
Prostate Cancer Signaling	2.98E-01	8.62E-03	NaN	PIK3CD	
Neuregulin Signaling	2.92E-01	8.47E-03	NaN	ITGB4	
Nitric Oxide Signaling in the Cardiovascular System	2.87E-01	8.33E-03	NaN	PIK3CD	
Huntington's Disease Signaling	2.87E-01	6.97E-03	NaN	PIK3CD,POLR2J2/POLR2J3	
NGF Signaling	2.85E-01	8.26E-03	NaN	PIK3CD	
Synthesis of DNA	2.83E-01	8.2E-03	NaN	SKP2	
IL-15 Production	2.83E-01	8.2E-03	NaN	AXL	
RHOA Signaling	2.8E-01	8.13E-03	NaN	SEPTIN4	
Synaptic Long Term Potentiation	2.78E-01	8.06E-03	NaN	CAMK4	
Pancreatic Adenocarcinoma Signaling	2.75E-01	8E-03	NaN	PIK3CD	
TCR signaling	2.73E-01	7.94E-03	NaN	PAK3	
Glycosaminoglycan metabolism	2.69E-01	7.81E-03	NaN	B3GNT7	
MHC class II antigen presentation	2.69E-01	7.81E-03	NaN	KIF18A	
Endocannabinoid Developing Neuron Pathway	2.69E-01	7.81E-03	NaN	PIK3CD	
Interleukin-1 family signaling	2.66E-01	7.75E-03	NaN	SKP2	
Clathrin-mediated endocytosis	2.66E-01	7.75E-03	NaN	PACSIN3	
Senescence Pathway	2.66E-01	6.64E-03	NaN	CBX2,PIK3CD	
Cardiac conduction	2.64E-01	7.69E-03	NaN	RYR3	
LXR/RXR Activation	2.64E-01	7.69E-03	NaN	MYLIP	
Neuroprotective Role of THOP1 in Alzheimer's Disease	2.64E-01	7.69E-03	NaN	HTRA3	
Mitotic G1 phase and G1/S transition	2.6E-01	7.58E-03	NaN	SKP2	
fMLP Signaling in Neutrophils	2.58E-01	7.52E-03	NaN	PIK3CD	
Gα12/13 Signaling	2.55E-01	7.46E-03	NaN	PIK3CD	
Atherosclerosis Signaling	2.51E-01	7.35E-03	NaN	CXCL12	
SNARE Signaling Pathway	2.47E-01	7.25E-03	NaN	STXBP6	
Role of PKR in Interferon Induction and Antiviral Response	2.47E-01	7.25E-03	NaN	FOS	
Synaptogenesis Signaling Pathway	2.45E-01	6.33E-03	NaN	PIK3CD,STXBP6	
RHO GTPases Activate Formins	2.43E-01	7.14E-03	NaN	KIF18A	
Ephrin A Signaling	2.43E-01	7.14E-03	NaN	PIK3CD	
DHCR24 Signaling Pathway	2.37E-01	6.99E-03	NaN	PIK3CD	
PIP3 activates AKT signaling	2.34E-01	6.9E-03	NaN	PIK3CD	
G alpha (s) signalling events	2.34E-01	6.9E-03	NaN	PTGER2	
C-type lectin receptors (CLRs)	2.34E-01	6.9E-03	NaN	PAK3	
Iron homeostasis signaling pathway	2.34E-01	6.9E-03	NaN	SKP2	
Gαi Signaling	2.3E-01	6.8E-03	NaN	HTR1D	
Endocannabinoid Cancer Inhibition Pathway	2.3E-01	6.8E-03	NaN	PIK3CD	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	2.17E-01	6.49E-03	NaN	PIK3CD	
Epithelial Adherens Junction Signaling	2.11E-01	6.33E-03	NaN	PAK3	
HEY1 Signaling Pathway	2.06E-01	6.21E-03	NaN	PIK3CD	
Necroptosis Signaling Pathway	2.03E-01	6.13E-03	NaN	AXL	
Xenobiotic Metabolism General Signaling Pathway	2.03E-01	6.13E-03	NaN	PIK3CD	
Macrophage Classical Activation Signaling Pathway	-0E00	5.32E-03	NaN	SOCS3	
Synaptic Long Term Depression	-0E00	5.05E-03	NaN	RYR3	
Chaperone Mediated Autophagy Signaling Pathway	-0E00	1.57E-03	NaN	PIK3CD	
NOD1/2 Signaling Pathway	-0E00	5.18E-03	NaN	FOS	
Acetylcholine Receptor Signaling Pathway	-0E00	5.05E-03	NaN	PIK3CD	
Orexin Signaling Pathway	-0E00	4.13E-03	NaN	PIK3CD	
Aryl Hydrocarbon Receptor Signaling	-0E00	5.46E-03	NaN	FOS	
LPS/IL-1 Mediated Inhibition of RXR Function	-0E00	3.36E-03	NaN	SULT1E1	
Cell surface interactions at the vascular wall	-0E00	4.67E-03	NaN	SLC7A5	
Generic Transcription Pathway	-0E00	2.33E-03	NaN	ZNF354C	
Fc epsilon receptor (FCERI) signaling	-0E00	4.85E-03	NaN	FOS	
Mitotic Metaphase and Anaphase	-0E00	4.24E-03	NaN	KIF18A	
RAF/MAP kinase cascade	-0E00	3.82E-03	NaN	GDNF	
Deubiquitination	-0E00	3.77E-03	NaN	SKP2	
Cell Cycle Checkpoints	-0E00	3.68E-03	NaN	KIF18A	
Signaling by the B Cell Receptor (BCR)	-0E00	5.88E-03	NaN	PIK3CD	
Ion channel transport	-0E00	5.46E-03	NaN	RYR3	
Mitochondrial Dysfunction	-0E00	5.8E-03	NaN	NDUFA4L2,PIK3CD	
Protein Sorting Signaling Pathway	-0E00	5.52E-03	NaN	RAB11FIP1	
FXR/RXR Activation	-0E00	5.13E-03	NaN	SOCS3	
Histone Modification Signaling Pathway	-0E00	3.33E-03	NaN	H1-10	
TRIM21 Intracellular Antibody Signaling Pathway	-0E00	1.76E-03	NaN	FOS	
ID3 Signaling Pathway	-0E00	2.07E-03	NaN	EGR1,HES1	
Tight Junction Signaling	-0E00	5.52E-03	NaN	FOS	
Role of NFAT in Regulation of the Immune Response	-0E00	1.91E-03	NaN	FOS,PIK3CD	
FcγRIIB Signaling in B Lymphocytes	-0E00	1.88E-03	NaN	PIK3CD	
CCR5 Signaling in Macrophages	-0E00	2E-03	NaN	FOS	
Cytotoxic T Lymphocyte-mediated Apoptosis of Target Cells	-0E00	2.34E-03	NaN	ZBTB12	
CTLA4 Signaling in Cytotoxic T Lymphocytes	-0E00	4.92E-03	NaN	FOS,PIK3CD,ZBTB12	
CD28 Signaling in T Helper Cells	-0E00	3.83E-03	NaN	FOS,PIK3CD	
IL-15 Signaling	-0E00	1.9E-03	NaN	PIK3CD	
Dendritic Cell Maturation	-0E00	3.29E-03	NaN	PIK3CD,ZBTB12	
ICOS-ICOSL Signaling in T Helper Cells	-0E00	1.95E-03	NaN	PIK3CD	
Androgen Signaling	-0E00	5.71E-03	NaN	POLR2J2/POLR2J3	
Aldosterone Signaling in Epithelial Cells	-0E00	5.85E-03	NaN	PIK3CD	
Type I Diabetes Mellitus Signaling	-0E00	1.95E-03	NaN	SOCS3	
p70S6K Signaling	-0E00	1.72E-03	NaN	PIK3CD	
Communication between Innate and Adaptive Immune Cells	-0E00	1.06E-03	NaN	ZBTB12	
Systemic Lupus Erythematosus Signaling	-0E00	2.81E-03	NaN	CAMK4,FOS,PIK3CD	
CDC42 Signaling	-0E00	5.19E-03	NaN	FOS,ITGB4,PAK3	
EIF2 Signaling	-0E00	4.2E-03	NaN	PIK3CD	
AMPK Signaling	-0E00	4.1E-03	NaN	PIK3CD	
Phospholipase C Signaling	-0E00	2.67E-03	NaN	CAMK4,DIRAS3,ITGB4	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	-0E00	2.14E-03	NaN	FOS	
NUR77 Signaling in T Lymphocytes	-0E00	1.93E-03	NaN	ZBTB12	
PKCθ Signaling in T Lymphocytes	-0E00	3.57E-03	NaN	FOS,PIK3CD	
Antiproliferative Role of TOB in T Cell Signaling	-0E00	2.35E-03	NaN	SKP2	
PI3K Signaling in B Lymphocytes	-0E00	3.38E-03	NaN	FOS,PIK3CD	
Dopamine-DARPP32 Feedback in cAMP Signaling	-0E00	5.62E-03	NaN	CAMK4	
Agranulocyte Adhesion and Diapedesis	-0E00	4.46E-03	NaN	CXCL12	
Granulocyte Adhesion and Diapedesis	-0E00	4.9E-03	NaN	CXCL12	
Sperm Motility	-0E00	3.89E-03	NaN	AXL	
Parkinson's Signaling Pathway	-0E00	3.16E-03	NaN	NDUFA4L2	
SAPK/JNK Signaling	-0E00	1.99E-03	NaN	PIK3CD	
Cardiac β-adrenergic Signaling	-0E00	5.88E-03	NaN	GDPD3	
B Cell Receptor Signaling	-0E00	4.7E-03	NaN	EGR1,INPP5J,PIK3CD	
NF-κB Signaling	-0E00	1.75E-03	NaN	PIK3CD	
T Cell Receptor Signaling	-0E00	4.82E-03	NaN	FOS,PIK3CD,ZBTB12	
Phagosome Maturation	-0E00	5.85E-03	NaN	ZBTB12	
Th17 Activation Pathway	-0E00	4.08E-03	NaN	PTGER2,SOCS3	
T Cell Exhaustion Signaling Pathway	-0E00	3.53E-03	NaN	FOS,PIK3CD	
Systemic Lupus Erythematosus in B Cell Signaling Pathway	-0E00	5.49E-03	NaN	BCL2L11,FOS,INPP5J,PIK3CD	
Xenobiotic Metabolism CAR Signaling Pathway	-0E00	4.29E-03	NaN	SULT1E1	
Xenobiotic Metabolism PXR Signaling Pathway	-0E00	4.52E-03	NaN	SULT1E1	
