© 2000-2025 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
NF-κB Signaling	-0E00	7.01E-03	NaN	IL33,PDGFRA,TLR7,TNFSF13B	
VEGF Signaling	-0E00	1.03E-02	NaN	ACTN2	
G-Protein Coupled Receptor Signaling	-0E00	1.12E-02	NaN	AGTR1,GPER1,GPR146,GPR68,HTR1F,LPAR1,PTGIR,RAPGEF4	
PDGF Signaling	-0E00	1.15E-02	NaN	PDGFRA	
Phagosome Maturation	-0E00	1.17E-02	NaN	CTSF,CTSO	
Autophagy	-0E00	4.57E-03	NaN	DRAM1	
Th1 Pathway	-0E00	8E-03	NaN	IL6	
Sirtuin Signaling Pathway	-0E00	1.01E-02	NaN	EPAS1,NDRG1,SOD2	
Opioid Signaling Pathway	-0E00	7.12E-03	NaN	CACNB4,RGS5	
Th17 Activation Pathway	-0E00	4.08E-03	NaN	IL6,RORA	
Apelin Adipocyte Signaling Pathway	-0E00	1.06E-02	NaN	PTGES	
Apelin Endothelial Signaling Pathway	-0E00	6.9E-03	NaN	CCL2	
T Cell Exhaustion Signaling Pathway	-0E00	3.53E-03	NaN	ACVR1C,IL6	
Systemic Lupus Erythematosus in T Cell Signaling Pathway	-0E00	3.1E-03	NaN	IL6,RHOU	
Systemic Lupus Erythematosus in B Cell Signaling Pathway	-0E00	6.87E-03	NaN	IL33,IL6,TLR7,TNFSF13B,TNFSF14	
White Adipose Tissue Browning Pathway	-0E00	7.19E-03	NaN	CACNB4	
HOTAIR Regulatory Pathway	-0E00	1.21E-02	NaN	MMP24,PCDH10	
Xenobiotic Metabolism General Signaling Pathway	-0E00	6.13E-03	NaN	UGT1A7	
Regulation of the Epithelial Mesenchymal Transition in Development Pathway	-0E00	1.16E-02	NaN	LOX	
Kinetochore Metaphase Signaling Pathway	-0E00	9.71E-03	NaN	DNAH1	
Coronavirus Replication Pathway	-0E00	6.02E-03	NaN	TMPRSS2	
