© 2000-2025 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation	8.58E-01	1E-01	NaN	EOMES	
ATF6 (ATF6-alpha) activates chaperone genes	8.58E-01	1E-01	NaN	DDIT3	
mRNA Editing	8.58E-01	1E-01	NaN	APOBEC3H	
RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)	8.58E-01	1E-01	NaN	CR1	
Prednisone ADME	8.58E-01	1E-01	NaN	CYP3A4	
Glucose and Glucose-1-phosphate Degradation	8.58E-01	1E-01	NaN	GCK	
Role of Osteoblasts in Rheumatoid Arthritis Signaling Pathway	8.32E-01	2.5E-02	NaN	BMPR1B,FZD8,MMP23B,PGF,WNT2,WNT9A	
DNA damage-induced 14-3-3σ Signaling	8.29E-01	4.35E-02	NaN	CDKN1A,SFN	
SNARE Signaling Pathway	8.27E-01	2.9E-02	NaN	ADCY5,ADCY8,MYO18B,SNAP91	
Adipogenesis pathway	8.27E-01	2.9E-02	NaN	BMPR1B,DDIT3,FZD8,ZNF423	
Opioid Signalling	8.27E-01	3.33E-02	NaN	ADCY5,ADCY8,GNA15	
Aspartate and asparagine metabolism	8.2E-01	9.09E-02	NaN	FOLH1	
NFE2L2 regulating tumorigenic genes	8.2E-01	9.09E-02	NaN	AREG	
Glycine Betaine Degradation	8.2E-01	9.09E-02	NaN	DMGDH	
STAT3 Pathway	8.19E-01	2.88E-02	NaN	BMPR1B,CDKN1A,HGF,IL22RA1	
White Adipose Tissue Browning Pathway	8.19E-01	2.88E-02	NaN	ADCY5,ADCY8,CACNA1C,PPARGC1A	
Ephrin A Signaling	8.11E-01	2.86E-02	NaN	CYBB,EPHA10,HCK,HGF	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	8.04E-01	2.6E-02	NaN	CYBB,PPM1J,RND1,RND3,TNFRSF1B	
G alpha (z) signalling events	7.99E-01	4.17E-02	NaN	ADCY5,ADCY8	
Neddylation	7.97E-01	2.44E-02	NaN	ASB16,CDKN1A,DDB2,HIF3A,KBTBD8,SPSB4	
Post-translational modification: synthesis of GPI-anchored proteins	7.97E-01	3.23E-02	NaN	ART3,LY6D,NTNG2	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	7.97E-01	3.23E-02	NaN	FYB1,HCK,INPP5D	
Senescence Pathway	7.93E-01	2.33E-02	NaN	ASXL3,ATF3,CACNA1C,CAPN6,CAPN8,CDKN1A,PPM1J	
Peptide hormone biosynthesis	7.85E-01	8.33E-02	NaN	INHBA	
Butyrophilin (BTN) family interactions	7.85E-01	8.33E-02	NaN	PPL	
Hematopoiesis from Multipotent Stem Cells	7.85E-01	8.33E-02	NaN	KITLG	
FXR/RXR Activation	7.84E-01	2.56E-02	NaN	CYP3A4,DDIT3,MTTP,NR1I2,PPARGC1A	
Hedgehog 'on' state	7.8E-01	2.78E-02	NaN	CDKL1,HHIP,SPHK1,STK32A	
Bone Mineralization Signaling Pathway	7.8E-01	2.78E-02	NaN	FZD8,GNA15,WNT2,WNT9A	
Cyclophilin Signaling Pathway	7.8E-01	2.41E-02	NaN	CYBB,DDIT3,ITK,PRLR,WNT2,WNT9A	
MITF-M-dependent gene expression	7.78E-01	3.16E-02	NaN	CDKN1A,GPR143,PPARGC1A	
Apelin Endothelial Signaling Pathway	7.73E-01	2.76E-02	NaN	ADCY5,ADCY8,GNA15,GNAO1	
ILK Signaling	7.72E-01	2.54E-02	NaN	MYO18B,PGF,PPM1J,RND1,RND3	
Meiotic recombination	7.72E-01	4E-02	NaN	H2BC13,TEX15	
MYC Mediated Apoptosis Signaling	7.72E-01	4E-02	NaN	PMAIP1,TNFRSF1B	
nNOS Signaling in Neurons	7.72E-01	4E-02	NaN	CAPN6,CAPN8	
Adrenergic Receptor Signaling Pathway (Enhanced)	7.66E-01	2.53E-02	NaN	ADCY5,ADCY8,ATP6V0D2,CACNA1C,GNAO1	
PPARα/RXRα Activation	7.66E-01	2.53E-02	NaN	ADCY5,ADCY8,ADIPOQ,GNA15,PPARGC1A	
Neutrophil degranulation	7.62E-01	2.1E-02	NaN	CD177,CR1,CYBB,IRAG2,ITGAM,NFASC,PLAC8,PNP,STOM,TNFRSF1B	
TGF-β Signaling	7.59E-01	3.09E-02	NaN	BMPR1B,INHBA,ZNF423	
Transcriptional regulation of granulopoiesis	7.58E-01	3.92E-02	NaN	CDKN1A,H2BC13	
Transcriptional and post-translational regulation of MITF-M expression and activity	7.58E-01	3.92E-02	NaN	KITLG,MC5R	
Cell Cycle: G2/M DNA Damage Checkpoint Regulation	7.58E-01	3.92E-02	NaN	CDKN1A,SFN	
Mitochondrial iron-sulfur cluster biogenesis	7.54E-01	7.69E-02	NaN	FDXR	
Nephron development	7.54E-01	7.69E-02	NaN	JAG1	
p53 Signaling	7.5E-01	3.06E-02	NaN	CDKN1A,PMAIP1,SFN	
Apoptotic execution phase	7.45E-01	3.85E-02	NaN	BMX,DSG3	
Amyloid Processing	7.45E-01	3.85E-02	NaN	CAPN6,CAPN8	
Protein folding	7.41E-01	3.03E-02	NaN	GNA15,RGS9,SPHK1	
Melanocyte Development and Pigmentation Signaling	7.41E-01	3.03E-02	NaN	ADCY5,ADCY8,KITLG	
Factors Promoting Cardiogenesis in Vertebrates	7.3E-01	2.65E-02	NaN	BMPR1B,FZD8,WNT2,WNT9A	
Sheddase Signaling Pathway	7.29E-01	2.45E-02	NaN	AREG,CCN3,ERBB4,HGF,MMP23B	
Acetylcholine binding and downstream events	7.25E-01	7.14E-02	NaN	CHRNA3	
LGI-ADAM interactions	7.25E-01	7.14E-02	NaN	LGI1	
Choline Biosynthesis III	7.25E-01	7.14E-02	NaN	PCYT1B	
Colanic Acid Building Blocks Biosynthesis	7.25E-01	7.14E-02	NaN	GALE	
Beta-catenin independent WNT signaling	7.24E-01	2.44E-02	NaN	CDKL1,FZD8,GNAO1,SPHK1,STK32A	
KEAP1-NFE2L2 pathway	7.23E-01	2.63E-02	NaN	CDKL1,CDKN1A,SPHK1,STK32A	
Type II Diabetes Mellitus Signaling	7.23E-01	2.63E-02	NaN	ADIPOQ,CACNA1C,GCK,TNFRSF1B	
RAF/MAP kinase cascade	7.11E-01	2.29E-02	NaN	AREG,ERBB4,HGF,KITLG,KSR2,RASGRF1	
Intrinsic Pathway for Apoptosis	7.08E-01	3.64E-02	NaN	PMAIP1,SFN	
Potassium Channels	7.07E-01	2.91E-02	NaN	GABBR2,KCNG3,KCNJ3	
Role of Tissue Factor in Cancer	7.06E-01	2.4E-02	NaN	GNA15,HCK,HGF,PPM1J,TNFRSF1B	
Corticotropin Releasing Hormone Signaling	7.03E-01	2.58E-02	NaN	ADCY5,ADCY8,CACNA1C,GNAO1	
DNA Damage/Telomere Stress Induced Senescence	6.96E-01	3.57E-02	NaN	CDKN1A,H2BC13	
Interleukin-3, Interleukin-5 and GM-CSF signaling	6.96E-01	3.57E-02	NaN	HCK,INPP5D	
E3 ubiquitin ligases ubiquitinate target proteins	6.96E-01	3.57E-02	NaN	H2BC13,RNF144A	
Cargo recognition for clathrin-mediated endocytosis	6.9E-01	2.86E-02	NaN	AREG,SGIP1,SNAP91	
p75 NTR receptor-mediated signalling	6.83E-01	2.53E-02	NaN	CDKL1,NGF,SPHK1,STK32A	
Apoptosis Signaling	6.82E-01	2.83E-02	NaN	CAPN6,CAPN8,TNFRSF1B	
Microautophagy Signaling Pathway	6.77E-01	2.52E-02	NaN	COL17A1,COL5A3,COL7A1,SPATA18	
Extracellular matrix organization	6.74E-01	2.8E-02	NaN	COL5A3,COL7A1,ITGA9	
Signaling by VEGF	6.74E-01	2.8E-02	NaN	CYBB,PGF,SPHK1	
Post-translational protein phosphorylation	6.74E-01	2.8E-02	NaN	AMTN,GPC3,ITIH2	
Signaling by PDGF	6.73E-01	3.45E-02	NaN	COL5A3,THBS4	
Role of CHK Proteins in Cell Cycle Checkpoint Control	6.73E-01	3.45E-02	NaN	CDKN1A,PPM1J	
Cell surface interactions at the vascular wall	6.73E-01	2.34E-02	NaN	CD177,GRB14,INPP5D,ITGAM,PSG7	
Signal regulatory protein family interactions	6.73E-01	6.25E-02	NaN	FYB1	
FOXO-mediated transcription of cell death genes	6.73E-01	6.25E-02	NaN	DDIT3	
D-myo-inositol (1,4,5)-trisphosphate Degradation	6.73E-01	6.25E-02	NaN	INPP5D	
Myelination Signaling Pathway	6.67E-01	2.13E-02	NaN	BMPR1B,ERBB4,FZD8,HCK,NGF,WNT2,WNT9A	
Signaling by ERBB4	6.62E-01	3.39E-02	NaN	ERBB4,GABRG3	
Necroptosis Signaling Pathway	6.52E-01	2.45E-02	NaN	CAPN6,CAPN8,CYBB,TNFRSF1B	
Prolactin receptor signaling	6.5E-01	5.88E-02	NaN	PRLR	
Metabolism of Angiotensinogen to Angiotensins	6.5E-01	5.88E-02	NaN	CPB1	
Transcriptional regulation of pluripotent stem cells	6.5E-01	5.88E-02	NaN	HIF3A	
FOXO-mediated transcription of cell cycle genes	6.5E-01	5.88E-02	NaN	CDKN1A	
Germ layer formation at gastrulation	6.5E-01	5.88E-02	NaN	EOMES	
1D-myo-inositol Hexakisphosphate Biosynthesis II (Mammalian)	6.5E-01	5.88E-02	NaN	INPP5D	
D-myo-inositol (1,3,4)-trisphosphate Biosynthesis	6.5E-01	5.88E-02	NaN	INPP5D	
Nuclear Cytoskeleton Signaling Pathway	6.36E-01	2.26E-02	NaN	CDH17,CDH3,HCK,ITGA9,ITGAM	
Metabolism of amine-derived hormones	6.28E-01	5.56E-02	NaN	DUOX1	
Formation of definitive endoderm	6.28E-01	5.56E-02	NaN	EOMES	
Formation of the nephric duct	6.28E-01	5.56E-02	NaN	PLAC8	
Chronic Myeloid Leukemia Signaling	6.22E-01	2.14E-02	NaN	CDKN1A,FZD8,HCK,NOTCH4,WNT2,WNT9A	
NCAM signaling for neurite out-growth	6.21E-01	3.17E-02	NaN	CACNA1C,COL5A3	
Hepatic Cholestasis	6.16E-01	2.22E-02	NaN	ADCY5,ADCY8,CYP3A4,NR1I2,TNFRSF1B	
Semaphorin interactions	6.11E-01	3.12E-02	NaN	RND1,SEMA4D	
UFMylation Signaling Pathway	6.11E-01	3.12E-02	NaN	H3C14,UFSP1	
Signaling by Activin	6.07E-01	5.26E-02	NaN	INHBA	
FOXO-mediated transcription	6.07E-01	5.26E-02	NaN	SFN	
Bile Acid Biosynthesis, Neutral Pathway	6.07E-01	5.26E-02	NaN	CYP3A4	
SPINK1 Pancreatic Cancer Pathway	6.01E-01	3.08E-02	NaN	CPB1,SPINK1	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	5.97E-01	2.18E-02	NaN	BMPR1B,FZD8,TNFRSF1B,WNT2,WNT9A	
ESR-mediated signaling	5.94E-01	2.54E-02	NaN	ERBB4,ESR2,H2BC13	
Ribonucleotide Reductase Signaling Pathway	5.88E-01	2.3E-02	NaN	CDH3,CDKN1A,H3C14,HGF	
Irritable Bowel Syndrome Signaling Pathway	5.88E-01	2.08E-02	NaN	IL22RA1,MMP23B,RND1,RND3,WNT2,WNT9A	
Bladder Cancer Signaling	5.87E-01	2.52E-02	NaN	CDKN1A,MMP23B,PGF	
Endoplasmic Reticulum Stress Pathway	5.7E-01	4.76E-02	NaN	DDIT3	
Tumor Microenvironment Pathway	5.57E-01	2.22E-02	NaN	CSPG4,HGF,MMP23B,PGF	
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by IGFBPs	5.55E-01	2.42E-02	NaN	AMTN,GPC3,ITIH2	
p38 MAPK Signaling	5.55E-01	2.42E-02	NaN	DDIT3,H3C14,TNFRSF1B	
Cellular hexose transport	5.53E-01	4.55E-02	NaN	SLC5A1	
Superpathway of D-myo-inositol (1,4,5)-trisphosphate Metabolism	5.53E-01	4.55E-02	NaN	INPP5D	
Glioma Invasiveness Signaling	5.48E-01	2.82E-02	NaN	RND1,RND3	
Histone Modification Signaling Pathway	5.43E-01	2E-02	NaN	BAZ2B,H3C14,LINC00598,PGF,SFN,USP44	
TCR signaling	5.42E-01	2.38E-02	NaN	FYB1,INPP5D,ITK	
NAD Salvage Pathway II	5.37E-01	4.35E-02	NaN	NT5M	
Apelin Cardiac Fibroblast Signaling Pathway	5.37E-01	4.35E-02	NaN	SPHK1	
COPII-mediated vesicle transport	5.31E-01	2.74E-02	NaN	AREG,COL7A1	
Ephrin B Signaling	5.31E-01	2.74E-02	NaN	GNA15,GNAO1	
Glycosaminoglycan metabolism	5.3E-01	2.34E-02	NaN	CHST9,CSPG4,GPC3	
Endocannabinoid Developing Neuron Pathway	5.3E-01	2.34E-02	NaN	ADCY5,ADCY8,GNAO1	
Clathrin-mediated endocytosis	5.24E-01	2.33E-02	NaN	AREG,SGIP1,SNAP91	
Senescence-Associated Secretory Phenotype (SASP)	5.23E-01	2.7E-02	NaN	CDKN1A,H2BC13	
ERK5 Signaling	5.23E-01	2.7E-02	NaN	NGF,SFN	
Interleukin-7 signaling	5.21E-01	4.17E-02	NaN	HGF	
RHO GTPases Activate NADPH Oxidases	5.21E-01	4.17E-02	NaN	CYBB	
IL-22 Signaling	5.21E-01	4.17E-02	NaN	IL22RA1	
Vitamin-C Transport	5.21E-01	4.17E-02	NaN	STOM	
Cachexia Signaling Pathway	5.16E-01	1.9E-02	NaN	ADCY5,ADCY8,CAPN6,CAPN8,GDF15,INHBA,TNFRSF1B	
Autism Signaling Pathway	5.1E-01	1.94E-02	NaN	CACNA1C,FZD8,GRM8,HGF,WNT2,WNT9A	
Wound Healing Signaling Pathway	5.09E-01	2.01E-02	NaN	COL17A1,COL5A3,COL7A1,PGF,TNFRSF1B	
Macropinocytosis Signaling	5.08E-01	2.63E-02	NaN	HGF,NGF	
Response to elevated platelet cytosolic Ca2+	5.07E-01	2.27E-02	NaN	HGF,PLEK,TTN	
Metabolism of cofactors	5.07E-01	4E-02	NaN	GCH1	
Growth hormone receptor signaling	5.07E-01	4E-02	NaN	PRLR	
RAR Activation	5.04E-01	1.85E-02	NaN	ADCY5,ADCY8,CDKN1A,GNA15,PDE2A,PPARGC1A,RND1,RND3	
fMLP Signaling in Neutrophils	5.02E-01	2.26E-02	NaN	CYBB,GNA15,GNAO1	
Docosahexaenoic Acid (DHA) Signaling	5.01E-01	1.99E-02	NaN	ADCY5,ADCY8,HGF,PLB1,TNFRSF1B	
Leptin Signaling in Obesity	5E-01	2.6E-02	NaN	ADCY5,ADCY8	
HIPPO signaling	5E-01	2.6E-02	NaN	PPM1J,SFN	
Gα12/13 Signaling	4.96E-01	2.24E-02	NaN	BTK,CDH17,CDH3	
GNRH Signaling	4.94E-01	2.07E-02	NaN	ADCY5,ADCY8,CACNA1C,GNA15	
PKR-mediated signaling	4.93E-01	2.56E-02	NaN	HERC5,SPHK1	
Fertilization	4.93E-01	3.85E-02	NaN	KCNU1	
Miscellaneous transport and binding events	4.93E-01	3.85E-02	NaN	DMTN	
DNA methylation	4.93E-01	3.85E-02	NaN	H2BC13	
Interleukin-20 family signaling	4.93E-01	3.85E-02	NaN	IL22RA1	
Cardiomyocyte Differentiation via BMP Receptors	4.93E-01	3.85E-02	NaN	BMPR1B	
Bupropion Degradation	4.93E-01	3.85E-02	NaN	CYP3A4	
Pregnenolone Biosynthesis	4.93E-01	3.85E-02	NaN	CYP11A1	
Ethanol Degradation IV	4.93E-01	3.85E-02	NaN	ACSS1	
Signaling by MET	4.85E-01	2.53E-02	NaN	COL5A3,HGF	
Caveolar-mediated Endocytosis Signaling	4.85E-01	2.53E-02	NaN	ITGA9,ITGAM	
RAC Signaling	4.8E-01	2.19E-02	NaN	CYBB,ITGA9,ITGAM	
Ferroptosis Signaling Pathway	4.8E-01	2.19E-02	NaN	CDKN1A,CYBB,GCH1	
Syndecan interactions	4.79E-01	3.7E-02	NaN	COL5A3	
Digestion	4.79E-01	3.7E-02	NaN	CEL	
Cardiogenesis	4.79E-01	3.7E-02	NaN	EOMES	
Histidine Degradation VI	4.79E-01	3.7E-02	NaN	CYP11A1	
TCF dependent signaling in response to WNT	4.72E-01	2.02E-02	NaN	FZD8,H2BC13,RSPO2,WNT9A	
Signaling by NTRK1 (TRKA)	4.71E-01	2.47E-02	NaN	NGF,RIT2	
Role of JAK family kinases in IL-6-type Cytokine Signaling	4.71E-01	2.47E-02	NaN	PGF,VIP	
Pathogen Induced Cytokine Storm Signaling Pathway	4.71E-01	1.83E-02	NaN	COL17A1,COL5A3,COL7A1,EOMES,PGF,PRDM1,TNFRSF1B	
Hematoma Resolution Signaling Pathway	4.7E-01	1.93E-02	NaN	CYBB,ITGAM,MMP23B,S1PR4,UCP2	
RHO GTPases activate PKNs	4.66E-01	3.57E-02	NaN	SFN	
Activated PKN1 stimulates transcription of AR regulated genes KLK2 and KLK3	4.66E-01	3.57E-02	NaN	H2BC13	
Oxytocin in Brain Signaling Pathway	4.59E-01	1.99E-02	NaN	CACNA1C,DDIT3,GNAO1,PLB1	
Adrenomedullin signaling pathway	4.55E-01	1.98E-02	NaN	ADCY5,ADCY8,GNA15,TTN	
SUMOylation of intracellular receptors	4.54E-01	3.45E-02	NaN	NR1I2	
SIRT1 negatively regulates rRNA expression	4.54E-01	3.45E-02	NaN	H2BC13	
EGR2 and SOX10-mediated initiation of Schwann cell myelination	4.54E-01	3.45E-02	NaN	DRP2	
TEC Kinase Signaling	4.51E-01	1.73E-02	NaN	BMX,BTK,GNA15,GNAO1,HCK,ITGA9,ITGAM,ITK,RND1,RND3	
PI Metabolism	4.51E-01	2.38E-02	NaN	BMX,INPP5D	
Transcriptional regulation of white adipocyte differentiation	4.51E-01	2.38E-02	NaN	ADIPOQ,PPARGC1A	
MSP-RON Signaling in Cancer Cells Pathway	4.49E-01	2.1E-02	NaN	PGF,SFN,ST14	
Role of Chondrocytes in Rheumatoid Arthritis Signaling Pathway	4.44E-01	2.08E-02	NaN	MMP23B,PGF,TNFRSF1B	
Signaling by CSF3 (G-CSF)	4.42E-01	3.33E-02	NaN	HCK	
Neuroinflammation Signaling Pathway	4.39E-01	1.82E-02	NaN	CYBB,GABBR2,GABRG3,GABRR3,KCNJ3,NGF	
Cyclins and Cell Cycle Regulation	4.38E-01	2.33E-02	NaN	CDKN1A,PPM1J	
Xenobiotic Metabolism Signaling	4.36E-01	1.81E-02	NaN	CES3,CYP3A4,NR1I2,NR1I3,PPARGC1A,PPM1J	
FAK Signaling	4.35E-01	1.64E-02	NaN	ADORA2B,CAPN6,CAPN8,EDNRA,FZD8,GABBR2,GALR2,GPR143,GPR87,GRM8,GRPR,IL22RA1,ITGA9,ITGAM,MC5R,NPFFR2,S1PR4	
PDGF Signaling	4.32E-01	2.3E-02	NaN	INPP5D,SPHK1	
Nicotinate metabolism	4.31E-01	3.23E-02	NaN	RNLS	
Ubiquinol-10 Biosynthesis (Eukaryotic)	4.31E-01	3.23E-02	NaN	CYP11A1	
Sonic Hedgehog Signaling	4.31E-01	3.23E-02	NaN	HHIP	
Protein Kinase A Signaling	4.3E-01	1.77E-02	NaN	ADCY5,ADCY8,H3C14,PDE2A,PTPRU,SFN,TTN	
ABRA Signaling Pathway	4.26E-01	2.27E-02	NaN	PGF,PPARGC1A	
Toll-like Receptor Cascades	4.2E-01	3.12E-02	NaN	ITGAM	
G-protein beta:gamma signalling	4.2E-01	3.12E-02	NaN	BTK	
Thrombin signalling through proteinase activated receptors (PARs)	4.2E-01	3.12E-02	NaN	GNA15	
Surfactant metabolism	4.2E-01	3.12E-02	NaN	ADORA2B	
Chromatin modifications during the maternal to zygotic transition (MZT)	4.2E-01	3.12E-02	NaN	H2BC13	
NAP1L1 Transcription Regulation Signaling Pathway	4.2E-01	2.25E-02	NaN	CDKN1A,H3C14	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	4.17E-01	1.78E-02	NaN	FZD8,GNAO1,PGF,TNFRSF1B,WNT2,WNT9A	
RAB GEFs exchange GTP for GDP on RABs	4.14E-01	2.22E-02	NaN	DENND2D,RAB3IL1	
BMP signaling pathway	4.14E-01	2.22E-02	NaN	BMPR1B,ZNF423	
Signal amplification	4.1E-01	3.03E-02	NaN	GNA15	
Sialic acid metabolism	4.1E-01	3.03E-02	NaN	ST8SIA6	
TNFR2 Signaling	4.1E-01	3.03E-02	NaN	TNFRSF1B	
mTOR Signaling	4.08E-01	1.87E-02	NaN	PGF,PPM1J,RND1,RND3	
Keratinization	4E-01	1.85E-02	NaN	CSTA,DSG3,PPL,ST14	
Regulation of TP53 Activity through Phosphorylation	3.96E-01	2.15E-02	NaN	RAD9B,TAF7L	
ERBB Signaling	3.96E-01	2.15E-02	NaN	AREG,ERBB4	
Neutrophil Extracellular Trap Signaling Pathway	3.95E-01	1.71E-02	NaN	COL17A1,COL5A3,COL7A1,CYBB,HCK,ITGAM,PLB1	
IL-10 Signaling	3.94E-01	1.94E-02	NaN	CDKN1A,INPP5D,PRDM1	
PRC2 methylates histones and DNA	3.9E-01	2.86E-02	NaN	H2BC13	
Transcriptional Regulation by NPAS4	3.9E-01	2.86E-02	NaN	IQSEC3	
Autophagy	3.9E-01	1.83E-02	NaN	DDIT3,HGF,PPM1J,TNFRSF1B	
ERK/MAPK Signaling	3.86E-01	1.82E-02	NaN	H3C14,ITGA9,ITGAM,PPM1J	
Immunogenic Cell Death Signaling Pathway	3.85E-01	2.11E-02	NaN	DDIT3,TNFRSF1B	
Xenobiotic Metabolism PXR Signaling Pathway	3.83E-01	1.81E-02	NaN	CES3,CYP3A4,NR1I2,PPARGC1A	
Striated Muscle Contraction	3.81E-01	2.78E-02	NaN	TTN	
Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	3.81E-01	2.78E-02	NaN	CDKN1A	
Ethanol Degradation II	3.81E-01	2.78E-02	NaN	ACSS1	
Transcriptional regulation by RUNX3	3.8E-01	2.08E-02	NaN	CDKN1A,JAG1	
Prolactin Signaling	3.8E-01	2.08E-02	NaN	KCNU1,PRLR	
VEGF Signaling	3.75E-01	2.06E-02	NaN	PGF,SFN	
HMGB1 Signaling	3.73E-01	1.87E-02	NaN	RND1,RND3,TNFRSF1B	
NAFLD Signaling Pathway	3.72E-01	1.79E-02	NaN	DDIT3,PPARGC1A,PPM1J,TNFRSF1B	
Detoxification of Reactive Oxygen Species	3.72E-01	2.7E-02	NaN	CYBB	
ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression	3.72E-01	2.7E-02	NaN	H2BC13	
Replacement of protamines by nucleosomes in the male pronucleus	3.72E-01	2.7E-02	NaN	H2BC13	
Glycation Signaling Pathway	3.69E-01	1.78E-02	NaN	CYBB,DDIT3,GCK,PGF	
Inhibition of ARE-Mediated mRNA Degradation Pathway	3.65E-01	1.85E-02	NaN	PPM1J,SFN,TNFRSF1B	
Regulation of TP53 Expression and Degradation	3.63E-01	2.63E-02	NaN	PRDM1	
ATM Signaling	3.59E-01	2E-02	NaN	CDKN1A,PPM1J	
Salvage Pathways of Pyrimidine Ribonucleotides	3.59E-01	2E-02	NaN	APOBEC3H,UPP1	
Formation of Fibrin Clot (Clotting Cascade)	3.55E-01	2.56E-02	NaN	CD177	
FLT3 Signaling	3.55E-01	2.56E-02	NaN	HCK	
Sumoylation Pathway	3.54E-01	1.98E-02	NaN	RND1,RND3	
mRNA 3 Prime End Processing Signaling Pathway	3.49E-01	1.96E-02	NaN	H3C14,NGF	
Neurotransmitter release cycle	3.47E-01	2.5E-02	NaN	LIN7A	
ABC-family proteins mediated transport	3.45E-01	1.94E-02	NaN	ABCA12,ABCG4	
Response of EIF2AK4 (GCN2) to amino acid deficiency	3.45E-01	1.94E-02	NaN	ATF3,DDIT3	
LPS/IL-1 Mediated Inhibition of RXR Function	3.44E-01	1.68E-02	NaN	CYP3A4,NR1I2,NR1I3,PPARGC1A,TNFRSF1B	
Xenobiotic Metabolism CAR Signaling Pathway	3.43E-01	1.72E-02	NaN	CYP3A4,NR1I3,PPARGC1A,PPM1J	
Acetone Degradation I (to Methylglyoxal)	3.39E-01	2.44E-02	NaN	CYP3A4	
IGF-1 Signaling	3.35E-01	1.9E-02	NaN	CCN3,SFN	
MyD88:MAL(TIRAP) cascade initiated on plasma membrane	3.32E-01	2.38E-02	NaN	BTK	
Regulation of beta-cell development	3.32E-01	2.38E-02	NaN	GCK	
Paxillin Signaling	3.31E-01	1.89E-02	NaN	ITGA9,ITGAM	
DAP12 interactions	3.24E-01	2.33E-02	NaN	BTK	
Intrinsic Prothrombin Activation Pathway	3.24E-01	2.33E-02	NaN	COL5A3	
Telomerase Signaling	3.22E-01	1.85E-02	NaN	CDKN1A,PPM1J	
PPAR Signaling	3.22E-01	1.85E-02	NaN	PPARGC1A,TNFRSF1B	
Netrin Signaling	3.18E-01	1.71E-02	NaN	ADORA2B,CACNA1C,DRAXIN	
Netrin-1 signaling	3.17E-01	2.27E-02	NaN	TRPC3	
SUMOylation of transcription cofactors	3.17E-01	2.27E-02	NaN	PPARGC1A	
Assembly and cell surface presentation of NMDA receptors	3.17E-01	2.27E-02	NaN	LIN7A	
Aspirin ADME	3.17E-01	2.27E-02	NaN	CYP3A4	
Actin Cytoskeleton Signaling	3.16E-01	1.65E-02	NaN	ITGA9,ITGAM,MYO18B,TTN	
Sphingolipid metabolism	3.13E-01	1.82E-02	NaN	ACER2,SPHK1	
Signaling by Insulin receptor	3.1E-01	2.22E-02	NaN	ATP6V0D2	
Interleukin-10 signaling	3.1E-01	2.22E-02	NaN	TNFRSF1B	
tRNA Splicing	3.1E-01	2.22E-02	NaN	PDE2A	
Apelin Pancreas Signaling Pathway	3.04E-01	2.17E-02	NaN	DDIT3	
Class I MHC mediated antigen processing and presentation	3.04E-01	1.57E-02	NaN	ASB16,BTK,CYBB,HERC5,KBTBD8,SPSB4	
Tight Junction Signaling	2.98E-01	1.66E-02	NaN	MYO18B,PPM1J,TNFRSF1B	
Interleukin-2 family signaling	2.97E-01	2.13E-02	NaN	INPP5D	
Heme signaling	2.97E-01	2.13E-02	NaN	PPARGC1A	
Estrogen Biosynthesis	2.97E-01	2.13E-02	NaN	CYP3A4	
Hedgehog 'off' state	2.97E-01	1.75E-02	NaN	ADCY5,ADCY8	
HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	2.97E-01	1.75E-02	NaN	H2BC13,RAD9B	
Role of MAPK Signaling in Promoting the Pathogenesis of Influenza	2.97E-01	1.75E-02	NaN	ATP6V0D2,PLB1	
Aryl Hydrocarbon Receptor Signaling	2.92E-01	1.64E-02	NaN	CDKN1A,CYP3A4,ESR2	
Inositol phosphate metabolism	2.91E-01	2.08E-02	NaN	INPP5D	
Complex IV assembly	2.91E-01	2.08E-02	NaN	PET100	
Antimicrobial peptides	2.85E-01	2.04E-02	NaN	RNASE7	
Nonhomologous End-Joining (NHEJ)	2.85E-01	2.04E-02	NaN	H2BC13	
Nucleosome assembly	2.85E-01	2.04E-02	NaN	H2BC13	
PFKFB4 Signaling Pathway	2.85E-01	2.04E-02	NaN	GCK	
Cerebral Malformation Signaling Pathway	2.85E-01	1.71E-02	NaN	CDKN1A,PGF	
Cholecystokinin/Gastrin-mediated Signaling	2.85E-01	1.71E-02	NaN	RND1,RND3	
PAK Signaling	2.81E-01	1.69E-02	NaN	ITGA9,ITGAM	
MicroRNA Biogenesis Signaling Pathway	2.8E-01	1.6E-02	NaN	ESR2,HGF,PIWIL2	
Signaling by ERBB2	2.79E-01	2E-02	NaN	ERBB4	
Signaling by NOTCH3	2.79E-01	2E-02	NaN	JAG1	
Signaling by TGFBR3	2.79E-01	2E-02	NaN	INHBA	
Melanoma Signaling	2.79E-01	2E-02	NaN	CDKN1A	
nNOS Signaling in Skeletal Muscle Cells	2.79E-01	2E-02	NaN	CACNA1C	
