© 2000-2025 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Clathrin-mediated endocytosis	-0E00	7.75E-03	NaN	IL7R	
Transcriptional regulation by RUNX3	-0E00	1.04E-02	NaN	LEF1	
Interferon alpha/beta signaling	-0E00	1.32E-02	NaN	OAS3	
Nonsense-Mediated Decay (NMD)	-0E00	8.55E-03	NaN	RPL39L	
Response of EIF2AK4 (GCN2) to amino acid deficiency	-0E00	9.71E-03	NaN	RPL39L	
Expression and translocation of olfactory receptors	-0E00	2.46E-03	NaN	OR6C1	
GABA receptor activation	-0E00	1.67E-02	NaN	ADCY3	
Ion channel transport	-0E00	5.46E-03	NaN	CLCN4	
Hepatic Cholestasis	-0E00	1.33E-02	NaN	ADCY3,GUCY1B1,IL17B	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	-0E00	5.21E-03	NaN	BCL2	
Mitochondrial Dysfunction	-0E00	2.9E-03	NaN	BCL2	
Autism Signaling Pathway	-0E00	9.71E-03	NaN	IL17B,LEF1,WNT7B	
CGAS-STING Signaling Pathway	-0E00	1.45E-02	NaN	CGAS,IL17B	
NAFLD Signaling Pathway	-0E00	1.34E-02	NaN	GPAT3,IL17B,IRS1	
Pancreatic Secretion Signaling Pathway	-0E00	8.23E-03	NaN	ADCY3,GUCY1B1	
Protein Sorting Signaling Pathway	-0E00	1.1E-02	NaN	ADCY3,GUCY1B1	
ROBO SLIT Signaling Pathway	-0E00	1.56E-02	NaN	mir-25 (includes others),SLIT1	
FXR/RXR Activation	-0E00	1.54E-02	NaN	HMGB1,IL17B,SDC1	
BBSome Signaling Pathway	-0E00	1.22E-02	NaN	EZH2,GPR19,GPR3,PHF19,PLK1,S1PR3	
Sleep NREM Signaling Pathway	-0E00	1.72E-02	NaN	ADCY3,GUCY1B1	
UFMylation Signaling Pathway	-0E00	1.56E-02	NaN	SUV39H1	
Hematoma Resolution Signaling Pathway	-0E00	1.54E-02	NaN	HMGB1,IL17B,S1PR3,TUBA3C	
Glycation Signaling Pathway	-0E00	1.78E-02	NaN	HMGB1,IL17B,IRS1,RAC3	
Ribosomal Quality Control Signaling Pathway	-0E00	3.79E-03	NaN	RPL39L	
rRNA modification in the nucleus and cytosol	-0E00	1.45E-02	NaN	FBL	
Cyclophilin Signaling Pathway	-0E00	1.61E-02	NaN	BIRC5,LEF1,PLK1,WNT7B	
Irritable Bowel Syndrome Signaling Pathway	-0E00	1.04E-02	NaN	IL17B,RAC3,WNT7B	
Lung Ionic Balance Signaling Pathway	-0E00	5.75E-03	NaN	GPR19,GPR3,S1PR3	
TRIM21 Intracellular Antibody Signaling Pathway	-0E00	1.76E-03	NaN	CGAS	
ID3 Signaling Pathway	-0E00	2.07E-03	NaN	RAC3,USP1	
Tight Junction Signaling	-0E00	1.66E-02	NaN	CLDN5,EPB41,NECTIN1	
Regulation of Actin-based Motility by Rho	-0E00	9.01E-03	NaN	RAC3	
Erythropoietin Signaling Pathway	-0E00	1.1E-02	NaN	IL17B,RAC3	
14-3-3-mediated Signaling	-0E00	1.52E-02	NaN	TP73,TUBA3C	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	-0E00	1.08E-02	NaN	RAC3	
IL-8 Signaling	-0E00	9.62E-03	NaN	BCL2,RAC3	
IL-12 Signaling and Production in Macrophages	-0E00	8.26E-03	NaN	ETS2,TNFRSF11A	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	-0E00	1.3E-02	NaN	IL17B,OAS3	
Role of NFAT in Regulation of the Immune Response	-0E00	9.55E-04	NaN	KPNA2	
Cytotoxic T Lymphocyte-mediated Apoptosis of Target Cells	-0E00	2.34E-03	NaN	BCL2	
IL-17 Signaling	-0E00	5.29E-03	NaN	IL17B	
Airway Pathology in Chronic Obstructive Pulmonary Disease	-0E00	8.77E-03	NaN	IL17B	
fMLP Signaling in Neutrophils	-0E00	7.52E-03	NaN	RAC3	
CXCR4 Signaling	-0E00	1.79E-02	NaN	ADCY3,GUCY1B1,RAC3	
CTLA4 Signaling in Cytotoxic T Lymphocytes	-0E00	3.28E-03	NaN	GRAP2,RAC3	
IL-15 Production	-0E00	8.2E-03	NaN	CSF1R	
CD28 Signaling in T Helper Cells	-0E00	1.92E-03	NaN	GRAP2	
IL-15 Signaling	-0E00	1.9E-03	NaN	RAC3	
Virus Entry via Endocytic Pathways	-0E00	8.33E-03	NaN	RAC3	
Reelin Signaling in Neurons	-0E00	7.25E-03	NaN	ARHGEF39	
HIF1α Signaling	-0E00	4.76E-03	NaN	RAC3	
Angiopoietin Signaling	-0E00	1.3E-02	NaN	BIRC5	
Cellular Effects of Sildenafil (Viagra)	-0E00	8.76E-03	NaN	ADCY3,BCL2,GPR19,GPR3,GUCY1B1,S1PR3	
Endothelin-1 Signaling	-0E00	1.03E-02	NaN	ADCY3,GUCY1B1	
Relaxin Signaling	-0E00	1.28E-02	NaN	ADCY3,GUCY1B1	
Factors Promoting Cardiogenesis in Vertebrates	-0E00	1.32E-02	NaN	LEF1,WNT7B	
CNTF Signaling	-0E00	1.79E-02	NaN	RPS6KA5	
Renin-Angiotensin Signaling	-0E00	1.64E-02	NaN	ADCY3,GUCY1B1	
Semaphorin Signaling in Neurons	-0E00	1.69E-02	NaN	RAC3	
Thrombin Signaling	-0E00	1.79E-02	NaN	ADCY3,ARHGEF39,GUCY1B1,RAC3	
Cardiac Hypertrophy Signaling	-0E00	1.53E-02	NaN	ADCY3,GUCY1B1,IRS1,RAC3	
ICOS-ICOSL Signaling in T Helper Cells	-0E00	1.95E-03	NaN	GRAP2	
Corticotropin Releasing Hormone Signaling	-0E00	1.29E-02	NaN	ADCY3,GUCY1B1	
HGF Signaling	-0E00	1.53E-02	NaN	CDK2,ETS2	
FLT3 Signaling in Hematopoietic Progenitor Cells	-0E00	1.22E-02	NaN	RPS6KA5	
Polyamine Regulation in Colon Cancer	-0E00	1.69E-02	NaN	ODC1	
GNRH Signaling	-0E00	1.04E-02	NaN	ADCY3,GUCY1B1	
Cholecystokinin/Gastrin-mediated Signaling	-0E00	8.55E-03	NaN	RAC3	
Human Embryonic Stem Cell Pluripotency	-0E00	5E-03	NaN	WNT7B	
Antiproliferative Role of Somatostatin Receptor 2	-0E00	1.3E-02	NaN	GUCY1B1	
Germ Cell-Sertoli Cell Junction Signaling	-0E00	1.17E-02	NaN	RAC3,TUBA3C	
Aldosterone Signaling in Epithelial Cells	-0E00	5.85E-03	NaN	DNAJC9	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	-0E00	8.13E-03	NaN	WNT7B	
Prolactin Signaling	-0E00	1.04E-02	NaN	IRS1	
CREB Signaling in Neurons	-0E00	9.74E-03	NaN	ADCY3,GPR19,GPR3,GUCY1B1,S1PR3,TNFRSF11A	
Type I Diabetes Mellitus Signaling	-0E00	1.95E-03	NaN	BCL2	
Endometrial Cancer Signaling	-0E00	1.67E-02	NaN	LEF1	
Type II Diabetes Mellitus Signaling	-0E00	6.58E-03	NaN	IRS1	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	-0E00	5.21E-03	NaN	RAC3	
p70S6K Signaling	-0E00	1.72E-03	NaN	IRS1	
mTOR Signaling	-0E00	1.4E-02	NaN	IRS1,RAC3,RPS6KA5	
G Protein Signaling Mediated by Tubby	-0E00	4.26E-03	NaN	GRAP2,TUB	
Communication between Innate and Adaptive Immune Cells	-0E00	1.06E-03	NaN	TNFRSF13C	
Systemic Lupus Erythematosus Signaling	-0E00	9.36E-04	NaN	TNFRSF13C	
CDC42 Signaling	-0E00	3.46E-03	NaN	DIAPH3,IQGAP3	
FAK Signaling	-0E00	6.76E-03	NaN	ETS2,ETV4,GPR19,GPR3,IL7R,LEF1,S1PR3	
EIF2 Signaling	-0E00	8.4E-03	NaN	BCL2,RPL39L	
RAC Signaling	-0E00	1.46E-02	NaN	IQGAP3,RAC3	
Phospholipase C Signaling	-0E00	3.56E-03	NaN	ADCY3,GRAP2,GUCY1B1,RAC3	
Altered T Cell and B Cell Signaling in Rheumatoid Arthritis	-0E00	1.06E-03	NaN	TNFRSF13C	
Atherosclerosis Signaling	-0E00	7.35E-03	NaN	F3	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	-0E00	5.93E-03	NaN	LEF1,WNT7B	
Regulation of eIF4 and p70S6K Signaling	-0E00	5.32E-03	NaN	IRS1	
Role of NFAT in Cardiac Hypertrophy	-0E00	1.31E-02	NaN	ADCY3,GUCY1B1,SLC8A1	
B Cell Development	-0E00	2.04E-03	NaN	IL7R	
RANK Signaling in Osteoclasts	-0E00	1.08E-02	NaN	TNFRSF11A	
NUR77 Signaling in T Lymphocytes	-0E00	3.85E-03	NaN	BCL2,PCNA	
PKCθ Signaling in T Lymphocytes	-0E00	3.57E-03	NaN	GRAP2,RAC3	
Role of MAPK Signaling in the Pathogenesis of Influenza	-0E00	1.19E-02	NaN	BCL2	
Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	-0E00	1.09E-02	NaN	OAS3	
Antiproliferative Role of TOB in T Cell Signaling	-0E00	7.04E-03	NaN	CCNA2,CCNE2,CDK2	
OX40 Signaling Pathway	-0E00	2.07E-03	NaN	BCL2	
PI3K Signaling in B Lymphocytes	-0E00	1.69E-03	NaN	IRS1	
P2Y Purinergic Receptor Signaling Pathway	-0E00	1.49E-02	NaN	ADCY3,GUCY1B1	
IL-17A Signaling in Fibroblasts	-0E00	1.25E-02	NaN	BCL2	
Role of JAK family kinases in IL-6-type Cytokine Signaling	-0E00	1.23E-02	NaN	BIRC5	
Actin Nucleation by ARP-WASP Complex	-0E00	1.1E-02	NaN	RAC3	
Dopamine-DARPP32 Feedback in cAMP Signaling	-0E00	1.12E-02	NaN	ADCY3,GUCY1B1	
NGF Signaling	-0E00	8.26E-03	NaN	RPS6KA5	
Signaling by Rho Family GTPases	-0E00	1.5E-02	NaN	CIT,DIAPH3,RAC3,STMN1	
RHOGDI Signaling	-0E00	4.55E-03	NaN	RAC3	
Sertoli Cell-Sertoli Cell Junction Signaling	-0E00	1.62E-02	NaN	CLDN5,EPB41,NECTIN1,TUBA3C	
Gap Junction Signaling	-0E00	1.79E-02	NaN	ADCY3,BIRC5,GJC1,GUCY1B1,LEF1,TUBA3C	
Mouse Embryonic Stem Cell Pluripotency	-0E00	9.71E-03	NaN	LEF1	
Transcriptional Regulatory Network in Embryonic Stem Cells	-0E00	6.1E-03	NaN	WNT7B	
ERBB Signaling	-0E00	1.08E-02	NaN	NRG1	
ERBB4 Signaling	-0E00	1.49E-02	NaN	NRG1	
Netrin Signaling	-0E00	5.71E-03	NaN	RAC3	
D-myo-inositol-5-phosphate Metabolism	-0E00	1.47E-02	NaN	CDC25A,CDC25B,CDC25C	
D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis	-0E00	1.59E-02	NaN	CDC25A,CDC25B,CDC25C	
Superpathway of Inositol Phosphate Compounds	-0E00	1.24E-02	NaN	CDC25A,CDC25B,CDC25C	
D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis	-0E00	1.59E-02	NaN	CDC25A,CDC25B,CDC25C	
3-phosphoinositide Degradation	-0E00	1.5E-02	NaN	CDC25A,CDC25B,CDC25C	
3-phosphoinositide Biosynthesis	-0E00	1.4E-02	NaN	CDC25A,CDC25B,CDC25C	
Stearate Biosynthesis I (Animals)	-0E00	1.59E-02	NaN	DHRS11	
Gαq Signaling	-0E00	1.18E-02	NaN	RAC3,RGS7	
Gαs Signaling	-0E00	1.57E-02	NaN	ADCY3,GUCY1B1	
PEDF Signaling	-0E00	1.19E-02	NaN	BCL2	
Remodeling of Epithelial Adherens Junctions	-0E00	1.41E-02	NaN	TUBA3C	
Agranulocyte Adhesion and Diapedesis	-0E00	4.46E-03	NaN	CLDN5	
Granulocyte Adhesion and Diapedesis	-0E00	9.8E-03	NaN	CLDN5,SDC1	
Regulation of the Epithelial-Mesenchymal Transition Pathway	-0E00	1.03E-02	NaN	LEF1,WNT7B	
Sperm Motility	-0E00	1.17E-02	NaN	CSF1R,GUCY1B1,SLC16A10	
TEC Kinase Signaling	-0E00	1.73E-03	NaN	RAC3	
UVA-Induced MAPK Signaling	-0E00	1.02E-02	NaN	RPS6KA5	
Adipogenesis pathway	-0E00	7.25E-03	NaN	EZH2	
HIPPO signaling	-0E00	1.3E-02	NaN	WWC1	
PCP (Planar Cell Polarity) Pathway	-0E00	1.67E-02	NaN	WNT7B	
Parkinson's Signaling Pathway	-0E00	6.33E-03	NaN	IL17B,TUBA3C	
Estrogen Receptor Signaling	-0E00	9.73E-03	NaN	ADCY3,BCL2,GUCY1B1,PCNA	
ERK/MAPK Signaling	-0E00	1.36E-02	NaN	ETS2,RAC3,RPS6KA5	
SAPK/JNK Signaling	-0E00	3.98E-03	NaN	IRS1,RAC3	
PI3K/AKT Signaling	-0E00	1E-02	NaN	BCL2,IL7R	
Nitric Oxide Signaling in the Cardiovascular System	-0E00	8.33E-03	NaN	GUCY1B1	
Cardiac β-adrenergic Signaling	-0E00	1.76E-02	NaN	ADCY3,GUCY1B1,SLC8A1	
FGF Signaling	-0E00	1.16E-02	NaN	RPS6KA5	
GABA Receptor Signaling	-0E00	1.5E-02	NaN	ADCY3,GUCY1B1	
IL-4 Signaling	-0E00	1.74E-03	NaN	IRS1	
WNT/β-catenin Signaling	-0E00	1.73E-02	NaN	KREMEN2,LEF1,WNT7B	
Serotonin Receptor Signaling	-0E00	1.7E-02	NaN	ADCY3,BCL2,CCNE2,CDK2,GUCY1B1,MYLK2,RAC3,RBL1	
Insulin Receptor Signaling	-0E00	7.75E-03	NaN	IRS1	
Phototransduction Pathway	-0E00	1.79E-02	NaN	GUCY1B1	
Integrin Signaling	-0E00	9.52E-03	NaN	MYLK2,RAC3	
Death Receptor Signaling	-0E00	1.03E-02	NaN	BCL2	
IGF-1 Signaling	-0E00	9.52E-03	NaN	IRS1	
cAMP-mediated signaling	-0E00	1.66E-02	NaN	ADCY3,GUCY1B1,RGS7,S1PR3	
p38 MAPK Signaling	-0E00	1.61E-02	NaN	CDC25B,RPS6KA5	
TGF-β Signaling	-0E00	1.03E-02	NaN	BCL2	
NF-κB Signaling	-0E00	1.75E-03	NaN	TNFRSF11A	
VEGF Signaling	-0E00	1.03E-02	NaN	BCL2	
T Cell Receptor Signaling	-0E00	3.22E-03	NaN	GRAP2,LEF1	
G-Protein Coupled Receptor Signaling	-0E00	1.12E-02	NaN	ADCY3,GPR19,GPR3,GUCY1B1,MYLK2,RAC3,RGS7,S1PR3	
BMP signaling pathway	-0E00	1.11E-02	NaN	FST	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	-0E00	1.68E-02	NaN	ADCY3,GUCY1B1	
Gustation Pathway	-0E00	9.48E-03	NaN	ADCY3,GUCY1B1	
Phagosome Formation	-0E00	8.5E-03	NaN	GPR19,GPR3,MYLK2,RAC3,S1PR3,SCARA3	
Phagosome Maturation	-0E00	1.75E-02	NaN	CTSV,RAC3,TUBA3C	
Autophagy	-0E00	1.37E-02	NaN	BCL2,E2F1,IRS1	
Macropinocytosis Signaling	-0E00	1.32E-02	NaN	CSF1R	
PD-1, PD-L1 cancer immunotherapy pathway	-0E00	1.75E-02	NaN	CDK2,CIP2A	
Osteoarthritis Pathway	-0E00	1.68E-02	NaN	HMGB1,LEF1,PTHLH,S1PR3	
GP6 Signaling Pathway	-0E00	7.81E-03	NaN	GRAP2	
Neuroinflammation Signaling Pathway	-0E00	1.52E-02	NaN	BCL2,BIRC5,CSF1R,HMGB1,RAC3	
Endocannabinoid Neuronal Synapse Pathway	-0E00	1.33E-02	NaN	ADCY3,GUCY1B1	
Apelin Cardiomyocyte Signaling Pathway	-0E00	1E-02	NaN	SLC8A1	
Apelin Endothelial Signaling Pathway	-0E00	1.38E-02	NaN	ADCY3,GUCY1B1	
Cardiac Hypertrophy Signaling (Enhanced)	-0E00	1.3E-02	NaN	ADCY3,DIAPH3,GUCY1B1,IL17B,IL7R,RPS6KA5,WNT7B	
Synaptogenesis Signaling Pathway	-0E00	1.27E-02	NaN	ADCY3,EPHB6,GUCY1B1,NECTIN1	
Systemic Lupus Erythematosus in T Cell Signaling Pathway	-0E00	3.1E-03	NaN	RAC3,S1PR3	
Systemic Lupus Erythematosus in B Cell Signaling Pathway	-0E00	5.49E-03	NaN	BCL2,IL17B,RAC3,TNFRSF13C	
White Adipose Tissue Browning Pathway	-0E00	1.44E-02	NaN	ADCY3,GUCY1B1	
Hepatic Fibrosis Signaling Pathway	-0E00	1.44E-02	NaN	BCL2,EZH2,LEF1,MYLK2,RAC3,WNT7B	
Necroptosis Signaling Pathway	-0E00	1.23E-02	NaN	RBL1,SLC25A10	
Xenobiotic Metabolism PXR Signaling Pathway	-0E00	4.52E-03	NaN	CDK2	
Insulin Secretion Signaling Pathway	-0E00	1.08E-02	NaN	ADCY3,GUCY1B1,RPS6KA5	
Semaphorin Neuronal Repulsive Signaling Pathway	-0E00	1.36E-02	NaN	CSPG5,GUCY1B1	
Coronavirus Replication Pathway	-0E00	1.2E-02	NaN	RPL39L,TUBA3C	
Tumor Microenvironment Pathway	-0E00	5.56E-03	NaN	BCL2	
MSP-RON Signaling in Cancer Cells Pathway	-0E00	1.4E-02	NaN	ETS2,LEF1	
Calcium Signaling	-0E00	1.38E-02	NaN	CHRFAM7A,CHRNA5,SLC8A1	
Eicosanoid Signaling	-0E00	1.06E-02	NaN	ADCY3,GUCY1B1,LEF1	
Ephrin Receptor Signaling	-0E00	9.9E-03	NaN	EPHB6,RAC3	
Role of MAPK Signaling in Promoting the Pathogenesis of Influenza	-0E00	8.77E-03	NaN	BCL2	
