© 2000-2025 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
MIF-mediated Glucocorticoid Regulation	3.53E-01	2.63E-02	NaN	PTGS2	
Thrombin Signaling	3.51E-01	1.79E-02	NaN	ARHGEF25,MAPK11,OPN1SW,RHOJ	
Hepatic Cholestasis	3.45E-01	1.78E-02	NaN	TGFB2,TGFB3,TNFRSF11B,TNFSF10	
Glycation Signaling Pathway	3.45E-01	1.78E-02	NaN	MAPK11,TGFB2,TGFB3,TNFSF10	
MAP kinase activation	3.45E-01	2.56E-02	NaN	MAPK11	
NGF-stimulated transcription	3.45E-01	2.56E-02	NaN	ID2	
FLT3 Signaling	3.45E-01	2.56E-02	NaN	STAT5A	
Cellular response to heat stress	3.38E-01	1.98E-02	NaN	HSPA2,SERPINH1	
Heparan Sulfate Biosynthesis	3.38E-01	1.98E-02	NaN	CHST15,TNFAIP6	
Mitophagy	3.37E-01	2.5E-02	NaN	PRKN	
Mitochondrial Division Signaling Pathway	3.3E-01	1.81E-02	NaN	CACNA2D1,CATSPER2,TNFRSF11B	
DAG and IP3 signaling	3.29E-01	2.44E-02	NaN	PDE1C	
RET signaling	3.29E-01	2.44E-02	NaN	DOK6	
Activation of gene expression by SREBF (SREBP)	3.22E-01	2.38E-02	NaN	GPAM	
April Mediated Signaling	3.22E-01	2.38E-02	NaN	MAPK11	
Pyrimidine Ribonucleotides Interconversion	3.22E-01	2.38E-02	NaN	AK4	
LPS/IL-1 Mediated Inhibition of RXR Function	3.18E-01	1.68E-02	NaN	CHST15,GSTA4,SLC27A3,SOD3,TNFRSF11B	
Signaling by SCF-KIT	3.14E-01	2.33E-02	NaN	STAT5A	
B Cell Activating Factor Signaling	3.14E-01	2.33E-02	NaN	MAPK11	
Phagosome Maturation	3.12E-01	1.75E-02	NaN	ATP6V1B1,DYNC2H1,SNAP25	
WNK Renal Signaling Pathway	3.11E-01	1.87E-02	NaN	ASIC1,PRKN	
Signaling by VEGF	3.11E-01	1.87E-02	NaN	MAPK11,NRP2	
Netrin-1 signaling	3.07E-01	2.27E-02	NaN	SLIT3	
Aggrephagy	3.07E-01	2.27E-02	NaN	PRKN	
ISGylation Signaling Pathway	3.02E-01	1.83E-02	NaN	PRKN,S100A4	
Phase II - Conjugation of compounds	3.02E-01	1.83E-02	NaN	GSTA4,NNMT	
Ribonucleotide Reductase Signaling Pathway	3.02E-01	1.72E-02	NaN	MAPK11,SNAI1,THBS1	
Signaling by Insulin receptor	3E-01	2.22E-02	NaN	ATP6V1B1	
Arachidonic acid metabolism	3E-01	2.22E-02	NaN	PTGS2	
Pyrimidine Ribonucleotides De Novo Biosynthesis	3E-01	2.22E-02	NaN	AK4	
Th1 and Th2 Activation Pathway	2.95E-01	1.7E-02	NaN	BHLHE41,DLL1,STAT5A	
Orexin Signaling Pathway	2.94E-01	1.65E-02	NaN	ATP6V1B1,CACNA2D1,CATSPER2,MAPK11	
MIF Regulation of Innate Immunity	2.94E-01	2.17E-02	NaN	PTGS2	
Apelin Pancreas Signaling Pathway	2.94E-01	2.17E-02	NaN	APLN	
Interleukin-2 family signaling	2.88E-01	2.13E-02	NaN	STAT5A	
Sensory perception of taste	2.88E-01	2.13E-02	NaN	SCN9A	
Hedgehog 'off' state	2.82E-01	1.75E-02	NaN	DYNC2H1,SMO	
TEC Kinase Signaling	2.79E-01	1.56E-02	NaN	ACTC1,ACTG2,ITGA10,ITGA11,ITGB8,OPN1SW,RHOJ,STAT5A,TNFSF10	
iNOS Signaling	2.75E-01	2.04E-02	NaN	MAPK11	
Sleep NREM Signaling Pathway	2.74E-01	1.72E-02	NaN	GABRE,OPN1SW	
Amyotrophic Lateral Sclerosis Signaling	2.7E-01	1.71E-02	NaN	CACNA2D1,GRIK2	
Cholecystokinin/Gastrin-mediated Signaling	2.7E-01	1.71E-02	NaN	PTGS2,RHOJ	
Signaling by TGFBR3	2.69E-01	2E-02	NaN	TGFB2	
MYC Mediated Apoptosis Signaling	2.69E-01	2E-02	NaN	TNFRSF11B	
ESR-mediated signaling	2.67E-01	1.69E-02	NaN	CXXC5,GPAM	
Gap junction trafficking and regulation	2.64E-01	1.96E-02	NaN	GJA1	
Glutathione-mediated Detoxification	2.64E-01	1.96E-02	NaN	GSTA4	
UVC-Induced MAPK Signaling	2.64E-01	1.96E-02	NaN	MAPK11	
MicroRNA Biogenesis Signaling Pathway	2.62E-01	1.6E-02	NaN	MAPK11,TGFB2,TGFB3	
Amyloid Processing	2.58E-01	1.92E-02	NaN	MAPK11	
D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis	2.56E-01	1.59E-02	NaN	DUSP2,PPFIA4,PTPRN	
D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis	2.56E-01	1.59E-02	NaN	DUSP2,PPFIA4,PTPRN	
Signaling by EGFR	2.53E-01	1.89E-02	NaN	SPRY1	
Renin-Angiotensin Signaling	2.52E-01	1.64E-02	NaN	CCL5,MAPK11	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	2.48E-01	1.56E-02	NaN	MAPK11,RHOJ,TNFRSF11B	
Retinol Biosynthesis	2.48E-01	1.85E-02	NaN	AKR1C3	
UVB-Induced MAPK Signaling	2.48E-01	1.85E-02	NaN	MAPK11	
Intrinsic Pathway for Apoptosis	2.43E-01	1.82E-02	NaN	BMF	
Meiotic synapsis	2.43E-01	1.82E-02	NaN	HSPA2	
Amino acids regulate mTORC1	2.43E-01	1.82E-02	NaN	ATP6V1B1	
Somitogenesis	2.43E-01	1.82E-02	NaN	DLL1	
IL-33 Signaling Pathway	2.4E-01	1.54E-02	NaN	CCL5,MAPK11,PTGS2	
NLR signaling pathways	2.38E-01	1.79E-02	NaN	MAPK11	
Interleukin-3, Interleukin-5 and GM-CSF signaling	2.38E-01	1.79E-02	NaN	STAT5A	
EGF Signaling	2.38E-01	1.79E-02	NaN	MAPK11	
Phototransduction Pathway	2.38E-01	1.79E-02	NaN	OPN1SW	
Gαs Signaling	2.36E-01	1.57E-02	NaN	OPN1SW,RGS2	
HSP90 chaperone cycle for steroid hormone receptors in the presence of ligand	2.33E-01	1.75E-02	NaN	HSPA2	
Neurexins and neuroligins	2.33E-01	1.75E-02	NaN	SYT7	
Folate Signaling Pathway	2.33E-01	1.75E-02	NaN	CBS	
ROBO SLIT Signaling Pathway	2.33E-01	1.56E-02	NaN	SLIT3,SNAI1	
Glioma Signaling	2.33E-01	1.56E-02	NaN	PDGFD,PDGFRB	
Circadian Clock	2.28E-01	1.72E-02	NaN	BHLHE41	
RUNX1 regulates megakaryocyte differentiation and platelet function	2.28E-01	1.72E-02	NaN	THBS1	
Metabolism of polyamines	2.23E-01	1.69E-02	NaN	PAOX	
Iron uptake and transport	2.19E-01	1.67E-02	NaN	ATP6V1B1	
Dermatan Sulfate Biosynthesis (Late Stages)	2.19E-01	1.67E-02	NaN	CHST15	
Retinoic acid Mediated Apoptosis Signaling	2.15E-01	1.64E-02	NaN	TNFSF10	
Transcriptional Regulation by MECP2	2.06E-01	1.59E-02	NaN	DLL1	
Triacylglycerol Degradation	2.06E-01	1.59E-02	NaN	TNFAIP6	
Stearate Biosynthesis I (Animals)	2.06E-01	1.59E-02	NaN	SLC27A3	
IL-2 Signaling	2.06E-01	1.59E-02	NaN	STAT5A	
Mitochondrial biogenesis	2.02E-01	1.56E-02	NaN	MAPK11	
Peroxisomal protein import	2.02E-01	1.56E-02	NaN	PAOX	
UFMylation Signaling Pathway	2.02E-01	1.56E-02	NaN	PDK1	
Thrombopoietin Signaling	2.02E-01	1.56E-02	NaN	STAT5A	
ERB2-ERBB3 Signaling	2.02E-01	1.56E-02	NaN	STAT5A	
Role of JAK2 in Hormone-like Cytokine Signaling	1.98E-01	1.54E-02	NaN	STAT5A	
Circadian Rhythm Signaling	-0E00	1.48E-02	NaN	BHLHE41,CACNA2D1,CATSPER2,DBP	
Fc Epsilon RI Signaling	-0E00	8.33E-03	NaN	MAPK11	
Synaptic Long Term Depression	-0E00	1.52E-02	NaN	CACNA2D1,CATSPER2,PLA2R1	
Huntington's Disease Signaling	-0E00	6.97E-03	NaN	HSPA2,SNAP25	
Chaperone Mediated Autophagy Signaling Pathway	-0E00	6.28E-03	NaN	ATP6V1B1,HSPA2,MAPK11,MMP11	
Acetylcholine Receptor Signaling Pathway	-0E00	1.52E-02	NaN	CACNA2D1,CATSPER2,OPN1SW	
NFKBIE Signaling Pathway	-0E00	4.45E-03	NaN	TNFRSF11B,TNFSF10	
PPARα/RXRα Activation	-0E00	1.01E-02	NaN	TGFB2,TGFB3	
Opioid Signalling	-0E00	1.11E-02	NaN	PDE1C	
PIP3 activates AKT signaling	-0E00	6.9E-03	NaN	PDGFRB	
Integration of energy metabolism	-0E00	9.26E-03	NaN	SNAP25	
Signaling by NTRK1 (TRKA)	-0E00	1.23E-02	NaN	MAPK11	
Degradation of beta-catenin by the destruction complex	-0E00	1.1E-02	NaN	TCF7L1	
Metabolism of water-soluble vitamins and cofactors	-0E00	1.22E-02	NaN	ENPP2	
trans-Golgi Network Vesicle Budding	-0E00	1.33E-02	NaN	TPD52L1	
TCF dependent signaling in response to WNT	-0E00	5.05E-03	NaN	TCF7L1	
Gene Silencing by RNA	-0E00	9.8E-03	NaN	ANG	
Oxidative Stress Induced Senescence	-0E00	1.14E-02	NaN	MAPK11	
EPH-Ephrin signaling	-0E00	1.08E-02	NaN	EFNA3	
Signaling by ROBO receptors	-0E00	4.07E-03	NaN	SLIT3	
ABC-family proteins mediated transport	-0E00	9.71E-03	NaN	ABCA6	
Beta-catenin independent WNT signaling	-0E00	4.88E-03	NaN	TCF7L1	
Regulation of lipid metabolism by PPARalpha	-0E00	8.4E-03	NaN	ARNT2	
G alpha (s) signalling events	-0E00	1.38E-02	NaN	CYSLTR2,PDE7B	
Transport of inorganic cations/anions and amino acids/oligopeptides	-0E00	9.26E-03	NaN	SLC17A5	
Cilium Assembly	-0E00	9.8E-03	NaN	DYNC2H1,SMO	
C-type lectin receptors (CLRs)	-0E00	6.9E-03	NaN	MUC1	
TP53 Regulates Metabolic Genes	-0E00	1.18E-02	NaN	DDIT4	
RHO GTPases Activate Formins	-0E00	7.14E-03	NaN	FMNL1	
RAF/MAP kinase cascade	-0E00	1.53E-02	NaN	ANGPT1,DUSP2,FN1,PDGFRB	
Deubiquitination	-0E00	3.77E-03	NaN	PRKN	
Regulation of TP53 Activity through Phosphorylation	-0E00	1.08E-02	NaN	MAPK11	
Keratinization	-0E00	1.39E-02	NaN	KRT18,KRT86,PKP3	
PTEN Regulation	-0E00	6.67E-03	NaN	SNAI1	
Interferon gamma signaling	-0E00	1.02E-02	NaN	GBP2	
Transcriptional regulation by RUNX1	-0E00	6.58E-03	NaN	GPAM	
Transcriptional regulation by RUNX3	-0E00	1.04E-02	NaN	TCF7L1	
Neddylation	-0E00	8.13E-03	NaN	ASB14,LMO7	
GPER1 signaling	-0E00	9.71E-03	NaN	FN1	
Sensory processing of sound by inner hair cells of the cochlea	-0E00	1.45E-02	NaN	SNAP25	
Class I MHC mediated antigen processing and presentation	-0E00	7.87E-03	NaN	ASB14,LMO7,PRKN	
Mitochondrial Dysfunction	-0E00	8.7E-03	NaN	CACNA2D1,CATSPER2,PRKN	
Protein Sorting Signaling Pathway	-0E00	5.52E-03	NaN	SERPINH1	
Histone Modification Signaling Pathway	-0E00	3.33E-03	NaN	FEZF1-AS1	
mRNA 3 Prime End Processing Signaling Pathway	-0E00	9.8E-03	NaN	CFI	
Chromatin organization	-0E00	3.92E-03	NaN	ARID5B	
PKR-mediated signaling	-0E00	1.28E-02	NaN	HSPA2	
Mitochondrial protein degradation	-0E00	1.02E-02	NaN	PDK1	
ID3 Signaling Pathway	-0E00	4.14E-03	NaN	SMAD6,TCF7L1,TGFB2,TGFB3	
Ceramide Signaling	-0E00	1.1E-02	NaN	TNFRSF11B	
α-Adrenergic Signaling	-0E00	9.01E-03	NaN	OPN1SW	
TREM1 Signaling	-0E00	1.27E-02	NaN	STAT5A	
Role of NFAT in Regulation of the Immune Response	-0E00	9.55E-04	NaN	OPN1SW	
FcγRIIB Signaling in B Lymphocytes	-0E00	3.75E-03	NaN	CACNA2D1,CATSPER2	
LPS-stimulated MAPK Signaling	-0E00	1.18E-02	NaN	MAPK11	
CCR5 Signaling in Macrophages	-0E00	9.98E-03	NaN	CACNA2D1,CATSPER2,CCL5,MAPK11,OPN1SW	
IL-3 Signaling	-0E00	1.23E-02	NaN	STAT5A	
fMLP Signaling in Neutrophils	-0E00	1.5E-02	NaN	FPR1,OPN1SW	
CXCR4 Signaling	-0E00	1.19E-02	NaN	OPN1SW,RHOJ	
CTLA4 Signaling in Cytotoxic T Lymphocytes	-0E00	4.92E-03	NaN	MAPK11,TGFB2,TGFB3	
Induction of Apoptosis by HIV1	-0E00	1.52E-02	NaN	TNFRSF11B	
IL-15 Production	-0E00	8.2E-03	NaN	PDGFRB	
T Helper Cell Differentiation	-0E00	2.11E-03	NaN	TNFRSF11B	
CCR3 Signaling in Eosinophils	-0E00	1.47E-02	NaN	MAPK11,OPN1SW	
IL-15 Signaling	-0E00	3.8E-03	NaN	MAPK11,STAT5A	
Dendritic Cell Maturation	-0E00	1.15E-02	NaN	COL18A1,COL1A1,COL1A2,COL3A1,FSCN1,MAPK11,TNFRSF11B	
Melatonin Signaling	-0E00	1.35E-02	NaN	OPN1SW	
Neuropathic Pain Signaling in Dorsal Horn Neurons	-0E00	9.9E-03	NaN	GPR37	
CDK5 Signaling	-0E00	9.43E-03	NaN	MAPK11	
Maturity Onset Diabetes of Young (MODY) Signaling	-0E00	1.28E-02	NaN	CACNA2D1	
DNA Methylation and Transcriptional Repression Signaling	-0E00	1.02E-02	NaN	TET1	
ATM Signaling	-0E00	1E-02	NaN	MAPK11	
Growth Hormone Signaling	-0E00	1.37E-02	NaN	STAT5A	
Renal Cell Carcinoma Signaling	-0E00	1.28E-02	NaN	EGLN3	
Type I Diabetes Mellitus Signaling	-0E00	5.86E-03	NaN	MAPK11,PTPRN,TNFRSF11B	
Small Cell Lung Cancer Signaling	-0E00	1.02E-02	NaN	PTGS2	
Gα12/13 Signaling	-0E00	1.49E-02	NaN	CDH11,F2RL1	
p70S6K Signaling	-0E00	3.44E-03	NaN	F2RL1,OPN1SW	
mTOR Signaling	-0E00	9.35E-03	NaN	DDIT4,RHOJ	
G Protein Signaling Mediated by Tubby	-0E00	2.13E-03	NaN	OPN1SW	
Communication between Innate and Adaptive Immune Cells	-0E00	1.06E-03	NaN	CCL5	
Systemic Lupus Erythematosus Signaling	-0E00	9.36E-04	NaN	BDKRB2	
CDC42 Signaling	-0E00	6.92E-03	NaN	ITGA10,ITGA11,ITGB8,MAPK11	
EIF2 Signaling	-0E00	8.4E-03	NaN	ACTC1,ACTG2	
AMPK Signaling	-0E00	1.23E-02	NaN	AK4,MAPK11,OPN1SW	
Hereditary Breast Cancer Signaling	-0E00	7.25E-03	NaN	TGFB2	
Phospholipase C Signaling	-0E00	3.56E-03	NaN	ITGA10,ITGA11,ITGB8,RHOJ	
HER-2 Signaling in Breast Cancer	-0E00	1.32E-02	NaN	ITGB8,PDK1,PTGS2	
RANK Signaling in Osteoclasts	-0E00	1.08E-02	NaN	MAPK11	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	-0E00	4.28E-03	NaN	TGFB2,TGFB3	
Granzyme A Signaling	-0E00	1.33E-02	NaN	FN1	
NUR77 Signaling in T Lymphocytes	-0E00	3.85E-03	NaN	PDK1,TNFSF10	
PKCθ Signaling in T Lymphocytes	-0E00	3.57E-03	NaN	CACNA2D1,CATSPER2	
Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	-0E00	1.09E-02	NaN	CCL5	
Antiproliferative Role of TOB in T Cell Signaling	-0E00	4.69E-03	NaN	TGFB2,TGFB3	
P2Y Purinergic Receptor Signaling Pathway	-0E00	7.46E-03	NaN	OPN1SW	
IL-17A Signaling in Airway Cells	-0E00	1.47E-02	NaN	MAPK11	
Role of JAK1 and JAK3 in γc Cytokine Signaling	-0E00	1.45E-02	NaN	STAT5A	
Dopamine-DARPP32 Feedback in cAMP Signaling	-0E00	1.12E-02	NaN	CACNA2D1,OPN1SW	
eNOS Signaling	-0E00	1.24E-02	NaN	BDKRB2,HSPA2	
VEGF Family Ligand-Receptor Interactions	-0E00	1.16E-02	NaN	NRP2	
Ephrin A Signaling	-0E00	1.43E-02	NaN	EFNA3,TGFB2	
Ephrin B Signaling	-0E00	1.37E-02	NaN	OPN1SW	
ERBB Signaling	-0E00	1.08E-02	NaN	MAPK11	
GDNF Family Ligand-Receptor Interactions	-0E00	1.32E-02	NaN	DOK6	
D-myo-inositol-5-phosphate Metabolism	-0E00	1.47E-02	NaN	DUSP2,PPFIA4,PTPRN	
Phospholipases	-0E00	1.47E-02	NaN	PLA2R1	
Nicotine Degradation II	-0E00	1.18E-02	NaN	INMT	
Superpathway of Inositol Phosphate Compounds	-0E00	1.24E-02	NaN	DUSP2,PPFIA4,PTPRN	
3-phosphoinositide Degradation	-0E00	1.5E-02	NaN	DUSP2,PPFIA4,PTPRN	
3-phosphoinositide Biosynthesis	-0E00	1.4E-02	NaN	DUSP2,PPFIA4,PTPRN	
Salvage Pathways of Pyrimidine Ribonucleotides	-0E00	1E-02	NaN	AK4	
UVA-Induced MAPK Signaling	-0E00	1.02E-02	NaN	MAPK11	
HIPPO signaling	-0E00	1.3E-02	NaN	FAT4	
WNT/Ca+ pathway	-0E00	1.52E-02	NaN	SMO	
Estrogen Receptor Signaling	-0E00	7.3E-03	NaN	CACNA2D1,MMP11,SNAI1	
Toll-like Receptor Signaling	-0E00	1.3E-02	NaN	MAPK11	
SAPK/JNK Signaling	-0E00	1.99E-03	NaN	MAPK8IP2	
JAK/STAT Signaling	-0E00	1.2E-02	NaN	STAT5A	
Xenobiotic Metabolism Signaling	-0E00	1.21E-02	NaN	CHST15,GSTA4,MAPK11,SOD3	
B Cell Receptor Signaling	-0E00	1.57E-03	NaN	MAPK11	
Insulin Receptor Signaling	-0E00	7.75E-03	NaN	ASIC1	
Neurotrophin/TRK Signaling	-0E00	1.28E-02	NaN	SPRY1	
IGF-1 Signaling	-0E00	9.52E-03	NaN	IGFBP4	
Glutamate Receptor Signaling	-0E00	1.47E-02	NaN	GRIK2	
NF-κB Signaling	-0E00	3.5E-03	NaN	PDGFRB,TNFRSF11B	
Hypoxia Signaling in the Cardiovascular System	-0E00	1.28E-02	NaN	LDHA	
T Cell Receptor Signaling	-0E00	4.82E-03	NaN	MAPK11,PDK1,TCF7L1	
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	-0E00	1.32E-02	NaN	OPN1SW	
Autophagy	-0E00	9.13E-03	NaN	TGFB2,TNFRSF11B	
Sumoylation Pathway	-0E00	9.9E-03	NaN	RHOJ	
Th1 Pathway	-0E00	8E-03	NaN	DLL1	
Sirtuin Signaling Pathway	-0E00	1.01E-02	NaN	LDHA,PDK1,SOD3	
Adrenomedullin signaling pathway	-0E00	1.49E-02	NaN	CFH,GPR37,MAPK11	
SPINK1 General Cancer Pathway	-0E00	1.49E-02	NaN	MT1E	
Endocannabinoid Developing Neuron Pathway	-0E00	7.81E-03	NaN	MAPK11	
Endocannabinoid Cancer Inhibition Pathway	-0E00	6.8E-03	NaN	TCF7L1	
T Cell Exhaustion Signaling Pathway	-0E00	1.76E-03	NaN	PDK1	
Systemic Lupus Erythematosus in T Cell Signaling Pathway	-0E00	4.65E-03	NaN	OPN1SW,PDK1,RHOJ	
Systemic Lupus Erythematosus in B Cell Signaling Pathway	-0E00	4.12E-03	NaN	TGFB2,TGFB3,TNFSF10	
Necroptosis Signaling Pathway	-0E00	1.23E-02	NaN	TNFRSF11B,TNFSF10	
Xenobiotic Metabolism General Signaling Pathway	-0E00	1.23E-02	NaN	GSTA4,MAPK11	
Xenobiotic Metabolism AHR Signaling Pathway	-0E00	9.17E-03	NaN	GSTA4	
Xenobiotic Metabolism CAR Signaling Pathway	-0E00	1.29E-02	NaN	CHST15,GSTA4,SOD3	
Xenobiotic Metabolism PXR Signaling Pathway	-0E00	9.05E-03	NaN	CHST15,GSTA4	
Coronavirus Replication Pathway	-0E00	6.02E-03	NaN	IFITM2	
MSP-RON Signaling in Cancer Cells Pathway	-0E00	6.99E-03	NaN	TCF7L1	
MSP-RON Signaling in Macrophages Pathway	-0E00	8.33E-03	NaN	PTGS2	
Ferroptosis Signaling Pathway	-0E00	7.3E-03	NaN	CBS	
